denticeps_clupeoides ENSDCDG00000023983
clupea_harengus ENSCHAG00000019340
pygocentrus_nattereri ENSPNAG00000013252
astyanax_mexicanus ENSAMXG00000029088
ictalurus_punctatus ENSIPUG00000000839
electrophorus_electricus ENSEEEG00000006254
danio_rerio ENSDARG00000077060
gadus_morhua ENSGMOG00000016445
gadus_morhua ENSGMOG00000016434
cynoglossus_semilaevis ENSCSEG00000000528
gouania_willdenowi ENSGWIG00000010489
gasterosteus_aculeatus ENSGACG00000010600
gasterosteus_aculeatus ENSGACG00000010591
monopterus_albus ENSMALG00000000987
mastacembelus_armatus ENSMAMG00000017094
anabas_testudineus ENSATEG00000024725
betta_splendens ENSBSLG00000016799
seriola_dumerili ENSSDUG00000019953
seriola_lalandi ENSSLDG00000002562
lates_calcarifer ENSLCAG00010008019
scophthalmus_maximus ENSSMAG00000016859
larimichthys_crocea ENSLCRG00005019589
labrus_bergylta ENSLBEG00000021225
amphiprion_percula ENSAPEG00000011551
amphiprion_ocellaris ENSAOCG00000002858
acanthochromis_polyacanthus ENSAPOG00000018440
stegastes_partitus ENSSPAG00000019876
parambassis_ranga ENSPRNG00000006835
neolamprologus_brichardi ENSNBRG00000018576
neolamprologus_brichardi ENSNBRG00000018559
maylandia_zebra ENSMZEG00005015200
astatotilapia_calliptera ENSACLG00000013410
pundamilia_nyererei ENSPNYG00000015201
haplochromis_burtoni ENSHBUG00000002076
amphilophus_citrinellus ENSACIG00000008463
takifugu_rubripes ENSTRUG00000021839
tetraodon_nigroviridis ENSTNIG00000014747
hippocampus_comes ENSHCOG00000000945
xiphophorus_maculatus ENSXMAG00000023162
xiphophorus_couchianus ENSXCOG00000010216
gambusia_affinis ENSGAFG00000010863
poecilia_formosa ENSPFOG00000016407
poecilia_mexicana ENSPMEG00000008930
poecilia_latipinna ENSPLAG00000020819
poecilia_reticulata ENSPREG00000003976
fundulus_heteroclitus ENSFHEG00000020490
cyprinodon_variegatus ENSCVAG00000020526
kryptolebias_marmoratus ENSKMAG00000006403
oryzias_latipes ENSORLG00000027833
oryzias_latipes ENSORLG00020021527
oryzias_latipes ENSORLG00015017893
oryzias_melastigma ENSOMEG00000002073
periophthalmus_magnuspinnatus ENSPMGG00000015661
hucho_hucho ENSHHUG00000034170
hucho_hucho ENSHHUG00000050631
esox_lucius ENSELUG00000009570
paramormyrops_kingsleyae ENSPKIG00000024917
scleropages_formosus ENSSFOG00015019241
lepisosteus_oculatus ENSLOCG00000010900
erpetoichthys_calabaricus ENSECRG00000015366
