anas_platyrhynchos_platyrhynchos ENSAPLG00000014170
numida_meleagris ENSNMEG00000005751
meleagris_gallopavo ENSMGAG00000007378
gallus_gallus ENSGALG00000007222
coturnix_japonica ENSCJPG00005013563
anser_brachyrhynchus ENSABRG00000008611
parus_major ENSPMJG00000019554
cyanistes_caeruleus ENSCCEG00000014545
taeniopygia_guttata ENSTGUG00000009278
lonchura_striata_domestica ENSLSDG00000010084
serinus_canaria ENSSCAG00000015023
junco_hyemalis ENSJHYG00000001225
zonotrichia_albicollis ENSZALG00000006622
ficedula_albicollis ENSFALG00000007319
lepidothrix_coronata ENSLCOG00000000799
manacus_vitellinus ENSMVIG00005003640
calidris_pugnax ENSCPUG00000017163
calidris_pygmaea ENSCPGG00000018324
melopsittacus_undulatus ENSMUNG00000011490
apteryx_rowi ENSARWG00000007444
apteryx_owenii ENSAOWG00000000185
apteryx_haastii ENSAHAG00000006916
dromaius_novaehollandiae ENSDNVG00000006185
nothoprocta_perdicaria ENSNPEG00000008217
crocodylus_porosus ENSCPRG00005012694
gopherus_agassizii ENSGAGG00000005311
castor_canadensis ENSCCNG00000007646
dipodomys_ordii ENSDORG00000006097
mus_spicilegus ENSMSIG00000007715
mus_musculus ENSMUSG00000056423
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021529
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020633
mus_pahari MGP_PahariEiJ_G0016338
rattus_norvegicus ENSRNOG00000038512
meriones_unguiculatus ENSMUGG00000025767
peromyscus_maniculatus_bairdii ENSPEMG00000023514
microtus_ochrogaster ENSMOCG00000012392
cricetulus_griseus_crigri-picr ENSCGRG00015024244
cricetulus_griseus_chok1gshd ENSCGRG00001017532
cricetulus_griseus_crigri ENSCGRG00000009605
mesocricetus_auratus ENSMAUG00000014754
jaculus_jaculus ENSJJAG00000009999
cavia_aperea ENSCAPG00000005908
oryctolagus_cuniculus ENSOCUG00000007038
pan_paniscus ENSPPAG00000005215
pan_troglodytes ENSPTRG00000015744
homo_sapiens ENSG00000188958
gorilla_gorilla ENSGGOG00000034872
pongo_abelii ENSPPYG00000014409
nomascus_leucogenys ENSNLEG00000006764
colobus_angolensis_palliatus ENSCANG00000033739
piliocolobus_tephrosceles ENSPTEG00000008882
rhinopithecus_roxellana ENSRROG00000015194
rhinopithecus_bieti ENSRBIG00000038653
mandrillus_leucophaeus ENSMLEG00000031122
theropithecus_gelada ENSTGEG00000024617
macaca_fascicularis ENSMFAG00000037124
macaca_mulatta ENSMMUG00000046004
macaca_nemestrina ENSMNEG00000043623
papio_anubis ENSPANG00000029460
cercocebus_atys ENSCATG00000039473
callithrix_jacchus ENSCJAG00000047494
aotus_nancymaae ENSANAG00000034010
carlito_syrichta ENSTSYG00000007768
propithecus_coquereli ENSPCOG00000015337
microcebus_murinus ENSMICG00000049145
prolemur_simus ENSPSMG00000019467
tupaia_belangeri ENSTBEG00000001794
ursus_americanus ENSUAMG00000011674
ursus_maritimus ENSUMAG00000003588
ailuropoda_melanoleuca ENSAMEG00000011579
canis_lupus_dingo ENSCAFG00020020166
vulpes_vulpes ENSVVUG00000013699
canis_lupus_familiaris ENSCAFG00000014036
neovison_vison ENSNVIG00000010620
panthera_pardus ENSPPRG00000004799
panthera_tigris_altaica ENSPTIG00000021448
felis_catus ENSFCAG00000041952
pteropus_vampyrus ENSPVAG00000006126
vicugna_pacos ENSVPAG00000012364
sus_scrofa ENSSSCG00000033951
bos_mutus ENSBMUG00000020202
bos_taurus ENSBTAG00000044148
bison_bison_bison ENSBBBG00000021479
ovis_aries ENSOARG00000020453
capra_hircus ENSCHIG00000012258
tursiops_truncatus ENSTTRG00000008513
equus_caballus ENSECAG00000014512
equus_asinus_asinus ENSEASG00005000312
loxodonta_africana ENSLAFG00000026160
procavia_capensis ENSPCAG00000005211
choloepus_hoffmanni ENSCHOG00000010656
urocitellus_parryii ENSUPAG00010003859
marmota_marmota_marmota ENSMMMG00000010236
spermophilus_dauricus ENSSDAG00000017697
xenopus_tropicalis ENSXETG00000034240
