sarcophilus_harrisii ENSSHAG00000006179
monodelphis_domestica ENSMODG00000000740
phascolarctos_cinereus ENSPCIG00000023068
notamacropus_eugenii ENSMEUG00000009544
phascolarctos_cinereus ENSPCIG00000010134
ornithorhynchus_anatinus ENSOANG00000008427
ornithorhynchus_anatinus ENSOANG00000028508
pteropus_vampyrus ENSPVAG00000003605
erinaceus_europaeus ENSEEUG00000006886
equus_caballus ENSECAG00000009638
equus_asinus_asinus ENSEASG00005022041
vicugna_pacos ENSVPAG00000002510
sus_scrofa ENSSSCG00000016717
ovis_aries ENSOARG00000010839
capra_hircus ENSCHIG00000018994
bos_mutus ENSBMUG00000012072
bos_taurus ENSBTAG00000015303
bison_bison_bison ENSBBBG00000021173
tursiops_truncatus ENSTTRG00000016705
ursus_maritimus ENSUMAG00000001507
ursus_americanus ENSUAMG00000014785
ailuropoda_melanoleuca ENSAMEG00000006125
neovison_vison ENSNVIG00000012778
mustela_putorius_furo ENSMPUG00000013435
canis_lupus_familiaris ENSCAFG00000002816
canis_lupus_dingo ENSCAFG00020002914
vulpes_vulpes ENSVVUG00000000752
panthera_pardus ENSPPRG00000008805
panthera_tigris_altaica ENSPTIG00000013800
felis_catus ENSFCAG00000014869
myotis_lucifugus ENSMLUG00000006787
sorex_araneus ENSSARG00000005740
prolemur_simus ENSPSMG00000013808
microcebus_murinus ENSMICG00000004206
propithecus_coquereli ENSPCOG00000028606
otolemur_garnettii ENSOGAG00000003397
pan_troglodytes ENSPTRG00000018993
pan_paniscus ENSPPAG00000036410
homo_sapiens ENSG00000105926
gorilla_gorilla ENSGGOG00000005158
pongo_abelii ENSPPYG00000017722
nomascus_leucogenys ENSNLEG00000014829
cercocebus_atys ENSCATG00000036634
mandrillus_leucophaeus ENSMLEG00000030251
papio_anubis ENSPANG00000014542
theropithecus_gelada ENSTGEG00000021890
macaca_fascicularis ENSMFAG00000024129
macaca_mulatta ENSMMUG00000016936
macaca_nemestrina ENSMNEG00000017368
chlorocebus_sabaeus ENSCSAG00000014108
colobus_angolensis_palliatus ENSCANG00000034279
piliocolobus_tephrosceles ENSPTEG00000030269
rhinopithecus_bieti ENSRBIG00000034089
rhinopithecus_roxellana ENSRROG00000037139
saimiri_boliviensis_boliviensis ENSSBOG00000020815
cebus_capucinus ENSCCAG00000037294
callithrix_jacchus ENSCJAG00000007689
aotus_nancymaae ENSANAG00000022814
tupaia_belangeri ENSTBEG00000003828
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029373
mus_spicilegus ENSMSIG00000018469
mus_musculus ENSMUSG00000038388
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028370
mus_pahari MGP_PahariEiJ_G0022120
rattus_norvegicus ENSRNOG00000021579
meriones_unguiculatus ENSMUGG00000008388
peromyscus_maniculatus_bairdii ENSPEMG00000019515
microtus_ochrogaster ENSMOCG00000015580
cricetulus_griseus_crigri-picr ENSCGRG00015019872
cricetulus_griseus_chok1gshd ENSCGRG00001014383
cricetulus_griseus_crigri ENSCGRG00000004947
mesocricetus_auratus ENSMAUG00000018880
nannospalax_galili ENSNGAG00000024039
jaculus_jaculus ENSJJAG00000001765
dipodomys_ordii ENSDORG00000004129
octodon_degus ENSODEG00000007676
chinchilla_lanigera ENSCLAG00000006677
cavia_porcellus ENSCPOG00000015565
cavia_aperea ENSCAPG00000010842
heterocephalus_glaber_female ENSHGLG00000009245
heterocephalus_glaber_male ENSHGLG00100010785
fukomys_damarensis ENSFDAG00000010474
marmota_marmota_marmota ENSMMMG00000005665
spermophilus_dauricus ENSSDAG00000006206
ictidomys_tridecemlineatus ENSSTOG00000001908
urocitellus_parryii ENSUPAG00010017963
oryctolagus_cuniculus ENSOCUG00000014659
ochotona_princeps ENSOPRG00000004287
carlito_syrichta ENSTSYG00000005353
castor_canadensis ENSCCNG00000000382
loxodonta_africana ENSLAFG00000009793
procavia_capensis ENSPCAG00000004599
echinops_telfairi ENSETEG00000006978
choloepus_hoffmanni ENSCHOG00000011700
dasypus_novemcinctus ENSDNOG00000007871
chelonoidis_abingdonii ENSCABG00000000490
gopherus_agassizii ENSGAGG00000008486
chrysemys_picta_bellii ENSCPBG00000022473
pelodiscus_sinensis ENSPSIG00000016529
apteryx_owenii ENSAOWG00000011140
apteryx_haastii ENSAHAG00000016247
apteryx_rowi ENSARWG00000018175
dromaius_novaehollandiae ENSDNVG00000011604
nothoprocta_perdicaria ENSNPEG00000002567
lepidothrix_coronata ENSLCOG00000012351
manacus_vitellinus ENSMVIG00005017656
junco_hyemalis ENSJHYG00000005211
zonotrichia_albicollis ENSZALG00000011278
serinus_canaria ENSSCAG00000014952
taeniopygia_guttata ENSTGUG00000002811
taeniopygia_guttata ENSTGUG00000016199
lonchura_striata_domestica ENSLSDG00000001070
ficedula_albicollis ENSFALG00000009571
parus_major ENSPMJG00000000962
cyanistes_caeruleus ENSCCEG00000001633
calidris_pygmaea ENSCPGG00000002019
calidris_pugnax ENSCPUG00000010862
melopsittacus_undulatus ENSMUNG00000014496
taeniopygia_guttata ENSTGUG00000014465
anser_brachyrhynchus ENSABRG00000010416
anas_platyrhynchos_platyrhynchos ENSAPLG00000014575
gallus_gallus ENSGALG00000010988
coturnix_japonica ENSCJPG00005012508
meleagris_gallopavo ENSMGAG00000010580
numida_meleagris ENSNMEG00000007544
crocodylus_porosus ENSCPRG00005015996
pogona_vitticeps ENSPVIG00000016290
anolis_carolinensis ENSACAG00000013302
notechis_scutatus ENSNSUG00000011849
salvator_merianae ENSSMRG00000003371
sphenodon_punctatus ENSSPUG00000013426
xenopus_tropicalis ENSXETG00000007404
monodelphis_domestica ENSMODG00000025325
labrus_bergylta ENSLBEG00000000577
mola_mola ENSMMOG00000001711
gasterosteus_aculeatus ENSGACG00000008428
scophthalmus_maximus ENSSMAG00000020151
cynoglossus_semilaevis ENSCSEG00000004315
seriola_dumerili ENSSDUG00000005815
seriola_lalandi_dorsalis ENSSLDG00000015241
monopterus_albus ENSMALG00000011469
mastacembelus_armatus ENSMAMG00000012941
anabas_testudineus ENSATEG00000005570
xiphophorus_maculatus ENSXMAG00000013971
xiphophorus_couchianus ENSXCOG00000019787
gambusia_affinis ENSGAFG00000005907
poecilia_formosa ENSPFOG00000002465
poecilia_latipinna ENSPLAG00000015724
poecilia_mexicana ENSPMEG00000001579
poecilia_reticulata ENSPREG00000000901
fundulus_heteroclitus ENSFHEG00000015540
cyprinodon_variegatus ENSCVAG00000011871
kryptolebias_marmoratus ENSKMAG00000014598
oryzias_latipes ENSORLG00000007872
oryzias_latipes ENSORLG00020014725
oryzias_latipes_asm223469v1 ENSORLG00015020963
oryzias_melastigma ENSOMEG00000021343
amphiprion_percula ENSAPEG00000010209
amphiprion_ocellaris ENSAOCG00000023688
acanthochromis_polyacanthus ENSAPOG00000005906
stegastes_partitus ENSSPAG00000012290
stegastes_partitus ENSSPAG00000016365
astatotilapia_calliptera ENSACLG00000004049
pundamilia_nyererei ENSPNYG00000015586
maylandia_zebra ENSMZEG00005014339
haplochromis_burtoni ENSHBUG00000017314
neolamprologus_brichardi ENSNBRG00000015927
oreochromis_niloticus ENSONIG00000002990
amphilophus_citrinellus ENSACIG00000015789
takifugu_rubripes ENSTRUG00000014887
tetraodon_nigroviridis ENSTNIG00000018422
hippocampus_comes ENSHCOG00000005250
periophthalmus_magnuspinnatus ENSPMGG00000011842
gadus_morhua ENSGMOG00000006971
esox_lucius ENSELUG00000000093
pygocentrus_nattereri ENSPNAG00000006598
pygocentrus_nattereri ENSPNAG00000020477
astyanax_mexicanus ENSAMXG00000000534
danio_rerio ENSDARG00000056892
danio_rerio ENSDARG00000029761
scleropages_formosus ENSSFOG00015013869
