taeniopygia_guttata ENSTGUG00000001502
lonchura_striata ENSLSDG00000008543
serinus_canaria ENSSCAG00000013030
zonotrichia_albicollis ENSZALG00000000801
junco_hyemalis ENSJHYG00000004956
ficedula_albicollis ENSFALG00000004833
parus_major ENSPMJG00000000161
cyanistes_caeruleus ENSCCEG00000023475
manacus_vitellinus ENSMVIG00005011503
melopsittacus_undulatus ENSMUNG00000007170
calidris_pygmaea ENSCPGG00000008096
calidris_pugnax ENSCPUG00000012310
anser_brachyrhynchus ENSABRG00000012637
anas_platyrhynchos ENSAPLG00000014396
coturnix_japonica ENSCJPG00005001014
meleagris_gallopavo ENSMGAG00000002703
gallus_gallus ENSGALG00000009732
numida_meleagris ENSNMEG00000000727
apteryx_rowi ENSARWG00000008866
apteryx_owenii ENSAOWG00000006869
apteryx_haastii ENSAHAG00000007339
dromaius_novaehollandiae ENSDNVG00000002683
nothoprocta_perdicaria ENSNPEG00000006488
crocodylus_porosus ENSCPRG00005007637
gopherus_agassizii ENSGAGG00000014866
chelonoidis_abingdonii ENSCABG00000007143
chrysemys_picta ENSCPBG00000027647
pelodiscus_sinensis ENSPSIG00000006360
pogona_vitticeps ENSPVIG00000021508
anolis_carolinensis ENSACAG00000013347
notechis_scutatus ENSNSUG00000006091
salvator_merianae ENSSMRG00000015604
sphenodon_punctatus ENSSPUG00000008196
microcebus_murinus ENSMICG00000027527
propithecus_coquereli ENSPCOG00000027193
prolemur_simus ENSPSMG00000001093
otolemur_garnettii ENSOGAG00000030608
pan_troglodytes ENSPTRG00000024162
pan_paniscus ENSPPAG00000003442
homo_sapiens ENSG00000189184
gorilla_gorilla ENSGGOG00000014444
pongo_abelii ENSPPYG00000015065
nomascus_leucogenys ENSNLEG00000013976
macaca_mulatta ENSMMUG00000008362
macaca_nemestrina ENSMNEG00000044945
macaca_fascicularis ENSMFAG00000042004
papio_anubis ENSPANG00000001381
theropithecus_gelada ENSTGEG00000009927
mandrillus_leucophaeus ENSMLEG00000020718
cercocebus_atys ENSCATG00000038954
chlorocebus_sabaeus ENSCSAG00000003551
rhinopithecus_bieti ENSRBIG00000030850
rhinopithecus_roxellana ENSRROG00000040487
colobus_angolensis ENSCANG00000037633
piliocolobus_tephrosceles ENSPTEG00000038201
cebus_capucinus ENSCCAG00000023413
saimiri_boliviensis ENSSBOG00000025541
callithrix_jacchus ENSCJAG00000003221
