pan_troglodytes ENSPTRG00000052739
pan_paniscus ENSPPAG00000027250
homo_sapiens ENSG00000069424
nomascus_leucogenys ENSNLEG00000010301
papio_anubis ENSPANG00000008514
mandrillus_leucophaeus ENSMLEG00000032567
theropithecus_gelada ENSTGEG00000014878
macaca_fascicularis ENSMFAG00000035522
macaca_mulatta ENSMMUG00000016837
macaca_nemestrina ENSMNEG00000005434
cercocebus_atys ENSCATG00000037349
rhinopithecus_bieti ENSRBIG00000032665
rhinopithecus_roxellana ENSRROG00000044539
colobus_angolensis ENSCANG00000035774
saimiri_boliviensis ENSSBOG00000026250
cebus_capucinus ENSCCAG00000030976
aotus_nancymaae ENSANAG00000026756
carlito_syrichta ENSTSYG00000036767
prolemur_simus ENSPSMG00000022584
microcebus_murinus ENSMICG00000017861
tupaia_belangeri ENSTBEG00000006200
ochotona_princeps ENSOPRG00000004270
bos_indicus ENSBIXG00005016637
bos_indicus ENSBIXG00000019149
bos_mutus ENSBMUG00000000324
bos_taurus ENSBTAG00000008125
bison_bison ENSBBBG00000018996
tursiops_truncatus ENSTTRG00000010442
sus_scrofa ENSSSCG00000020749
pteropus_vampyrus ENSPVAG00000009770
erinaceus_europaeus ENSEEUG00000002714
equus_caballus ENSECAG00000011806
felis_catus ENSFCAG00000006318
panthera_pardus ENSPPRG00000023319
ailuropoda_melanoleuca ENSAMEG00000009963
procavia_capensis ENSPCAG00000000582
notamacropus_eugenii ENSMEUG00000008720
crocodylus_porosus ENSCPRG00005011911
melopsittacus_undulatus ENSMUNG00000013618
pogona_vitticeps ENSPVIG00000020045
salvator_merianae ENSSMRG00000007756
xenopus_tropicalis ENSXETG00000010868
echinops_telfairi ENSETEG00000012155
calidris_pugnax ENSCPUG00000017609
gadus_morhua ENSGMOG00000008348
equus_asinus ENSEASG00005021626
capra_hircus ENSCHIG00000022537
mustela_putorius ENSMPUG00000007154
neovison_vison ENSNVIG00000004507
ursus_americanus ENSUAMG00000024491
vulpes_vulpes ENSVVUG00000027017
canis_lupus ENSCAFG00000019524
myotis_lucifugus ENSMLUG00000017513
castor_canadensis ENSCCNG00000027910
dipodomys_ordii ENSDORG00000005922
cricetulus_griseus ENSCGRG00001003486
cricetulus_griseus ENSCGRG00000003689
cricetulus_griseus ENSCGRG00015010301
mesocricetus_auratus ENSMAUG00000011947
microtus_ochrogaster ENSMOCG00000014027
peromyscus_maniculatus ENSPEMG00000020783
mus_musculus ENSMUSG00000028931
mus_caroli MGP_CAROLIEiJ_G0026858
mus_spicilegus ENSMSIG00000014214
mus_spretus MGP_SPRETEiJ_G0027851
mus_pahari MGP_PahariEiJ_G0029206
rattus_norvegicus ENSRNOG00000011550
meriones_unguiculatus ENSMUGG00000007994
nannospalax_galili ENSNGAG00000019091
jaculus_jaculus ENSJJAG00000017395
cavia_porcellus ENSCPOG00000002893
cavia_aperea ENSCAPG00000005759
chinchilla_lanigera ENSCLAG00000011302
octodon_degus ENSODEG00000010109
heterocephalus_glaber ENSHGLG00000018215
heterocephalus_glaber ENSHGLG00100013170
fukomys_damarensis ENSFDAG00000013891
marmota_marmota ENSMMMG00000018161
spermophilus_dauricus ENSSDAG00000023640
urocitellus_parryii ENSUPAG00010010857
ictidomys_tridecemlineatus ENSSTOG00000013758
chlorocebus_sabaeus ENSCSAG00000000732
piliocolobus_tephrosceles ENSPTEG00000012692
pongo_abelii ENSPPYG00000001953
otolemur_garnettii ENSOGAG00000005697
panthera_tigris ENSPTIG00000013292
oryctolagus_cuniculus ENSOCUG00000010687
manacus_vitellinus ENSMVIG00005000406
lepidothrix_coronata ENSLCOG00000003450
parus_major ENSPMJG00000013294
serinus_canaria ENSSCAG00000001138
anas_platyrhynchos ENSAPLG00000000898
apteryx_rowi ENSARWG00000005956
apteryx_haastii ENSAHAG00000014480
apteryx_owenii ENSAOWG00000008705
gallus_gallus ENSGALG00000037241
pelodiscus_sinensis ENSPSIG00000006026
meleagris_gallopavo ENSMGAG00000001416
numida_meleagris ENSNMEG00000004845
taeniopygia_guttata ENSTGUG00000013969
chelonoidis_abingdonii ENSCABG00000018193
anolis_carolinensis ENSACAG00000002793
gambusia_affinis ENSGAFG00000012483
poecilia_formosa ENSPFOG00000013731
fundulus_heteroclitus ENSFHEG00000022773
maylandia_zebra ENSMZEG00005014009
oreochromis_niloticus ENSONIG00000014302
amphiprion_ocellaris ENSAOCG00000006676
poecilia_reticulata ENSPREG00000005906
takifugu_rubripes ENSTRUG00000021054
labrus_bergylta ENSLBEG00000024822
scleropages_formosus ENSSFOG00015007115
ursus_maritimus ENSUMAG00000024180
canis_lupus ENSCAFG00020008857
propithecus_coquereli ENSPCOG00000017845
vombatus_ursinus ENSVURG00010024312
monodelphis_domestica ENSMODG00000006380
notechis_scutatus ENSNSUG00000018687
hucho_hucho ENSHHUG00000027041
anser_brachyrhynchus ENSABRG00000005628
propithecus_coquereli ENSPCOG00000023574
loxodonta_africana ENSLAFG00000015930
gorilla_gorilla ENSGGOG00000000707
callithrix_jacchus ENSCJAG00000000086
zonotrichia_albicollis ENSZALG00000002972
ovis_aries ENSOARG00000013885
dasypus_novemcinctus ENSDNOG00000039844
callithrix_jacchus ENSCJAG00000067695
phascolarctos_cinereus ENSPCIG00000028321
sarcophilus_harrisii ENSSHAG00000018605
ornithorhynchus_anatinus ENSOANG00000008263
taeniopygia_guttata ENSTGUG00000002658
lonchura_striata ENSLSDG00000006164
cyanistes_caeruleus ENSCCEG00000004229
junco_hyemalis ENSJHYG00000012488
ficedula_albicollis ENSFALG00000009703
chrysemys_picta ENSCPBG00000019373
nothoprocta_perdicaria ENSNPEG00000005775
gopherus_agassizii ENSGAGG00000013039
sphenodon_punctatus ENSSPUG00000010407
dromaius_novaehollandiae ENSDNVG00000018026
calidris_pygmaea ENSCPGG00000012931
esox_lucius ENSELUG00000011457
hucho_hucho ENSHHUG00000051477
oryzias_melastigma ENSOMEG00000021353
oryzias_latipes ENSORLG00015015506
xiphophorus_couchianus ENSXCOG00000013519
clupea_harengus ENSCHAG00000010132
paramormyrops_kingsleyae ENSPKIG00000013974
latimeria_chalumnae ENSLACG00000009496
callorhinchus_milii ENSCMIG00000007673
betta_splendens ENSBSLG00000023254
cyprinodon_variegatus ENSCVAG00000012097
haplochromis_burtoni ENSHBUG00000015633
astatotilapia_calliptera ENSACLG00000016338
kryptolebias_marmoratus ENSKMAG00000009873
parambassis_ranga ENSPRNG00000021805
tetraodon_nigroviridis ENSTNIG00000014799
anabas_testudineus ENSATEG00000024969
mastacembelus_armatus ENSMAMG00000015088
cynoglossus_semilaevis ENSCSEG00000021655
hucho_hucho ENSHHUG00000051688
pygocentrus_nattereri ENSPNAG00000027484
astyanax_mexicanus ENSAMXG00000003828
electrophorus_electricus ENSEEEG00000013659
pygocentrus_nattereri ENSPNAG00000018125
danio_rerio ENSDARG00000062134
astyanax_mexicanus ENSAMXG00005016780
astatotilapia_calliptera ENSACLG00000004822
maylandia_zebra ENSMZEG00005027713
pundamilia_nyererei ENSPNYG00000018824
neolamprologus_brichardi ENSNBRG00000021425
amphilophus_citrinellus ENSACIG00000018462
larimichthys_crocea ENSLCRG00005021512
amphiprion_ocellaris ENSAOCG00000007278
amphiprion_percula ENSAPEG00000015030
acanthochromis_polyacanthus ENSAPOG00000009461
stegastes_partitus ENSSPAG00000015941
parambassis_ranga ENSPRNG00000011214
cottoperca_gobio ENSCGOG00000016308
mola_mola ENSMMOG00000017545
seriola_dumerili ENSSDUG00000001045
seriola_lalandi ENSSLDG00000024718
scophthalmus_maximus ENSSMAG00000003073
lates_calcarifer ENSLCAG00010008146
oryzias_latipes ENSORLG00020001811
oryzias_latipes ENSORLG00015014715
oryzias_latipes ENSORLG00000026958
oryzias_melastigma ENSOMEG00000022219
xiphophorus_maculatus ENSXMAG00000007677
xiphophorus_couchianus ENSXCOG00000011999
gambusia_affinis ENSGAFG00000013114
poecilia_formosa ENSPFOG00000016275
poecilia_mexicana ENSPMEG00000017273
poecilia_reticulata ENSPREG00000009258
poecilia_latipinna ENSPLAG00000006544
gouania_willdenowi ENSGWIG00000021290
labrus_bergylta ENSLBEG00000012255
tetraodon_nigroviridis ENSTNIG00000002486
astyanax_mexicanus ENSAMXG00000043478
ictalurus_punctatus ENSIPUG00000019536
clupea_harengus ENSCHAG00000013084
esox_lucius ENSELUG00000006605
paramormyrops_kingsleyae ENSPKIG00000011857
astyanax_mexicanus ENSAMXG00005004536
ictalurus_punctatus ENSIPUG00000003250
danio_rerio ENSDARG00000087247
oryzias_latipes ENSORLG00020019660
oryzias_latipes ENSORLG00000004327
xiphophorus_maculatus ENSXMAG00000017253
stegastes_partitus ENSSPAG00000007628
gouania_willdenowi ENSGWIG00000022410
larimichthys_crocea ENSLCRG00005021674
mola_mola ENSMMOG00000010758
gasterosteus_aculeatus ENSGACG00000001693
seriola_lalandi ENSSLDG00000004701
scophthalmus_maximus ENSSMAG00000014528
lates_calcarifer ENSLCAG00010024388
monopterus_albus ENSMALG00000007437
periophthalmus_magnuspinnatus ENSPMGG00000013456
hippocampus_comes ENSHCOG00000020126
gadus_morhua ENSGMOG00000001504
lepisosteus_oculatus ENSLOCG00000003792
pundamilia_nyererei ENSPNYG00000018518
neolamprologus_brichardi ENSNBRG00000020993
seriola_dumerili ENSSDUG00000015237
poecilia_mexicana ENSPMEG00000000040
poecilia_latipinna ENSPLAG00000009171
acanthochromis_polyacanthus ENSAPOG00000005988
acanthochromis_polyacanthus ENSAPOG00000005890
acanthochromis_polyacanthus ENSAPOG00000012227
amphiprion_percula ENSAPEG00000004655
amphilophus_citrinellus ENSACIG00000008063
cottoperca_gobio ENSCGOG00000000145
denticeps_clupeoides ENSDCDG00000032353
electrophorus_electricus ENSEEEG00000007804
denticeps_clupeoides ENSDCDG00000032873
scleropages_formosus ENSSFOG00015011638
