dromaius_novaehollandiae ENSDNVG00000010266
nothoprocta_perdicaria ENSNPEG00000003725
apteryx_rowi ENSARWG00000007417
apteryx_haastii ENSAHAG00000015977
apteryx_owenii ENSAOWG00000013333
manacus_vitellinus ENSMVIG00005001904
lepidothrix_coronata ENSLCOG00000002062
parus_major ENSPMJG00000000431
cyanistes_caeruleus ENSCCEG00000014032
zonotrichia_albicollis ENSZALG00000014247
junco_hyemalis ENSJHYG00000005196
ficedula_albicollis ENSFALG00000001225
taeniopygia_guttata ENSTGUG00000008735
lonchura_striata_domestica ENSLSDG00000014485
serinus_canaria ENSSCAG00000000609
anas_platyrhynchos_platyrhynchos ENSAPLG00000017876
anser_brachyrhynchus ENSABRG00000015835
calidris_pugnax ENSCPUG00000002534
calidris_pygmaea ENSCPGG00000000973
melopsittacus_undulatus ENSMUNG00000010422
coturnix_japonica ENSCJPG00005021555
gallus_gallus ENSGALG00000007965
meleagris_gallopavo ENSMGAG00000009361
numida_meleagris ENSNMEG00000011521
crocodylus_porosus ENSCPRG00005003313
gopherus_agassizii ENSGAGG00000022628
chelonoidis_abingdonii ENSCABG00000010734
chrysemys_picta_bellii ENSCPBG00000028120
pelodiscus_sinensis ENSPSIG00000006194
sphenodon_punctatus ENSSPUG00000018198
sphenodon_punctatus ENSSPUG00000019139
sphenodon_punctatus ENSSPUG00000000971
sphenodon_punctatus ENSSPUG00000009437
anolis_carolinensis ENSACAG00000006208
pogona_vitticeps ENSPVIG00000001222
notechis_scutatus ENSNSUG00000014128
salvator_merianae ENSSMRG00000023205
phascolarctos_cinereus ENSPCIG00000025877
phascolarctos_cinereus ENSPCIG00000017235
phascolarctos_cinereus ENSPCIG00000004735
phascolarctos_cinereus ENSPCIG00000020383
sarcophilus_harrisii ENSSHAG00000018600
monodelphis_domestica ENSMODG00000007197
loxodonta_africana ENSLAFG00000011436
dasypus_novemcinctus ENSDNOG00000045713
castor_canadensis ENSCCNG00000025185
dipodomys_ordii ENSDORG00000010475
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018252
mus_spicilegus ENSMSIG00000028349
mus_musculus ENSMUSG00000020737
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017407
mus_pahari MGP_PahariEiJ_G0018537
rattus_norvegicus ENSRNOG00000003661
meriones_unguiculatus ENSMUGG00000022604
cricetulus_griseus_crigri-picr ENSCGRG00015009646
cricetulus_griseus_chok1gshd ENSCGRG00001017995
cricetulus_griseus_crigri ENSCGRG00000008845
mesocricetus_auratus ENSMAUG00000019815
microtus_ochrogaster ENSMOCG00000012165
microtus_ochrogaster ENSMOCG00000006261
peromyscus_maniculatus_bairdii ENSPEMG00000018541
nannospalax_galili ENSNGAG00000020424
jaculus_jaculus ENSJJAG00000014345
heterocephalus_glaber_male ENSHGLG00100002868
heterocephalus_glaber_female ENSHGLG00000009406
fukomys_damarensis ENSFDAG00000001457
octodon_degus ENSODEG00000018208
octodon_degus ENSODEG00000010097
chinchilla_lanigera ENSCLAG00000004909
cavia_porcellus ENSCPOG00000037777
urocitellus_parryii ENSUPAG00010023985
ictidomys_tridecemlineatus ENSSTOG00000015171
marmota_marmota_marmota ENSMMMG00000011009
spermophilus_dauricus ENSSDAG00000005235
oryctolagus_cuniculus ENSOCUG00000002950
rhinopithecus_bieti ENSRBIG00000039775
rhinopithecus_roxellana ENSRROG00000026830
chlorocebus_sabaeus ENSCSAG00000004706
nomascus_leucogenys ENSNLEG00000031174
callithrix_jacchus ENSCJAG00000014553
pan_paniscus ENSPPAG00000027126
pan_troglodytes ENSPTRG00000052501
gorilla_gorilla ENSGGOG00000042056
rhinopithecus_roxellana ENSRROG00000044896
rhinopithecus_bieti ENSRBIG00000035710
colobus_angolensis_palliatus ENSCANG00000034863
piliocolobus_tephrosceles ENSPTEG00000038649
macaca_nemestrina ENSMNEG00000039997
macaca_mulatta ENSMMUG00000003459
macaca_fascicularis ENSMFAG00000043838
cercocebus_atys ENSCATG00000036945
propithecus_coquereli ENSPCOG00000023060
mus_spicilegus ENSMSIG00000005932
otolemur_garnettii ENSOGAG00000034289
mus_spicilegus ENSMSIG00000022606
ovis_aries ENSOARG00000011150
capra_hircus ENSCHIG00000021173
bos_mutus ENSBMUG00000008515
sus_scrofa ENSSSCG00000017213
vicugna_pacos ENSVPAG00000011847
myotis_lucifugus ENSMLUG00000015205
equus_asinus_asinus ENSEASG00005000364
equus_caballus ENSECAG00000018943
neovison_vison ENSNVIG00000010459
mustela_putorius_furo ENSMPUG00000013971
ursus_maritimus ENSUMAG00000008637
ursus_americanus ENSUAMG00000010508
canis_lupus_familiaris ENSCAFG00000004722
canis_lupus_dingo ENSCAFG00020021912
vulpes_vulpes ENSVVUG00000011193
panthera_pardus ENSPPRG00000013327
panthera_tigris_altaica ENSPTIG00000015314
felis_catus ENSFCAG00000014512
xenopus_tropicalis ENSXETG00000030899
