pygocentrus_nattereri ENSPNAG00000020589
astyanax_mexicanus ENSAMXG00000026163
ictalurus_punctatus ENSIPUG00000016053
danio_rerio ENSDARG00000099913
poecilia_formosa ENSPFOG00000019881
xiphophorus_maculatus ENSXMAG00000019885
oryzias_latipes_asm223469v1 ENSORLG00015014439
oryzias_latipes ENSORLG00000005673
mola_mola ENSMMOG00000018779
tetraodon_nigroviridis ENSTNIG00000009984
gasterosteus_aculeatus ENSGACG00000020631
seriola_lalandi_dorsalis ENSSLDG00000017209
astatotilapia_calliptera ENSACLG00000020890
astatotilapia_calliptera ENSACLG00000020994
maylandia_zebra ENSMZEG00005018928
haplochromis_burtoni ENSHBUG00000015853
maylandia_zebra ENSMZEG00005018947
oreochromis_niloticus ENSONIG00000021361
amphilophus_citrinellus ENSACIG00000003238
amphiprion_ocellaris ENSAOCG00000007701
amphiprion_percula ENSAPEG00000023725
stegastes_partitus ENSSPAG00000008207
mastacembelus_armatus ENSMAMG00000018927
anabas_testudineus ENSATEG00000021269
esox_lucius ENSELUG00000000071
gadus_morhua ENSGMOG00000002299
scleropages_formosus ENSSFOG00015003785
paramormyrops_kingsleyae ENSPKIG00000005221
lepisosteus_oculatus ENSLOCG00000018154
anser_brachyrhynchus ENSABRG00000009532
anas_platyrhynchos_platyrhynchos ENSAPLG00000015654
coturnix_japonica ENSCJPG00005019924
gallus_gallus ENSGALG00000003318
meleagris_gallopavo ENSMGAG00000003241
numida_meleagris ENSNMEG00000014667
taeniopygia_guttata ENSTGUG00000005364
taeniopygia_guttata ENSTGUG00000015471
lonchura_striata_domestica ENSLSDG00000005390
zonotrichia_albicollis ENSZALG00000014738
junco_hyemalis ENSJHYG00000011517
parus_major ENSPMJG00000003168
cyanistes_caeruleus ENSCCEG00000023520
ficedula_albicollis ENSFALG00000014650
lepidothrix_coronata ENSLCOG00000010426
manacus_vitellinus ENSMVIG00005002601
melopsittacus_undulatus ENSMUNG00000015516
calidris_pugnax ENSCPUG00000007633
calidris_pygmaea ENSCPGG00000002489
apteryx_owenii ENSAOWG00000015532
apteryx_rowi ENSARWG00000003091
apteryx_haastii ENSAHAG00000010872
dromaius_novaehollandiae ENSDNVG00000015850
crocodylus_porosus ENSCPRG00005017729
nothoprocta_perdicaria ENSNPEG00000012043
chrysemys_picta_bellii ENSCPBG00000025965
chelonoidis_abingdonii ENSCABG00000007688
pelodiscus_sinensis ENSPSIG00000000450
anolis_carolinensis ENSACAG00000015421
notechis_scutatus ENSNSUG00000011792
salvator_merianae ENSSMRG00000018532
pogona_vitticeps ENSPVIG00000015477
sphenodon_punctatus ENSSPUG00000012768
sarcophilus_harrisii ENSSHAG00000015558
sarcophilus_harrisii ENSSHAG00000001216
phascolarctos_cinereus ENSPCIG00000010978
monodelphis_domestica ENSMODG00000012481
pan_troglodytes ENSPTRG00000023573
pan_paniscus ENSPPAG00000000480
gorilla_gorilla ENSGGOG00000015936
homo_sapiens ENSG00000184209
pongo_abelii ENSPPYG00000005088
nomascus_leucogenys ENSNLEG00000029859
piliocolobus_tephrosceles ENSPTEG00000005778
colobus_angolensis_palliatus ENSCANG00000025364
rhinopithecus_bieti ENSRBIG00000043111
rhinopithecus_roxellana ENSRROG00000032878
macaca_nemestrina ENSMNEG00000018139
macaca_mulatta ENSMMUG00000008411
macaca_fascicularis ENSMFAG00000008986
chlorocebus_sabaeus ENSCSAG00000018950
papio_anubis ENSPANG00000019739
cercocebus_atys ENSCATG00000021946
mandrillus_leucophaeus ENSMLEG00000040998
cebus_capucinus ENSCCAG00000001685
callithrix_jacchus ENSCJAG00000007131
saimiri_boliviensis_boliviensis ENSSBOG00000012231
aotus_nancymaae ENSANAG00000025109
carlito_syrichta ENSTSYG00000034104
microcebus_murinus ENSMICG00000026512
prolemur_simus ENSPSMG00000019884
propithecus_coquereli ENSPCOG00000009946
otolemur_garnettii ENSOGAG00000011301
tupaia_belangeri ENSTBEG00000002309
pteropus_vampyrus ENSPVAG00000015317
myotis_lucifugus ENSMLUG00000025311
ursus_americanus ENSUAMG00000012611
ursus_maritimus ENSUMAG00000003914
ailuropoda_melanoleuca ENSAMEG00000019650
neovison_vison ENSNVIG00000021216
mustela_putorius_furo ENSMPUG00000019392
canis_lupus_familiaris ENSCAFG00000007484
canis_lupus_dingo ENSCAFG00020015272
vulpes_vulpes ENSVVUG00000027761
vulpes_vulpes ENSVVUG00000007686
canis_lupus_dingo ENSCAFG00020006445
panthera_tigris_altaica ENSPTIG00000015832
panthera_pardus ENSPPRG00000013139
felis_catus ENSFCAG00000001159
equus_asinus_asinus ENSEASG00005012617
equus_caballus ENSECAG00000006080
bos_taurus ENSBTAG00000008060
bos_mutus ENSBMUG00000013550
bison_bison_bison ENSBBBG00000018656
ovis_aries ENSOARG00000004583
capra_hircus ENSCHIG00000006364
sus_scrofa ENSSSCG00000022212
erinaceus_europaeus ENSEEUG00000011544
choloepus_hoffmanni ENSCHOG00000006263
dasypus_novemcinctus ENSDNOG00000038603
loxodonta_africana ENSLAFG00000022302
procavia_capensis ENSPCAG00000011478
