erinaceus_europaeus ENSEEUG00000009866
sorex_araneus ENSSARG00000011223
myotis_lucifugus ENSMLUG00000026967
pteropus_vampyrus ENSPVAG00000005155
myotis_lucifugus ENSMLUG00000005394
equus_asinus_asinus ENSEASG00005017972
equus_caballus ENSECAG00000018398
ursus_maritimus ENSUMAG00000020435
ursus_americanus ENSUAMG00000014308
ailuropoda_melanoleuca ENSAMEG00000014975
mustela_putorius_furo ENSMPUG00000010837
neovison_vison ENSNVIG00000021378
canis_lupus_dingo ENSCAFG00020022153
canis_lupus_familiaris ENSCAFG00000013652
vulpes_vulpes ENSVVUG00000011621
panthera_pardus ENSPPRG00000004978
panthera_tigris_altaica ENSPTIG00000020194
felis_catus ENSFCAG00000002880
ovis_aries ENSOARG00000003808
capra_hircus ENSCHIG00000021739
bos_mutus ENSBMUG00000002635
bos_taurus ENSBTAG00000007518
bison_bison_bison ENSBBBG00000018262
tursiops_truncatus ENSTTRG00000003400
sus_scrofa ENSSSCG00000004681
vicugna_pacos ENSVPAG00000006312
ochotona_princeps ENSOPRG00000010621
ochotona_princeps ENSOPRG00000002107
choloepus_hoffmanni ENSCHOG00000008272
dasypus_novemcinctus ENSDNOG00000011843
loxodonta_africana ENSLAFG00000005906
procavia_capensis ENSPCAG00000015882
pan_troglodytes ENSPTRG00000007022
pan_paniscus ENSPPAG00000041111
homo_sapiens ENSG00000185880
gorilla_gorilla ENSGGOG00000026083
pongo_abelii ENSPPYG00000006434
nomascus_leucogenys ENSNLEG00000005707
cercocebus_atys ENSCATG00000017577
papio_anubis ENSPANG00000017923
theropithecus_gelada ENSTGEG00000008896
mandrillus_leucophaeus ENSMLEG00000036970
macaca_fascicularis ENSMFAG00000033970
macaca_mulatta ENSMMUG00000020899
macaca_nemestrina ENSMNEG00000026673
chlorocebus_sabaeus ENSCSAG00000009629
piliocolobus_tephrosceles ENSPTEG00000008080
colobus_angolensis_palliatus ENSCANG00000017723
rhinopithecus_roxellana ENSRROG00000036701
rhinopithecus_bieti ENSRBIG00000036457
cebus_capucinus ENSCCAG00000022680
saimiri_boliviensis_boliviensis ENSSBOG00000025491
callithrix_jacchus ENSCJAG00000002369
aotus_nancymaae ENSANAG00000035697
carlito_syrichta ENSTSYG00000010447
propithecus_coquereli ENSPCOG00000023254
microcebus_murinus ENSMICG00000007667
prolemur_simus ENSPSMG00000019643
otolemur_garnettii ENSOGAG00000006505
cricetulus_griseus_crigri-picr ENSCGRG00015018889
cricetulus_griseus_chok1gshd ENSCGRG00001016620
cricetulus_griseus_crigri ENSCGRG00000012016
mesocricetus_auratus ENSMAUG00000000229
microtus_ochrogaster ENSMOCG00000008858
peromyscus_maniculatus_bairdii ENSPEMG00000013977
mus_spicilegus ENSMSIG00000019608
mus_musculus ENSMUSG00000033368
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025124
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024207
mus_pahari MGP_PahariEiJ_G0025650
rattus_norvegicus ENSRNOG00000017157
meriones_unguiculatus ENSMUGG00000006962
nannospalax_galili ENSNGAG00000017042
jaculus_jaculus ENSJJAG00000022679
castor_canadensis ENSCCNG00000017909
dipodomys_ordii ENSDORG00000029129
urocitellus_parryii ENSUPAG00010009970
ictidomys_tridecemlineatus ENSSTOG00000002274
spermophilus_dauricus ENSSDAG00000014735
marmota_marmota_marmota ENSMMMG00000017914
heterocephalus_glaber_male ENSHGLG00100005048
heterocephalus_glaber_female ENSHGLG00000014391
fukomys_damarensis ENSFDAG00000011857
octodon_degus ENSODEG00000010623
chinchilla_lanigera ENSCLAG00000013033
cavia_aperea ENSCAPG00000012430
cavia_porcellus ENSCPOG00000025547
oryctolagus_cuniculus ENSOCUG00000008683
tupaia_belangeri ENSTBEG00000005033
echinops_telfairi ENSETEG00000005075
echinops_telfairi ENSETEG00000005258
phascolarctos_cinereus ENSPCIG00000018252
notamacropus_eugenii ENSMEUG00000010543
sarcophilus_harrisii ENSSHAG00000017021
monodelphis_domestica ENSMODG00000017686
ornithorhynchus_anatinus ENSOANG00000014988
apteryx_haastii ENSAHAG00000013508
apteryx_owenii ENSAOWG00000002216
apteryx_rowi ENSARWG00000013794
dromaius_novaehollandiae ENSDNVG00000017587
nothoprocta_perdicaria ENSNPEG00000006525
crocodylus_porosus ENSCPRG00005005457
gopherus_agassizii ENSGAGG00000002229
chelonoidis_abingdonii ENSCABG00000021548
chrysemys_picta_bellii ENSCPBG00000006168
chrysemys_picta_bellii ENSCPBG00000004662
chrysemys_picta_bellii ENSCPBG00000004561
pelodiscus_sinensis ENSPSIG00000017564
pogona_vitticeps ENSPVIG00000006419
anolis_carolinensis ENSACAG00000006744
notechis_scutatus ENSNSUG00000019503
salvator_merianae ENSSMRG00000001219
chelonoidis_abingdonii ENSCABG00000021763
chrysemys_picta_bellii ENSCPBG00000010775
pelodiscus_sinensis ENSPSIG00000006228
pogona_vitticeps ENSPVIG00000004787
xenopus_tropicalis ENSXETG00000016266
xenopus_tropicalis ENSXETG00000018877
xenopus_tropicalis ENSXETG00000007044
