poecilia_formosa ENSPFOG00000003278
gouania_willdenowi ENSGWIG00000019124
stegastes_partitus ENSSPAG00000002916
takifugu_rubripes ENSTRUG00000007185
lonchura_striata ENSLSDG00000001366
apteryx_rowi ENSARWG00000009395
calidris_pugnax ENSCPUG00000018163
gallus_gallus ENSGALG00000052434
nothoprocta_perdicaria ENSNPEG00000002640
astyanax_mexicanus ENSAMXG00000040953
numida_meleagris ENSNMEG00000006455
gallus_gallus ENSGALG00000053220
xenopus_tropicalis ENSXETG00000010036
amphiprion_percula ENSAPEG00000008979
erpetoichthys_calabaricus ENSECRG00000008264
eptatretus_burgeri ENSEBUG00000015158
caenorhabditis_elegans WBGene00000708
monopterus_albus ENSMALG00000014309
hucho_hucho ENSHHUG00000047608
hucho_hucho ENSHHUG00000049678
oryzias_latipes ENSORLG00000026346
oryzias_latipes ENSORLG00020020639
oryzias_latipes ENSORLG00015013731
oryzias_melastigma ENSOMEG00000005483
canis_lupus ENSCAFG00000012403
bison_bison ENSBBBG00000002621
pteropus_vampyrus ENSPVAG00000006642
macaca_fascicularis ENSMFAG00000036163
macaca_nemestrina ENSMNEG00000043116
mandrillus_leucophaeus ENSMLEG00000034673
papio_anubis ENSPANG00000015975
chlorocebus_sabaeus ENSCSAG00000015684
pan_troglodytes ENSPTRG00000014891
pan_paniscus ENSPPAG00000030920
homo_sapiens ENSG00000114270
gorilla_gorilla ENSGGOG00000007118
nomascus_leucogenys ENSNLEG00000006514
cercocebus_atys ENSCATG00000042701
rhinopithecus_bieti ENSRBIG00000037632
aotus_nancymaae ENSANAG00000037898
colobus_angolensis ENSCANG00000011415
carlito_syrichta ENSTSYG00000004490
propithecus_coquereli ENSPCOG00000028408
cricetulus_griseus ENSCGRG00000015211
cricetulus_griseus ENSCGRG00001019724
microtus_ochrogaster ENSMOCG00000003616
ochotona_princeps ENSOPRG00000011310
loxodonta_africana ENSLAFG00000009559
neovison_vison ENSNVIG00000023302
fukomys_damarensis ENSFDAG00000000979
notamacropus_eugenii ENSMEUG00000013664
pelodiscus_sinensis ENSPSIG00000013422
echinops_telfairi ENSETEG00000010132
eptatretus_burgeri ENSEBUG00000004041
petromyzon_marinus ENSPMAG00000004965
gadus_morhua ENSGMOG00000016724
hucho_hucho ENSHHUG00000049745
hucho_hucho ENSHHUG00000013221
paramormyrops_kingsleyae ENSPKIG00000023589
anolis_carolinensis ENSACAG00000016845
ficedula_albicollis ENSFALG00000007671
ornithorhynchus_anatinus ENSOANG00000019827
pelodiscus_sinensis ENSPSIG00000013734
chrysemys_picta ENSCPBG00000025943
parus_major ENSPMJG00000014110
serinus_canaria ENSSCAG00000016404
zonotrichia_albicollis ENSZALG00000015348
junco_hyemalis ENSJHYG00000009932
lonchura_striata ENSLSDG00000017361
taeniopygia_guttata ENSTGUG00000004030
ficedula_albicollis ENSFALG00000013182
manacus_vitellinus ENSMVIG00005004299
melopsittacus_undulatus ENSMUNG00000010307
meleagris_gallopavo ENSMGAG00000004506
gallus_gallus ENSGALG00000004286
dromaius_novaehollandiae ENSDNVG00000015150
anas_platyrhynchos ENSAPLG00000012044
procavia_capensis ENSPCAG00000000526
loxodonta_africana ENSLAFG00000015605
echinops_telfairi ENSETEG00000002565
pan_troglodytes ENSPTRG00000002579
pan_paniscus ENSPPAG00000043840
gorilla_gorilla ENSGGOG00000005032
homo_sapiens ENSG00000197467
pongo_abelii ENSPPYG00000002378
nomascus_leucogenys ENSNLEG00000011295
macaca_nemestrina ENSMNEG00000042505
macaca_mulatta ENSMMUG00000005716
mandrillus_leucophaeus ENSMLEG00000041796
cercocebus_atys ENSCATG00000042286
papio_anubis ENSPANG00000022178
theropithecus_gelada ENSTGEG00000029123
chlorocebus_sabaeus ENSCSAG00000008138
rhinopithecus_roxellana ENSRROG00000018038
rhinopithecus_bieti ENSRBIG00000044467
piliocolobus_tephrosceles ENSPTEG00000031975
colobus_angolensis ENSCANG00000029062
cebus_capucinus ENSCCAG00000035276
saimiri_boliviensis ENSSBOG00000033267
callithrix_jacchus ENSCJAG00000016435
carlito_syrichta ENSTSYG00000007433
propithecus_coquereli ENSPCOG00000018840
microcebus_murinus ENSMICG00000007401
prolemur_simus ENSPSMG00000008300
otolemur_garnettii ENSOGAG00000004498
chinchilla_lanigera ENSCLAG00000013255
octodon_degus ENSODEG00000013027
cavia_porcellus ENSCPOG00000002575
cavia_aperea ENSCAPG00000015836
heterocephalus_glaber ENSHGLG00000014097
fukomys_damarensis ENSFDAG00000019475
urocitellus_parryii ENSUPAG00010009002
spermophilus_dauricus ENSSDAG00000013821
ictidomys_tridecemlineatus ENSSTOG00000012691
castor_canadensis ENSCCNG00000030843
dipodomys_ordii ENSDORG00000007218
mus_spretus MGP_SPRETEiJ_G0016187
mus_spicilegus ENSMSIG00000030555
mus_musculus ENSMUSG00000058806
mus_caroli MGP_CAROLIEiJ_G0015376
mus_pahari MGP_PahariEiJ_G0030792
rattus_norvegicus ENSRNOG00000000552
meriones_unguiculatus ENSMUGG00000003333
cricetulus_griseus ENSCGRG00000016826
cricetulus_griseus ENSCGRG00001022499
cricetulus_griseus ENSCGRG00015005876
mesocricetus_auratus ENSMAUG00000007217
microtus_ochrogaster ENSMOCG00000014440
peromyscus_maniculatus ENSPEMG00000004697
nannospalax_galili ENSNGAG00000002279
jaculus_jaculus ENSJJAG00000011939
ochotona_princeps ENSOPRG00000016435
oryctolagus_cuniculus ENSOCUG00000011655
pteropus_vampyrus ENSPVAG00000005019
myotis_lucifugus ENSMLUG00000002593
neovison_vison ENSNVIG00000011117
mustela_putorius ENSMPUG00000004367
ailuropoda_melanoleuca ENSAMEG00000017892
canis_lupus ENSCAFG00000013983
canis_lupus ENSCAFG00020025917
panthera_pardus ENSPPRG00000023812
felis_catus ENSFCAG00000041886
equus_caballus ENSECAG00000018359
ovis_aries ENSOARG00000005711
capra_hircus ENSCHIG00000000253
bos_indicus ENSBIXG00005002845
bos_indicus ENSBIXG00000010954
bos_taurus ENSBTAG00000011741
bos_mutus ENSBMUG00000015879
bison_bison ENSBBBG00000022816
tursiops_truncatus ENSTTRG00000014644
sus_scrofa ENSSSCG00000010256
dasypus_novemcinctus ENSDNOG00000013984
ornithorhynchus_anatinus ENSOANG00000028871
sarcophilus_harrisii ENSSHAG00000004917
vombatus_ursinus ENSVURG00010014283
monodelphis_domestica ENSMODG00000012220
anolis_carolinensis ENSACAG00000017768
xenopus_tropicalis ENSXETG00000004560
acanthochromis_polyacanthus ENSAPOG00000022039
