anser_brachyrhynchus ENSABRG00000018545
anas_platyrhynchos_platyrhynchos ENSAPLG00000026408
gallus_gallus ENSGALG00000026850
meleagris_gallopavo ENSMGAG00000015754
numida_meleagris ENSNMEG00000005069
serinus_canaria ENSSCAG00000007258
taeniopygia_guttata ENSTGUG00000000795
junco_hyemalis ENSJHYG00000007604
zonotrichia_albicollis ENSZALG00000015015
cyanistes_caeruleus ENSCCEG00000004235
lepidothrix_coronata ENSLCOG00000006796
melopsittacus_undulatus ENSMUNG00000013643
calidris_pugnax ENSCPUG00000015279
calidris_pugnax ENSCPUG00000015280
calidris_pygmaea ENSCPGG00000004916
apteryx_haastii ENSAHAG00000011719
apteryx_owenii ENSAOWG00000012152
apteryx_rowi ENSARWG00000018634
dromaius_novaehollandiae ENSDNVG00000000199
nothoprocta_perdicaria ENSNPEG00000010396
crocodylus_porosus ENSCPRG00005008467
gopherus_agassizii ENSGAGG00000000922
chelonoidis_abingdonii ENSCABG00000002266
chrysemys_picta_bellii ENSCPBG00000011024
pogona_vitticeps ENSPVIG00000023359
anolis_carolinensis ENSACAG00000008683
salvator_merianae ENSSMRG00000013834
phascolarctos_cinereus ENSPCIG00000012428
sarcophilus_harrisii ENSSHAG00000008535
monodelphis_domestica ENSMODG00000001063
propithecus_coquereli ENSPCOG00000025487
prolemur_simus ENSPSMG00000018477
microcebus_murinus ENSMICG00000033254
otolemur_garnettii ENSOGAG00000024483
pan_paniscus ENSPPAG00000011961
pan_troglodytes ENSPTRG00000010322
gorilla_gorilla ENSGGOG00000006675
homo_sapiens ENSG00000127666
pongo_abelii ENSPPYG00000009418
nomascus_leucogenys ENSNLEG00000013388
macaca_nemestrina ENSMNEG00000038179
macaca_fascicularis ENSMFAG00000036705
mandrillus_leucophaeus ENSMLEG00000038663
cercocebus_atys ENSCATG00000038098
papio_anubis ENSPANG00000009133
macaca_mulatta ENSMMUG00000014163
theropithecus_gelada ENSTGEG00000016958
chlorocebus_sabaeus ENSCSAG00000018819
rhinopithecus_roxellana ENSRROG00000036433
rhinopithecus_bieti ENSRBIG00000036282
colobus_angolensis_palliatus ENSCANG00000037464
piliocolobus_tephrosceles ENSPTEG00000031565
cebus_capucinus ENSCCAG00000031631
saimiri_boliviensis_boliviensis ENSSBOG00000033757
aotus_nancymaae ENSANAG00000022963
cricetulus_griseus_chok1gshd ENSCGRG00001005336
cricetulus_griseus_crigri ENSCGRG00000019897
cricetulus_griseus_crigri-picr ENSCGRG00015003257
mesocricetus_auratus ENSMAUG00000018369
peromyscus_maniculatus_bairdii ENSPEMG00000026452
microtus_ochrogaster ENSMOCG00000001352
mus_musculus ENSMUSG00000047123
mus_spicilegus ENSMSIG00000011992
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022683
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021772
mus_pahari MGP_PahariEiJ_G0020761
nannospalax_galili ENSNGAG00000014467
jaculus_jaculus ENSJJAG00000021374
castor_canadensis ENSCCNG00000030329
chinchilla_lanigera ENSCLAG00000017975
octodon_degus ENSODEG00000014706
cavia_porcellus ENSCPOG00000006486
heterocephalus_glaber_female ENSHGLG00000021077
heterocephalus_glaber_male ENSHGLG00100002898
urocitellus_parryii ENSUPAG00010010031
pteropus_vampyrus ENSPVAG00000002971
myotis_lucifugus ENSMLUG00000001215
equus_asinus_asinus ENSEASG00005022540
equus_caballus ENSECAG00000004791
capra_hircus ENSCHIG00000021314
ovis_aries ENSOARG00000008707
bison_bison_bison ENSBBBG00000022067
bos_mutus ENSBMUG00000010302
sus_scrofa ENSSSCG00000024771
ursus_americanus ENSUAMG00000014718
ursus_maritimus ENSUMAG00000008773
ailuropoda_melanoleuca ENSAMEG00000003429
mustela_putorius_furo ENSMPUG00000005255
neovison_vison ENSNVIG00000008283
canis_lupus_familiaris ENSCAFG00000018946
canis_lupus_dingo ENSCAFG00020018827
vulpes_vulpes ENSVVUG00000009038
panthera_pardus ENSPPRG00000001639
felis_catus ENSFCAG00000042286
sorex_araneus ENSSARG00000010407
loxodonta_africana ENSLAFG00000028879
procavia_capensis ENSPCAG00000000748
echinops_telfairi ENSETEG00000011178
dasypus_novemcinctus ENSDNOG00000038829
ochotona_princeps ENSOPRG00000002806
ornithorhynchus_anatinus ENSOANG00000014955
