salvator_merianae ENSSMRG00000012951
notechis_scutatus ENSNSUG00000012467
sphenodon_punctatus ENSSPUG00000009522
notechis_scutatus ENSNSUG00000003154
chelonoidis_abingdonii ENSCABG00000003458
gopherus_agassizii ENSGAGG00000014745
gopherus_agassizii ENSGAGG00000014737
chrysemys_picta ENSCPBG00000005044
crocodylus_porosus ENSCPRG00005013075
sphenodon_punctatus ENSSPUG00000009549
marmota_marmota ENSMMMG00000005759
ictidomys_tridecemlineatus ENSSTOG00000015762
urocitellus_parryii ENSUPAG00010008922
mus_musculus ENSMUSG00000029798
mus_spretus MGP_SPRETEiJ_G0029438
mus_caroli MGP_CAROLIEiJ_G0028444
mus_spicilegus ENSMSIG00000017101
mus_pahari MGP_PahariEiJ_G0022182
rattus_norvegicus ENSRNOG00000023969
meriones_unguiculatus ENSMUGG00000016977
peromyscus_maniculatus ENSPEMG00000008497
microtus_ochrogaster ENSMOCG00000013584
cricetulus_griseus ENSCGRG00001022959
cricetulus_griseus ENSCGRG00015024484
cricetulus_griseus ENSCGRG00000012541
mesocricetus_auratus ENSMAUG00000014847
castor_canadensis ENSCCNG00000015496
dipodomys_ordii ENSDORG00000012896
oryctolagus_cuniculus ENSOCUG00000029688
ochotona_princeps ENSOPRG00000012531
propithecus_coquereli ENSPCOG00000016223
otolemur_garnettii ENSOGAG00000017223
pan_troglodytes ENSPTRG00000016272
pan_paniscus ENSPPAG00000013440
gorilla_gorilla ENSGGOG00000010928
homo_sapiens ENSG00000138642
pongo_abelii ENSPPYG00000014924
nomascus_leucogenys ENSNLEG00000009683
cercocebus_atys ENSCATG00000045034
mandrillus_leucophaeus ENSMLEG00000038794
papio_anubis ENSPANG00000021686
theropithecus_gelada ENSTGEG00000005479
macaca_mulatta ENSMMUG00000010314
macaca_fascicularis ENSMFAG00000040004
macaca_nemestrina ENSMNEG00000043508
chlorocebus_sabaeus ENSCSAG00000004295
piliocolobus_tephrosceles ENSPTEG00000021136
colobus_angolensis ENSCANG00000037103
saimiri_boliviensis ENSSBOG00000031841
cebus_capucinus ENSCCAG00000035110
callithrix_jacchus ENSCJAG00000006441
aotus_nancymaae ENSANAG00000028341
carlito_syrichta ENSTSYG00000012990
tupaia_belangeri ENSTBEG00000009918
vicugna_pacos ENSVPAG00000002770
sus_scrofa ENSSSCG00000021712
ovis_aries ENSOARG00000017796
ovis_aries ENSOARG00000001138
capra_hircus ENSCHIG00000022954
bos_indicus ENSBIXG00000026467
bos_indicus ENSBIXG00005006022
bos_taurus ENSBTAG00000020536
bos_mutus ENSBMUG00000020681
bison_bison ENSBBBG00000010791
tursiops_truncatus ENSTTRG00000003856
ursus_maritimus ENSUMAG00000004347
ursus_americanus ENSUAMG00000022760
ailuropoda_melanoleuca ENSAMEG00000003054
mustela_putorius ENSMPUG00000002187
neovison_vison ENSNVIG00000022007
canis_lupus ENSCAFG00000009781
canis_lupus ENSCAFG00020007136
vulpes_vulpes ENSVVUG00000008207
panthera_pardus ENSPPRG00000014051
panthera_tigris ENSPTIG00000005611
felis_catus ENSFCAG00000008727
myotis_lucifugus ENSMLUG00000012209
myotis_lucifugus ENSMLUG00000024689
pteropus_vampyrus ENSPVAG00000003568
equus_caballus ENSECAG00000019411
equus_asinus ENSEASG00005012691
erinaceus_europaeus ENSEEUG00000010588
sorex_araneus ENSSARG00000003897
choloepus_hoffmanni ENSCHOG00000007615
dasypus_novemcinctus ENSDNOG00000005826
loxodonta_africana ENSLAFG00000002305
procavia_capensis ENSPCAG00000007881
echinops_telfairi ENSETEG00000006526
vombatus_ursinus ENSVURG00010021233
phascolarctos_cinereus ENSPCIG00000013742
notamacropus_eugenii ENSMEUG00000015092
notamacropus_eugenii ENSMEUG00000004743
sarcophilus_harrisii ENSSHAG00000004501
monodelphis_domestica ENSMODG00000019236
latimeria_chalumnae ENSLACG00000003666
