seriola_lalandi_dorsalis ENSSLDG00000010627
scophthalmus_maximus ENSSMAG00000015287
astatotilapia_calliptera ENSACLG00000024980
pundamilia_nyererei ENSPNYG00000019188
haplochromis_burtoni ENSHBUG00000015716
maylandia_zebra ENSMZEG00005017379
acanthochromis_polyacanthus ENSAPOG00000019278
amphiprion_percula ENSAPEG00000015192
amphiprion_percula ENSAPEG00000022264
amphiprion_percula ENSAPEG00000006313
amphiprion_ocellaris ENSAOCG00000006025
acanthochromis_polyacanthus ENSAPOG00000023460
fundulus_heteroclitus ENSFHEG00000015808
