latimeria_chalumnae ENSLACG00000016370
xenopus_tropicalis ENSXETG00000017813
paramormyrops_kingsleyae ENSPKIG00000003620
paramormyrops_kingsleyae ENSPKIG00000003633
scleropages_formosus ENSSFOG00015005285
monopterus_albus ENSMALG00000015150
mastacembelus_armatus ENSMAMG00000004327
scophthalmus_maximus ENSSMAG00000011725
seriola_lalandi_dorsalis ENSSLDG00000007556
seriola_dumerili ENSSDUG00000021293
anabas_testudineus ENSATEG00000014681
amphiprion_percula ENSAPEG00000023008
amphiprion_ocellaris ENSAOCG00000001406
acanthochromis_polyacanthus ENSAPOG00000014548
stegastes_partitus ENSSPAG00000004608
xiphophorus_maculatus ENSXMAG00000001676
xiphophorus_couchianus ENSXCOG00000001860
gambusia_affinis ENSGAFG00000011983
poecilia_formosa ENSPFOG00000015507
poecilia_mexicana ENSPMEG00000017198
poecilia_latipinna ENSPLAG00000022401
poecilia_reticulata ENSPREG00000021061
fundulus_heteroclitus ENSFHEG00000005035
cyprinodon_variegatus ENSCVAG00000015331
kryptolebias_marmoratus ENSKMAG00000021828
oryzias_latipes_asm223469v1 ENSORLG00015015614
oryzias_latipes ENSORLG00000004439
oryzias_latipes ENSORLG00020017420
oryzias_melastigma ENSOMEG00000015601
maylandia_zebra ENSMZEG00005004702
astatotilapia_calliptera ENSACLG00000022733
pundamilia_nyererei ENSPNYG00000001437
haplochromis_burtoni ENSHBUG00000003645
neolamprologus_brichardi ENSNBRG00000018952
amphilophus_citrinellus ENSACIG00000000129
takifugu_rubripes ENSTRUG00000020149
takifugu_rubripes ENSTRUG00000000003
tetraodon_nigroviridis ENSTNIG00000009467
mola_mola ENSMMOG00000018168
labrus_bergylta ENSLBEG00000000722
cynoglossus_semilaevis ENSCSEG00000000647
periophthalmus_magnuspinnatus ENSPMGG00000008358
hippocampus_comes ENSHCOG00000002112
gadus_morhua ENSGMOG00000008683
esox_lucius ENSELUG00000003168
pygocentrus_nattereri ENSPNAG00000003032
astyanax_mexicanus ENSAMXG00000012386
ictalurus_punctatus ENSIPUG00000004804
danio_rerio ENSDARG00000090904
lepisosteus_oculatus ENSLOCG00000004597
taeniopygia_guttata ENSTGUG00000012583
lonchura_striata_domestica ENSLSDG00000002820
serinus_canaria ENSSCAG00000015791
junco_hyemalis ENSJHYG00000010317
zonotrichia_albicollis ENSZALG00000010144
ficedula_albicollis ENSFALG00000000776
parus_major ENSPMJG00000013206
cyanistes_caeruleus ENSCCEG00000000645
manacus_vitellinus ENSMVIG00005011653
melopsittacus_undulatus ENSMUNG00000005216
calidris_pugnax ENSCPUG00000016370
calidris_pygmaea ENSCPGG00000017898
anser_brachyrhynchus ENSABRG00000016373
