scleropages_formosus ENSSFOG00015013366
paramormyrops_kingsleyae ENSPKIG00000019707
clupea_harengus ENSCHAG00000001274
denticeps_clupeoides ENSDCDG00000015746
astyanax_mexicanus ENSAMXG00005007937
astyanax_mexicanus ENSAMXG00000009257
pygocentrus_nattereri ENSPNAG00000027388
electrophorus_electricus ENSEEEG00000020118
ictalurus_punctatus ENSIPUG00000016212
danio_rerio ENSDARG00000104733
xiphophorus_couchianus ENSXCOG00000002844
xiphophorus_maculatus ENSXMAG00000026738
gambusia_affinis ENSGAFG00000010746
poecilia_formosa ENSPFOG00000019838
poecilia_latipinna ENSPLAG00000016741
poecilia_mexicana ENSPMEG00000016874
poecilia_reticulata ENSPREG00000014990
fundulus_heteroclitus ENSFHEG00000003854
cyprinodon_variegatus ENSCVAG00000017012
kryptolebias_marmoratus ENSKMAG00000017001
oryzias_latipes ENSORLG00020019426
oryzias_latipes ENSORLG00015007460
oryzias_latipes ENSORLG00000007173
oryzias_melastigma ENSOMEG00000004042
gouania_willdenowi ENSGWIG00000002631
cynoglossus_semilaevis ENSCSEG00000018468
amphiprion_ocellaris ENSAOCG00000013431
amphiprion_percula ENSAPEG00000014905
acanthochromis_polyacanthus ENSAPOG00000015932
stegastes_partitus ENSSPAG00000009117
parambassis_ranga ENSPRNG00000006497
astatotilapia_calliptera ENSACLG00000012074
maylandia_zebra ENSMZEG00005018877
haplochromis_burtoni ENSHBUG00000022977
pundamilia_nyererei ENSPNYG00000009707
neolamprologus_brichardi ENSNBRG00000006617
oreochromis_niloticus ENSONIG00000002878
amphilophus_citrinellus ENSACIG00000019527
tetraodon_nigroviridis ENSTNIG00000009023
takifugu_rubripes ENSTRUG00000025074
mola_mola ENSMMOG00000000071
labrus_bergylta ENSLBEG00000017614
labrus_bergylta ENSLBEG00000003697
cottoperca_gobio ENSCGOG00000005305
gasterosteus_aculeatus ENSGACG00000016728
seriola_dumerili ENSSDUG00000004940
seriola_lalandi ENSSLDG00000009715
scophthalmus_maximus ENSSMAG00000003693
lates_calcarifer ENSLCAG00010007852
mastacembelus_armatus ENSMAMG00000013100
monopterus_albus ENSMALG00000021948
anabas_testudineus ENSATEG00000018127
betta_splendens ENSBSLG00000015207
hippocampus_comes ENSHCOG00000003729
periophthalmus_magnuspinnatus ENSPMGG00000008852
gadus_morhua ENSGMOG00000011372
hucho_hucho ENSHHUG00000002095
hucho_hucho ENSHHUG00000032889
esox_lucius ENSELUG00000012896
lepisosteus_oculatus ENSLOCG00000000864
erpetoichthys_calabaricus ENSECRG00000017490
xenopus_tropicalis ENSXETG00000011369
latimeria_chalumnae ENSLACG00000000434
callorhinchus_milii ENSCMIG00000015632
chelonoidis_abingdonii ENSCABG00000002191
gopherus_agassizii ENSGAGG00000022870
chrysemys_picta ENSCPBG00000025188
pelodiscus_sinensis ENSPSIG00000015437
crocodylus_porosus ENSCPRG00005000394
pogona_vitticeps ENSPVIG00000001835
anolis_carolinensis ENSACAG00000007364
notechis_scutatus ENSNSUG00000017602
salvator_merianae ENSSMRG00000010486
sphenodon_punctatus ENSSPUG00000015526
lonchura_striata ENSLSDG00000000867
taeniopygia_guttata ENSTGUG00000003696
serinus_canaria ENSSCAG00000006390
cyanistes_caeruleus ENSCCEG00000004167
parus_major ENSPMJG00000009531
junco_hyemalis ENSJHYG00000011748
zonotrichia_albicollis ENSZALG00000001510
ficedula_albicollis ENSFALG00000001363
manacus_vitellinus ENSMVIG00005003923
lepidothrix_coronata ENSLCOG00000006876
calidris_pugnax ENSCPUG00000011159
calidris_pygmaea ENSCPGG00000005926
melopsittacus_undulatus ENSMUNG00000001051
anser_brachyrhynchus ENSABRG00000001045
anas_platyrhynchos ENSAPLG00000022910
gallus_gallus ENSGALG00000004927
coturnix_japonica ENSCJPG00005019947
numida_meleagris ENSNMEG00000006713
apteryx_haastii ENSAHAG00000014350
apteryx_owenii ENSAOWG00000011023
apteryx_rowi ENSARWG00000018507
dromaius_novaehollandiae ENSDNVG00000003608
nothoprocta_perdicaria ENSNPEG00000002220
pan_troglodytes ENSPTRG00000042689
pan_troglodytes ENSPTRG00000021424
pan_paniscus ENSPPAG00000035816
homo_sapiens ENSG00000167113
gorilla_gorilla ENSGGOG00000014789
nomascus_leucogenys ENSNLEG00000017557
pongo_abelii ENSPPYG00000019651
theropithecus_gelada ENSTGEG00000000698
mandrillus_leucophaeus ENSMLEG00000041758
chlorocebus_sabaeus ENSCSAG00000000162
theropithecus_gelada ENSTGEG00000019802
papio_anubis ENSPANG00000031182
mandrillus_leucophaeus ENSMLEG00000030345
macaca_mulatta ENSMMUG00000014147
macaca_nemestrina ENSMNEG00000034390
macaca_fascicularis ENSMFAG00000039955
cercocebus_atys ENSCATG00000030060
chlorocebus_sabaeus ENSCSAG00000014139
colobus_angolensis ENSCANG00000020737
colobus_angolensis ENSCANG00000032722
piliocolobus_tephrosceles ENSPTEG00000012053
rhinopithecus_bieti ENSRBIG00000030655
rhinopithecus_roxellana ENSRROG00000040672
callithrix_jacchus ENSCJAG00000020013
cebus_capucinus ENSCCAG00000023041
saimiri_boliviensis ENSSBOG00000027199
aotus_nancymaae ENSANAG00000022859
aotus_nancymaae ENSANAG00000029048
carlito_syrichta ENSTSYG00000025423
propithecus_coquereli ENSPCOG00000019590
microcebus_murinus ENSMICG00000017636
prolemur_simus ENSPSMG00000005821
otolemur_garnettii ENSOGAG00000003512
castor_canadensis ENSCCNG00000027542
dipodomys_ordii ENSDORG00000016223
urocitellus_parryii ENSUPAG00010016217
ictidomys_tridecemlineatus ENSSTOG00000008034
spermophilus_dauricus ENSSDAG00000008426
marmota_marmota ENSMMMG00000015414
cricetulus_griseus ENSCGRG00000005545
cricetulus_griseus ENSCGRG00015014095
cricetulus_griseus ENSCGRG00001024557
mesocricetus_auratus ENSMAUG00000020901
peromyscus_maniculatus ENSPEMG00000012677
microtus_ochrogaster ENSMOCG00000016657
mus_spretus MGP_SPRETEiJ_G0024287
mus_spicilegus ENSMSIG00000009264
mus_musculus ENSMUSG00000026798
mus_caroli MGP_CAROLIEiJ_G0023370
mus_pahari MGP_PahariEiJ_G0024827
rattus_norvegicus ENSRNOG00000026691
meriones_unguiculatus ENSMUGG00000006586
nannospalax_galili ENSNGAG00000000970
jaculus_jaculus ENSJJAG00000018147
jaculus_jaculus ENSJJAG00000020051
cavia_porcellus ENSCPOG00000004566
cavia_aperea ENSCAPG00000011708
chinchilla_lanigera ENSCLAG00000001766
octodon_degus ENSODEG00000017322
heterocephalus_glaber ENSHGLG00100017537
heterocephalus_glaber ENSHGLG00000016696
fukomys_damarensis ENSFDAG00000021313
ochotona_princeps ENSOPRG00000002001
oryctolagus_cuniculus ENSOCUG00000016196
tupaia_belangeri ENSTBEG00000000768
ursus_americanus ENSUAMG00000020277
ursus_maritimus ENSUMAG00000022047
ailuropoda_melanoleuca ENSAMEG00000015413
canis_lupus ENSCAFG00020017329
canis_lupus ENSCAFG00000020067
vulpes_vulpes ENSVVUG00000013455
neovison_vison ENSNVIG00000011182
mustela_putorius ENSMPUG00000013201
panthera_tigris ENSPTIG00000012377
panthera_pardus ENSPPRG00000006989
felis_catus ENSFCAG00000005840
equus_asinus ENSEASG00005016814
myotis_lucifugus ENSMLUG00000027662
pteropus_vampyrus ENSPVAG00000001225
bos_indicus ENSBIXG00000020114
bos_indicus ENSBIXG00005015105
bos_taurus ENSBTAG00000004664
bos_mutus ENSBMUG00000020335
bison_bison ENSBBBG00000022263
ovis_aries ENSOARG00000010498
capra_hircus ENSCHIG00000011631
sus_scrofa ENSSSCG00000005646
tursiops_truncatus ENSTTRG00000016487
vicugna_pacos ENSVPAG00000005795
loxodonta_africana ENSLAFG00000002176
procavia_capensis ENSPCAG00000015119
echinops_telfairi ENSETEG00000009118
dasypus_novemcinctus ENSDNOG00000007007
choloepus_hoffmanni ENSCHOG00000000473
erinaceus_europaeus ENSEEUG00000014007
vombatus_ursinus ENSVURG00010015627
phascolarctos_cinereus ENSPCIG00000026733
notamacropus_eugenii ENSMEUG00000000498
sarcophilus_harrisii ENSSHAG00000001295
monodelphis_domestica ENSMODG00000005951
ornithorhynchus_anatinus ENSOANG00000013021
eptatretus_burgeri ENSEBUG00000014141
drosophila_melanogaster FBgn0052174
ciona_savignyi ENSCSAVG00000000700
ciona_intestinalis ENSCING00000001263
