pan_troglodytes ENSPTRG00000007624
pan_paniscus ENSPPAG00000040928
colobus_angolensis_palliatus ENSCANG00000038727
piliocolobus_tephrosceles ENSPTEG00000034126
theropithecus_gelada ENSTGEG00000003584
papio_anubis ENSPANG00000030289
cercocebus_atys ENSCATG00000034941
macaca_nemestrina ENSMNEG00000038105
macaca_fascicularis ENSMFAG00000038081
saimiri_boliviensis_boliviensis ENSSBOG00000030962
cebus_capucinus ENSCCAG00000028959
callithrix_jacchus ENSCJAG00000039827
aotus_nancymaae ENSANAG00000034896
canis_lupus_familiaris ENSCAFG00000031645
