latimeria_chalumnae ENSLACG00000006085
xenopus_tropicalis ENSXETG00000004097
anolis_carolinensis ENSACAG00000028324
pogona_vitticeps ENSPVIG00000002651
notechis_scutatus ENSNSUG00000009793
salvator_merianae ENSSMRG00000005530
sphenodon_punctatus ENSSPUG00000016175
chrysemys_picta_bellii ENSCPBG00000013092
chelonoidis_abingdonii ENSCABG00000014356
pygocentrus_nattereri ENSPNAG00000014733
astyanax_mexicanus ENSAMXG00000030843
ictalurus_punctatus ENSIPUG00000000794
danio_rerio ENSDARG00000012381
esox_lucius ENSELUG00000021273
scleropages_formosus ENSSFOG00015001771
paramormyrops_kingsleyae ENSPKIG00000014419
fundulus_heteroclitus ENSFHEG00000020320
cyprinodon_variegatus ENSCVAG00000010292
xiphophorus_couchianus ENSXCOG00000004174
xiphophorus_maculatus ENSXMAG00000010572
gambusia_affinis ENSGAFG00000003697
poecilia_formosa ENSPFOG00000007103
poecilia_latipinna ENSPLAG00000004089
poecilia_mexicana ENSPMEG00000021821
poecilia_reticulata ENSPREG00000003798
kryptolebias_marmoratus ENSKMAG00000017849
gasterosteus_aculeatus ENSGACG00000007569
cynoglossus_semilaevis ENSCSEG00000005565
monopterus_albus ENSMALG00000022396
mastacembelus_armatus ENSMAMG00000016022
anabas_testudineus ENSATEG00000009689
pundamilia_nyererei ENSPNYG00000008430
maylandia_zebra ENSMZEG00005025837
haplochromis_burtoni ENSHBUG00000014516
astatotilapia_calliptera ENSACLG00000000254
neolamprologus_brichardi ENSNBRG00000006859
oreochromis_niloticus ENSONIG00000002734
amphilophus_citrinellus ENSACIG00000005058
amphiprion_percula ENSAPEG00000015064
amphiprion_ocellaris ENSAOCG00000006305
acanthochromis_polyacanthus ENSAPOG00000020882
stegastes_partitus ENSSPAG00000014518
maylandia_zebra ENSMZEG00005012338
scophthalmus_maximus ENSSMAG00000000804
seriola_lalandi_dorsalis ENSSLDG00000015082
seriola_lalandi_dorsalis ENSSLDG00000011904
seriola_dumerili ENSSDUG00000012058
hippocampus_comes ENSHCOG00000000230
labrus_bergylta ENSLBEG00000010275
mola_mola ENSMMOG00000016117
oryzias_latipes ENSORLG00020018160
oryzias_latipes ENSORLG00000006386
oryzias_latipes_asm223469v1 ENSORLG00015002778
oryzias_melastigma ENSOMEG00000018541
