gallus_gallus ENSGALG00000000295
coturnix_japonica ENSCJPG00005007994
anas_platyrhynchos_platyrhynchos ENSAPLG00000014322
taeniopygia_guttata ENSTGUG00000001343
ficedula_albicollis ENSFALG00000002495
lepidothrix_coronata ENSLCOG00000015127
notamacropus_eugenii ENSMEUG00000009385
phascolarctos_cinereus ENSPCIG00000003726
sarcophilus_harrisii ENSSHAG00000000455
monodelphis_domestica ENSMODG00000000312
pan_troglodytes ENSPTRG00000049308
pan_paniscus ENSPPAG00000019723
gorilla_gorilla ENSGGOG00000028604
homo_sapiens ENSG00000163395
pongo_abelii ENSPPYG00000000366
nomascus_leucogenys ENSNLEG00000018077
rhinopithecus_roxellana ENSRROG00000045247
rhinopithecus_bieti ENSRBIG00000008024
colobus_angolensis_palliatus ENSCANG00000042013
mandrillus_leucophaeus ENSMLEG00000036496
cercocebus_atys ENSCATG00000031019
theropithecus_gelada ENSTGEG00000021769
papio_anubis ENSPANG00000009052
macaca_fascicularis ENSMFAG00000045449
macaca_mulatta ENSMMUG00000013504
macaca_nemestrina ENSMNEG00000045262
cebus_capucinus ENSCCAG00000020569
saimiri_boliviensis_boliviensis ENSSBOG00000013748
callithrix_jacchus ENSCJAG00000005404
aotus_nancymaae ENSANAG00000032968
carlito_syrichta ENSTSYG00000033602
propithecus_coquereli ENSPCOG00000017922
prolemur_simus ENSPSMG00000019757
microcebus_murinus ENSMICG00000032380
otolemur_garnettii ENSOGAG00000008832
octodon_degus ENSODEG00000011293
chinchilla_lanigera ENSCLAG00000011986
heterocephalus_glaber_female ENSHGLG00000003914
urocitellus_parryii ENSUPAG00010009795
ictidomys_tridecemlineatus ENSSTOG00000022283
spermophilus_dauricus ENSSDAG00000011330
marmota_marmota_marmota ENSMMMG00000011539
mus_spicilegus ENSMSIG00000013674
mus_musculus ENSMUSG00000051985
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015454
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014647
mus_pahari MGP_PahariEiJ_G0027883
rattus_norvegicus ENSRNOG00000026087
meriones_unguiculatus ENSMUGG00000005784
cricetulus_griseus_crigri-picr ENSCGRG00015023291
mesocricetus_auratus ENSMAUG00000010962
peromyscus_maniculatus_bairdii ENSPEMG00000026548
jaculus_jaculus ENSJJAG00000001570
castor_canadensis ENSCCNG00000015058
ochotona_princeps ENSOPRG00000011771
oryctolagus_cuniculus ENSOCUG00000011538
tupaia_belangeri ENSTBEG00000006851
bos_taurus ENSBTAG00000046177
bos_mutus ENSBMUG00000005162
bison_bison_bison ENSBBBG00000009243
capra_hircus ENSCHIG00000021640
ovis_aries ENSOARG00000018001
tursiops_truncatus ENSTTRG00000015730
sus_scrofa ENSSSCG00000036948
equus_caballus ENSECAG00000035037
equus_caballus ENSECAG00000030801
equus_caballus ENSECAG00000013767
equus_asinus_asinus ENSEASG00005000127
mustela_putorius_furo ENSMPUG00000010591
neovison_vison ENSNVIG00000013788
ailuropoda_melanoleuca ENSAMEG00000012240
ailuropoda_melanoleuca ENSAMEG00000012245
ursus_americanus ENSUAMG00000004862
ursus_maritimus ENSUMAG00000001880
canis_lupus_familiaris ENSCAFG00000032578
canis_lupus_familiaris ENSCAFG00000010829
canis_lupus_dingo ENSCAFG00020017613
vulpes_vulpes ENSVVUG00000003365
panthera_pardus ENSPPRG00000009038
panthera_tigris_altaica ENSPTIG00000014968
felis_catus ENSFCAG00000004609
pteropus_vampyrus ENSPVAG00000014681
dasypus_novemcinctus ENSDNOG00000040619
ovis_aries ENSOARG00000018571
loxodonta_africana ENSLAFG00000012716
loxodonta_africana ENSLAFG00000032460
echinops_telfairi ENSETEG00000018578
procavia_capensis ENSPCAG00000015249
sarcophilus_harrisii ENSSHAG00000000965
ornithorhynchus_anatinus ENSOANG00000005823
ciona_savignyi ENSCSAVG00000005839
