ciona_savignyi ENSCSAVG00000000882
ciona_intestinalis ENSCING00000004957
latimeria_chalumnae ENSLACG00000000604
dromaius_novaehollandiae ENSDNVG00000001860
erpetoichthys_calabaricus ENSECRG00000005455
calidris_pygmaea ENSCPGG00000014055
melopsittacus_undulatus ENSMUNG00000003687
anas_platyrhynchos ENSAPLG00000002903
anser_brachyrhynchus ENSABRG00000008849
coturnix_japonica ENSCJPG00005015283
gallus_gallus ENSGALG00000018415
meleagris_gallopavo ENSMGAG00000001137
numida_meleagris ENSNMEG00000007240
apteryx_haastii ENSAHAG00000007148
apteryx_rowi ENSARWG00000004740
dromaius_novaehollandiae ENSDNVG00000001858
nothoprocta_perdicaria ENSNPEG00000002777
lepidothrix_coronata ENSLCOG00000013114
manacus_vitellinus ENSMVIG00005011284
manacus_vitellinus ENSMVIG00005011302
lepidothrix_coronata ENSLCOG00000003220
zonotrichia_albicollis ENSZALG00000005092
cyanistes_caeruleus ENSCCEG00000012391
lonchura_striata ENSLSDG00000006304
cyanistes_caeruleus ENSCCEG00000002606
cyanistes_caeruleus ENSCCEG00000001119
ficedula_albicollis ENSFALG00000010882
serinus_canaria ENSSCAG00000015869
taeniopygia_guttata ENSTGUG00000017392
junco_hyemalis ENSJHYG00000002628
gallus_gallus ENSGALG00000051623
gallus_gallus ENSGALG00000050187
coturnix_japonica ENSCJPG00005015289
numida_meleagris ENSNMEG00000007242
anser_brachyrhynchus ENSABRG00000008858
anas_platyrhynchos ENSAPLG00000020972
lonchura_striata ENSLSDG00000003559
junco_hyemalis ENSJHYG00000002701
manacus_vitellinus ENSMVIG00005011293
calidris_pugnax ENSCPUG00000011445
calidris_pugnax ENSCPUG00000011446
calidris_pugnax ENSCPUG00000011447
calidris_pygmaea ENSCPGG00000008754
melopsittacus_undulatus ENSMUNG00000003688
melopsittacus_undulatus ENSMUNG00000012539
apteryx_haastii ENSAHAG00000007157
apteryx_owenii ENSAOWG00000010772
apteryx_rowi ENSARWG00000004741
dromaius_novaehollandiae ENSDNVG00000001849
nothoprocta_perdicaria ENSNPEG00000005726
serinus_canaria ENSSCAG00000015886
taeniopygia_guttata ENSTGUG00000017390
nothoprocta_perdicaria ENSNPEG00000002786
anolis_carolinensis ENSACAG00000014489
anolis_carolinensis ENSACAG00000008817
anolis_carolinensis ENSACAG00000008067
anolis_carolinensis ENSACAG00000014102
anolis_carolinensis ENSACAG00000027379
anolis_carolinensis ENSACAG00000008793
pogona_vitticeps ENSPVIG00000020640
notechis_scutatus ENSNSUG00000013978
notechis_scutatus ENSNSUG00000013977
notechis_scutatus ENSNSUG00000011554
salvator_merianae ENSSMRG00000021250
salvator_merianae ENSSMRG00000021249
sphenodon_punctatus ENSSPUG00000002704
pogona_vitticeps ENSPVIG00000020641
notechis_scutatus ENSNSUG00000013979
salvator_merianae ENSSMRG00000021263
sphenodon_punctatus ENSSPUG00000002696
sphenodon_punctatus ENSSPUG00000002712
calidris_pygmaea ENSCPGG00000008683
calidris_pugnax ENSCPUG00000011444
gallus_gallus ENSGALG00000000866
meleagris_gallopavo ENSMGAG00000001155
coturnix_japonica ENSCJPG00005015291
numida_meleagris ENSNMEG00000007243
melopsittacus_undulatus ENSMUNG00000012540
apteryx_owenii ENSAOWG00000010763
apteryx_rowi ENSARWG00000004743
apteryx_haastii ENSAHAG00000007170
nothoprocta_perdicaria ENSNPEG00000005725
anser_brachyrhynchus ENSABRG00000008877
anas_platyrhynchos ENSAPLG00000010148
crocodylus_porosus ENSCPRG00005008640
gopherus_agassizii ENSGAGG00000001587
gopherus_agassizii ENSGAGG00000004418
chrysemys_picta ENSCPBG00000008928
pelodiscus_sinensis ENSPSIG00000018079
castor_canadensis ENSCCNG00000016979
dipodomys_ordii ENSDORG00000015968
mus_musculus ENSMUSG00000068874
mus_musculus ENSMUSG00000068877
mus_spicilegus ENSMSIG00000003823
mus_spretus MGP_SPRETEiJ_G0026264
mus_spretus MGP_SPRETEiJ_G0026263
mus_pahari MGP_PahariEiJ_G0026764
mus_pahari MGP_PahariEiJ_G0026763
rattus_norvegicus ENSRNOG00000053812
rattus_norvegicus ENSRNOG00000047158
meriones_unguiculatus ENSMUGG00000013413
cricetulus_griseus ENSCGRG00001019163
cricetulus_griseus ENSCGRG00015017375
cricetulus_griseus ENSCGRG00000016861
peromyscus_maniculatus ENSPEMG00000009364
microtus_ochrogaster ENSMOCG00000008106
nannospalax_galili ENSNGAG00000019466
jaculus_jaculus ENSJJAG00000006656
chinchilla_lanigera ENSCLAG00000000456
octodon_degus ENSODEG00000009822
cavia_porcellus ENSCPOG00000025262
heterocephalus_glaber ENSHGLG00000017449
heterocephalus_glaber ENSHGLG00100010967
fukomys_damarensis ENSFDAG00000009115
urocitellus_parryii ENSUPAG00010004389
ictidomys_tridecemlineatus ENSSTOG00000027196
marmota_marmota ENSMMMG00000018768
prolemur_simus ENSPSMG00000013638
propithecus_coquereli ENSPCOG00000015274
microcebus_murinus ENSMICG00000016742
otolemur_garnettii ENSOGAG00000008124
gorilla_gorilla ENSGGOG00000039174
gorilla_gorilla ENSGGOG00000010547
pan_troglodytes ENSPTRG00000001287
pan_paniscus ENSPPAG00000043100
homo_sapiens ENSG00000143416
pongo_abelii ENSPPYG00000000866
nomascus_leucogenys ENSNLEG00000010183
rhinopithecus_roxellana ENSRROG00000037330
rhinopithecus_bieti ENSRBIG00000025453
colobus_angolensis ENSCANG00000036429
piliocolobus_tephrosceles ENSPTEG00000028921
mandrillus_leucophaeus ENSMLEG00000043655
cercocebus_atys ENSCATG00000040948
chlorocebus_sabaeus ENSCSAG00000001800
macaca_fascicularis ENSMFAG00000033465
macaca_mulatta ENSMMUG00000045396
macaca_nemestrina ENSMNEG00000028510
theropithecus_gelada ENSTGEG00000016169
papio_anubis ENSPANG00000001762
cebus_capucinus ENSCCAG00000022592
saimiri_boliviensis ENSSBOG00000032709
callithrix_jacchus ENSCJAG00000007509
aotus_nancymaae ENSANAG00000035868
carlito_syrichta ENSTSYG00000034359
tupaia_belangeri ENSTBEG00000002411
procavia_capensis ENSPCAG00000011153
dasypus_novemcinctus ENSDNOG00000023937
bos_taurus ENSBTAG00000008091
bos_indicus ENSBIXG00000025020
bos_indicus ENSBIXG00005028320
bos_mutus ENSBMUG00000024445
bison_bison ENSBBBG00000002743
capra_hircus ENSCHIG00000017025
ovis_aries ENSOARG00000020993
tursiops_truncatus ENSTTRG00000007024
sus_scrofa ENSSSCG00000006624
equus_asinus ENSEASG00005002190
equus_caballus ENSECAG00000018012
myotis_lucifugus ENSMLUG00000015228
myotis_lucifugus ENSMLUG00000030285
pteropus_vampyrus ENSPVAG00000011681
ursus_americanus ENSUAMG00000019432
ursus_americanus ENSUAMG00000019431
ursus_maritimus ENSUMAG00000002483
ailuropoda_melanoleuca ENSAMEG00000000659
mustela_putorius ENSMPUG00000003731
neovison_vison ENSNVIG00000015102
canis_lupus ENSCAFG00000012675
canis_lupus ENSCAFG00020012883
vulpes_vulpes ENSVVUG00000012909
panthera_tigris ENSPTIG00000016772
panthera_pardus ENSPPRG00000022754
felis_catus ENSFCAG00000001859
oryctolagus_cuniculus ENSOCUG00000003371
ochotona_princeps ENSOPRG00000007267
loxodonta_africana ENSLAFG00000011764
echinops_telfairi ENSETEG00000013506
cavia_aperea ENSCAPG00000010733
spermophilus_dauricus ENSSDAG00000015692
equus_asinus ENSEASG00005005619
apteryx_owenii ENSAOWG00000010780
chelonoidis_abingdonii ENSCABG00000009147
equus_asinus ENSEASG00005012677
ornithorhynchus_anatinus ENSOANG00000008157
ornithorhynchus_anatinus ENSOANG00000031140
gadus_morhua ENSGMOG00000005130
spermophilus_dauricus ENSSDAG00000020295
sorex_araneus ENSSARG00000000216
vombatus_ursinus ENSVURG00010018772
vombatus_ursinus ENSVURG00010014333
phascolarctos_cinereus ENSPCIG00000021151
notamacropus_eugenii ENSMEUG00000011118
monodelphis_domestica ENSMODG00000018869
sarcophilus_harrisii ENSSHAG00000014447
gambusia_affinis ENSGAFG00000001725
