chinchilla_lanigera ENSCLAG00000011996
octodon_degus ENSODEG00000004949
cavia_porcellus ENSCPOG00000004402
cavia_aperea ENSCAPG00000017724
heterocephalus_glaber ENSHGLG00000014321
heterocephalus_glaber ENSHGLG00100002260
fukomys_damarensis ENSFDAG00000014935
ictidomys_tridecemlineatus ENSSTOG00000000136
urocitellus_parryii ENSUPAG00010018796
spermophilus_dauricus ENSSDAG00000006326
marmota_marmota ENSMMMG00000011884
castor_canadensis ENSCCNG00000007134
dipodomys_ordii ENSDORG00000004113
mus_musculus ENSMUSG00000064061
mus_spretus MGP_SPRETEiJ_G0021696
mus_spicilegus ENSMSIG00000008058
mus_caroli MGP_CAROLIEiJ_G0020797
mus_pahari MGP_PahariEiJ_G0016494
rattus_norvegicus ENSRNOG00000001956
meriones_unguiculatus ENSMUGG00000007436
cricetulus_griseus ENSCGRG00000015226
cricetulus_griseus ENSCGRG00001019773
cricetulus_griseus ENSCGRG00015013823
mesocricetus_auratus ENSMAUG00000016010
microtus_ochrogaster ENSMOCG00000018620
peromyscus_maniculatus ENSPEMG00000019145
nannospalax_galili ENSNGAG00000022910
jaculus_jaculus ENSJJAG00000021427
oryctolagus_cuniculus ENSOCUG00000003105
ochotona_princeps ENSOPRG00000000108
pan_paniscus ENSPPAG00000027753
pan_troglodytes ENSPTRG00000024365
homo_sapiens ENSG00000198919
gorilla_gorilla ENSGGOG00000006973
pongo_abelii ENSPPYG00000013572
nomascus_leucogenys ENSNLEG00000003895
cercocebus_atys ENSCATG00000032813
theropithecus_gelada ENSTGEG00000001057
papio_anubis ENSPANG00000023055
mandrillus_leucophaeus ENSMLEG00000033318
macaca_fascicularis ENSMFAG00000046238
macaca_mulatta ENSMMUG00000000898
macaca_nemestrina ENSMNEG00000044860
chlorocebus_sabaeus ENSCSAG00000006386
piliocolobus_tephrosceles ENSPTEG00000025414
piliocolobus_tephrosceles ENSPTEG00000026420
colobus_angolensis ENSCANG00000041062
rhinopithecus_roxellana ENSRROG00000039031
rhinopithecus_bieti ENSRBIG00000035128
cebus_capucinus ENSCCAG00000021416
saimiri_boliviensis ENSSBOG00000024351
callithrix_jacchus ENSCJAG00000005143
aotus_nancymaae ENSANAG00000027803
carlito_syrichta ENSTSYG00000002466
microcebus_murinus ENSMICG00000048858
prolemur_simus ENSPSMG00000005167
propithecus_coquereli ENSPCOG00000015474
otolemur_garnettii ENSOGAG00000002586
tupaia_belangeri ENSTBEG00000007655
ursus_maritimus ENSUMAG00000004875
ursus_americanus ENSUAMG00000013004
ailuropoda_melanoleuca ENSAMEG00000000938
neovison_vison ENSNVIG00000015528
mustela_putorius ENSMPUG00000010014
canis_lupus ENSCAFG00000010280
canis_lupus ENSCAFG00020007716
vulpes_vulpes ENSVVUG00000021904
panthera_tigris ENSPTIG00000014293
panthera_pardus ENSPPRG00000001970
felis_catus ENSFCAG00000018094
sorex_araneus ENSSARG00000012068
erinaceus_europaeus ENSEEUG00000011346
ovis_aries ENSOARG00000019010
capra_hircus ENSCHIG00000026879
bos_mutus ENSBMUG00000020383
bos_taurus ENSBTAG00000006158
bison_bison ENSBBBG00000011967
tursiops_truncatus ENSTTRG00000009705
sus_scrofa ENSSSCG00000011940
vicugna_pacos ENSVPAG00000003543
equus_caballus ENSECAG00000000446
equus_asinus ENSEASG00005011304
pteropus_vampyrus ENSPVAG00000015089
myotis_lucifugus ENSMLUG00000003356
choloepus_hoffmanni ENSCHOG00000000891
dasypus_novemcinctus ENSDNOG00000023830
loxodonta_africana ENSLAFG00000010272
procavia_capensis ENSPCAG00000006435
loxodonta_africana ENSLAFG00000029847
echinops_telfairi ENSETEG00000018742
sarcophilus_harrisii ENSSHAG00000015546
monodelphis_domestica ENSMODG00000025588
notamacropus_eugenii ENSMEUG00000008002
