pygocentrus_nattereri ENSPNAG00000019239
astyanax_mexicanus ENSAMXG00000007348
ictalurus_punctatus ENSIPUG00000019081
danio_rerio ENSDARG00000088656
amphiprion_percula ENSAPEG00000010615
amphiprion_ocellaris ENSAOCG00000016065
stegastes_partitus ENSSPAG00000004063
lepisosteus_oculatus ENSLOCG00000013696
pogona_vitticeps ENSPVIG00000000578
pan_paniscus ENSPPAG00000031350
nannospalax_galili ENSNGAG00000022359
ursus_americanus ENSUAMG00000008997
gallus_gallus ENSGALG00000034586
anas_platyrhynchos_platyrhynchos ENSAPLG00000003739
nothoprocta_perdicaria ENSNPEG00000002811
pelodiscus_sinensis ENSPSIG00000009718
oryzias_melastigma ENSOMEG00000004806
periophthalmus_magnuspinnatus ENSPMGG00000001834
ciona_savignyi ENSCSAVG00000002761
