chelonoidis_abingdonii ENSCABG00000018508
gopherus_agassizii ENSGAGG00000021619
chrysemys_picta_bellii ENSCPBG00000015245
pelodiscus_sinensis ENSPSIG00000007810
pogona_vitticeps ENSPVIG00000023572
anolis_carolinensis ENSACAG00000008717
notechis_scutatus ENSNSUG00000009344
notechis_scutatus ENSNSUG00000007316
salvator_merianae ENSSMRG00000014078
apteryx_rowi ENSARWG00000016306
apteryx_owenii ENSAOWG00000003228
dromaius_novaehollandiae ENSDNVG00000010799
anas_platyrhynchos_platyrhynchos ENSAPLG00000022813
anser_brachyrhynchus ENSABRG00000003424
gallus_gallus ENSGALG00000027144
coturnix_japonica ENSCJPG00005004016
numida_meleagris ENSNMEG00000009420
ficedula_albicollis ENSFALG00000007280
lonchura_striata_domestica ENSLSDG00000013971
parus_major ENSPMJG00000006333
taeniopygia_guttata ENSTGUG00000001180
lepidothrix_coronata ENSLCOG00000003071
calidris_pygmaea ENSCPGG00000017623
crocodylus_porosus ENSCPRG00005008901
sphenodon_punctatus ENSSPUG00000016610
ailuropoda_melanoleuca ENSAMEG00000006374
canis_lupus_familiaris ENSCAFG00000004216
pteropus_vampyrus ENSPVAG00000013738
ovis_aries ENSOARG00000002426
chinchilla_lanigera ENSCLAG00000007259
heterocephalus_glaber_female ENSHGLG00000013293
cavia_porcellus ENSCPOG00000022828
octodon_degus ENSODEG00000002261
dipodomys_ordii ENSDORG00000026200
oryctolagus_cuniculus ENSOCUG00000029064
tupaia_belangeri ENSTBEG00000005210
colobus_angolensis_palliatus ENSCANG00000033872
microcebus_murinus ENSMICG00000047889
propithecus_coquereli ENSPCOG00000023258
prolemur_simus ENSPSMG00000000335
otolemur_garnettii ENSOGAG00000024685
pan_troglodytes ENSPTRG00000048651
gorilla_gorilla ENSGGOG00000015210
homo_sapiens ENSG00000168267
pongo_abelii ENSPPYG00000002150
nomascus_leucogenys ENSNLEG00000012897
theropithecus_gelada ENSTGEG00000003879
papio_anubis ENSPANG00000023093
cercocebus_atys ENSCATG00000041385
macaca_nemestrina ENSMNEG00000029460
macaca_fascicularis ENSMFAG00000031191
chlorocebus_sabaeus ENSCSAG00000012422
rhinopithecus_bieti ENSRBIG00000034758
rhinopithecus_roxellana ENSRROG00000038903
piliocolobus_tephrosceles ENSPTEG00000032151
cebus_capucinus ENSCCAG00000021008
callithrix_jacchus ENSCJAG00000007862
saimiri_boliviensis_boliviensis ENSSBOG00000025704
aotus_nancymaae ENSANAG00000019785
ictidomys_tridecemlineatus ENSSTOG00000022679
urocitellus_parryii ENSUPAG00010020868
castor_canadensis ENSCCNG00000023302
peromyscus_maniculatus_bairdii ENSPEMG00000013454
microtus_ochrogaster ENSMOCG00000021307
cricetulus_griseus_crigri-picr ENSCGRG00015023457
cricetulus_griseus_chok1gshd ENSCGRG00001018977
