phascolarctos_cinereus ENSPCIG00000013610
notamacropus_eugenii ENSMEUG00000016521
monodelphis_domestica ENSMODG00000011374
sarcophilus_harrisii ENSSHAG00000005800
cavia_aperea ENSCAPG00000010184
cavia_aperea ENSCAPG00000000563
cavia_porcellus ENSCPOG00000006080
chinchilla_lanigera ENSCLAG00000004371
octodon_degus ENSODEG00000002098
heterocephalus_glaber_male ENSHGLG00100011122
heterocephalus_glaber_female ENSHGLG00000004552
fukomys_damarensis ENSFDAG00000001070
spermophilus_dauricus ENSSDAG00000012949
urocitellus_parryii ENSUPAG00010021466
ictidomys_tridecemlineatus ENSSTOG00000005750
marmota_marmota_marmota ENSMMMG00000001231
castor_canadensis ENSCCNG00000012205
dipodomys_ordii ENSDORG00000024284
mus_musculus ENSMUSG00000033191
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027349
mus_spicilegus ENSMSIG00000016295
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026377
mus_pahari MGP_PahariEiJ_G0028708
rattus_norvegicus ENSRNOG00000020173
meriones_unguiculatus ENSMUGG00000021097
cricetulus_griseus_chok1gshd ENSCGRG00001017265
cricetulus_griseus_crigri-picr ENSCGRG00015001669
cricetulus_griseus_crigri ENSCGRG00000007654
mesocricetus_auratus ENSMAUG00000000809
microtus_ochrogaster ENSMOCG00000016315
peromyscus_maniculatus_bairdii ENSPEMG00000012795
nannospalax_galili ENSNGAG00000000121
jaculus_jaculus ENSJJAG00000020351
oryctolagus_cuniculus ENSOCUG00000008969
ochotona_princeps ENSOPRG00000016099
tupaia_belangeri ENSTBEG00000016859
propithecus_coquereli ENSPCOG00000020595
prolemur_simus ENSPSMG00000005945
microcebus_murinus ENSMICG00000007042
otolemur_garnettii ENSOGAG00000002693
pan_paniscus ENSPPAG00000036693
pan_troglodytes ENSPTRG00000000631
homo_sapiens ENSG00000066056
gorilla_gorilla ENSGGOG00000008745
pongo_abelii ENSPPYG00000001450
nomascus_leucogenys ENSNLEG00000013277
mandrillus_leucophaeus ENSMLEG00000032399
cercocebus_atys ENSCATG00000010483
theropithecus_gelada ENSTGEG00000025918
papio_anubis ENSPANG00000007872
macaca_fascicularis ENSMFAG00000002847
macaca_mulatta ENSMMUG00000010660
macaca_nemestrina ENSMNEG00000027550
chlorocebus_sabaeus ENSCSAG00000001180
rhinopithecus_roxellana ENSRROG00000040902
rhinopithecus_bieti ENSRBIG00000017224
piliocolobus_tephrosceles ENSPTEG00000032176
colobus_angolensis_palliatus ENSCANG00000040442
cebus_capucinus ENSCCAG00000019700
saimiri_boliviensis_boliviensis ENSSBOG00000035981
callithrix_jacchus ENSCJAG00000003353
aotus_nancymaae ENSANAG00000022755
carlito_syrichta ENSTSYG00000012981
dipodomys_ordii ENSDORG00000007010
erinaceus_europaeus ENSEEUG00000003661
sorex_araneus ENSSARG00000008465
equus_caballus ENSECAG00000006177
equus_asinus_asinus ENSEASG00005001440
ursus_americanus ENSUAMG00000000981
ursus_maritimus ENSUMAG00000024352
ailuropoda_melanoleuca ENSAMEG00000001699
mustela_putorius_furo ENSMPUG00000013763
neovison_vison ENSNVIG00000016924
canis_lupus_familiaris ENSCAFG00000005288
canis_lupus_dingo ENSCAFG00020017639
vulpes_vulpes ENSVVUG00000008529
panthera_pardus ENSPPRG00000001962
panthera_tigris_altaica ENSPTIG00000019808
felis_catus ENSFCAG00000015111
tursiops_truncatus ENSTTRG00000008097
sus_scrofa ENSSSCG00000003950
