gasterosteus_aculeatus ENSGACG00000016201
tetraodon_nigroviridis ENSTNIG00000004634
oryzias_latipes ENSORLG00020005428
oryzias_latipes ENSORLG00000027284
oreochromis_niloticus ENSONIG00000009039
amphilophus_citrinellus ENSACIG00000011346
xiphophorus_couchianus ENSXCOG00000000713
mola_mola ENSMMOG00000007280
seriola_dumerili ENSSDUG00000022649
seriola_lalandi_dorsalis ENSSLDG00000002907
mastacembelus_armatus ENSMAMG00000019338
periophthalmus_magnuspinnatus ENSPMGG00000018521
gadus_morhua ENSGMOG00000016158
esox_lucius ENSELUG00000006485
astyanax_mexicanus ENSAMXG00000032043
scleropages_formosus ENSSFOG00015013612
paramormyrops_kingsleyae ENSPKIG00000022243
anolis_carolinensis ENSACAG00000002012
notechis_scutatus ENSNSUG00000010934
sphenodon_punctatus ENSSPUG00000005977
pelodiscus_sinensis ENSPSIG00000017051
chelonoidis_abingdonii ENSCABG00000017517
apteryx_owenii ENSAOWG00000002508
nothoprocta_perdicaria ENSNPEG00000001139
taeniopygia_guttata ENSTGUG00000009625
serinus_canaria ENSSCAG00000001527
lepidothrix_coronata ENSLCOG00000011815
ficedula_albicollis ENSFALG00000009227
melopsittacus_undulatus ENSMUNG00000016104
meleagris_gallopavo ENSMGAG00000012554
gallus_gallus ENSGALG00000014421
anas_platyrhynchos_platyrhynchos ENSAPLG00000006384
monodelphis_domestica ENSMODG00000000757
sarcophilus_harrisii ENSSHAG00000015746
castor_canadensis ENSCCNG00000019178
dipodomys_ordii ENSDORG00000025331
chinchilla_lanigera ENSCLAG00000002042
octodon_degus ENSODEG00000007625
cavia_porcellus ENSCPOG00000034518
cavia_aperea ENSCAPG00000005562
heterocephalus_glaber_male ENSHGLG00100005775
heterocephalus_glaber_female ENSHGLG00000004100
cricetulus_griseus_chok1gshd ENSCGRG00001007598
cricetulus_griseus_crigri ENSCGRG00000000596
mesocricetus_auratus ENSMAUG00000019848
microtus_ochrogaster ENSMOCG00000006778
peromyscus_maniculatus_bairdii ENSPEMG00000021270
mus_musculus ENSMUSG00000015882
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028203
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027207
mus_pahari MGP_PahariEiJ_G0016989
jaculus_jaculus ENSJJAG00000020247
spermophilus_dauricus ENSSDAG00000006857
marmota_marmota_marmota ENSMMMG00000016717
urocitellus_parryii ENSUPAG00010017493
oryctolagus_cuniculus ENSOCUG00000006802
choloepus_hoffmanni ENSCHOG00000006922
dasypus_novemcinctus ENSDNOG00000001545
procavia_capensis ENSPCAG00000007105
macaca_mulatta ENSMMUG00000018073
chlorocebus_sabaeus ENSCSAG00000016522
homo_sapiens ENSG00000178177
otolemur_garnettii ENSOGAG00000005593
sus_scrofa ENSSSCG00000008748
vicugna_pacos ENSVPAG00000010356
tursiops_truncatus ENSTTRG00000016951
ovis_aries ENSOARG00000004333
myotis_lucifugus ENSMLUG00000013781
mustela_putorius_furo ENSMPUG00000002301
ailuropoda_melanoleuca ENSAMEG00000000192
canis_lupus_familiaris ENSCAFG00000016672
canis_lupus_dingo ENSCAFG00020027097
sorex_araneus ENSSARG00000002944
pteropus_vampyrus ENSPVAG00000013601
erinaceus_europaeus ENSEEUG00000000419
loxodonta_africana ENSLAFG00000009691
nannospalax_galili ENSNGAG00000013120
tupaia_belangeri ENSTBEG00000012926
pongo_abelii ENSPPYG00000014631
rattus_norvegicus ENSRNOG00000003787
salvator_merianae ENSSMRG00000000978
pogona_vitticeps ENSPVIG00000005161
ornithorhynchus_anatinus ENSOANG00000006667
xenopus_tropicalis ENSXETG00000031509
latimeria_chalumnae ENSLACG00000017771
pygocentrus_nattereri ENSPNAG00000029111
ictalurus_punctatus ENSIPUG00000013972
danio_rerio ENSDARG00000070098
labrus_bergylta ENSLBEG00000006543
mola_mola ENSMMOG00000007281
xiphophorus_maculatus ENSXMAG00000009809
gambusia_affinis ENSGAFG00000020579
poecilia_formosa ENSPFOG00000008607
poecilia_mexicana ENSPMEG00000005008
poecilia_latipinna ENSPLAG00000023823
poecilia_reticulata ENSPREG00000008200
cyprinodon_variegatus ENSCVAG00000023441
fundulus_heteroclitus ENSFHEG00000008086
kryptolebias_marmoratus ENSKMAG00000000078
oryzias_melastigma ENSOMEG00000011250
oryzias_latipes_asm223469v1 ENSORLG00015002996
maylandia_zebra ENSMZEG00005023665
haplochromis_burtoni ENSHBUG00000003333
pundamilia_nyererei ENSPNYG00000022929
astatotilapia_calliptera ENSACLG00000016478
neolamprologus_brichardi ENSNBRG00000015325
cynoglossus_semilaevis ENSCSEG00000004615
monopterus_albus ENSMALG00000005384
anabas_testudineus ENSATEG00000018496
scophthalmus_maximus ENSSMAG00000009963
acanthochromis_polyacanthus ENSAPOG00000009260
stegastes_partitus ENSSPAG00000010901
amphiprion_percula ENSAPEG00000018734
amphiprion_ocellaris ENSAOCG00000022416
labrus_bergylta ENSLBEG00000003400
takifugu_rubripes ENSTRUG00000023675
hippocampus_comes ENSHCOG00000002176
paramormyrops_kingsleyae ENSPKIG00000022230
lepisosteus_oculatus ENSLOCG00000003324
petromyzon_marinus ENSPMAG00000003112
eptatretus_burgeri ENSEBUG00000013048
