ursus_maritimus ENSUMAG00000015701
ursus_americanus ENSUAMG00000000218
neovison_vison ENSNVIG00000015893
panthera_tigris_altaica ENSPTIG00000018812
panthera_pardus ENSPPRG00000008770
bison_bison_bison ENSBBBG00000007446
bos_mutus ENSBMUG00000007107
capra_hircus ENSCHIG00000012280
equus_caballus ENSECAG00000028027
felis_catus ENSFCAG00000038402
equus_asinus_asinus ENSEASG00005016729
sus_scrofa ENSSSCG00000040129
cebus_capucinus ENSCCAG00000028795
carlito_syrichta ENSTSYG00000028666
microcebus_murinus ENSMICG00000026851
nannospalax_galili ENSNGAG00000016882
