poecilia_mexicana ENSPMEG00000014469
xiphophorus_couchianus ENSXCOG00000010066
seriola_lalandi_dorsalis ENSSLDG00000004206
seriola_lalandi_dorsalis ENSSLDG00000001100
seriola_lalandi_dorsalis ENSSLDG00000006514
seriola_lalandi_dorsalis ENSSLDG00000013263
seriola_lalandi_dorsalis ENSSLDG00000005025
seriola_lalandi_dorsalis ENSSLDG00000003258
seriola_dumerili ENSSDUG00000023740
seriola_lalandi_dorsalis ENSSLDG00000002595
poecilia_latipinna ENSPLAG00000000395
seriola_lalandi_dorsalis ENSSLDG00000013270
labrus_bergylta ENSLBEG00000011725
hippocampus_comes ENSHCOG00000018447
danio_rerio ENSDARG00000107096
bos_mutus ENSBMUG00000002680
