pygocentrus_nattereri ENSPNAG00000015829
astyanax_mexicanus ENSAMXG00000029417
ictalurus_punctatus ENSIPUG00000002610
danio_rerio ENSDARG00000101975
cyprinodon_variegatus ENSCVAG00000012583
fundulus_heteroclitus ENSFHEG00000019548
poecilia_mexicana ENSPMEG00000001159
poecilia_formosa ENSPFOG00000021665
poecilia_reticulata ENSPREG00000012493
xiphophorus_maculatus ENSXMAG00000023158
gambusia_affinis ENSGAFG00000000527
kryptolebias_marmoratus ENSKMAG00000013919
oryzias_melastigma ENSOMEG00000000552
maylandia_zebra ENSMZEG00005004294
haplochromis_burtoni ENSHBUG00000016590
astatotilapia_calliptera ENSACLG00000015357
tetraodon_nigroviridis ENSTNIG00000004926
takifugu_rubripes ENSTRUG00000022267
mastacembelus_armatus ENSMAMG00000010923
monopterus_albus ENSMALG00000001198
anabas_testudineus ENSATEG00000014704
labrus_bergylta ENSLBEG00000018054
seriola_dumerili ENSSDUG00000016020
acanthochromis_polyacanthus ENSAPOG00000014152
acanthochromis_polyacanthus ENSAPOG00000014136
amphiprion_ocellaris ENSAOCG00000018817
stegastes_partitus ENSSPAG00000019090
hippocampus_comes ENSHCOG00000015146
scleropages_formosus ENSSFOG00015005236
paramormyrops_kingsleyae ENSPKIG00000014367
lepisosteus_oculatus ENSLOCG00000013506
