lepidothrix_coronata ENSLCOG00000007401
manacus_vitellinus ENSMVIG00005009569
parus_major ENSPMJG00000008261
cyanistes_caeruleus ENSCCEG00000020850
serinus_canaria ENSSCAG00000013252
lonchura_striata_domestica ENSLSDG00000001240
junco_hyemalis ENSJHYG00000000075
melopsittacus_undulatus ENSMUNG00000001832
anas_platyrhynchos_platyrhynchos ENSAPLG00000026089
anser_brachyrhynchus ENSABRG00000001526
numida_meleagris ENSNMEG00000021724
coturnix_japonica ENSCJPG00005018458
calidris_pygmaea ENSCPGG00000017648
calidris_pugnax ENSCPUG00000010942
apteryx_owenii ENSAOWG00000013710
apteryx_haastii ENSAHAG00000011057
apteryx_rowi ENSARWG00000014771
dromaius_novaehollandiae ENSDNVG00000006495
nothoprocta_perdicaria ENSNPEG00000001489
crocodylus_porosus ENSCPRG00005000887
gopherus_agassizii ENSGAGG00000012024
chelonoidis_abingdonii ENSCABG00000011457
chrysemys_picta_bellii ENSCPBG00000004749
pogona_vitticeps ENSPVIG00000008040
notechis_scutatus ENSNSUG00000001145
salvator_merianae ENSSMRG00000016708
