anolis_carolinensis ENSACAG00000002245
pogona_vitticeps ENSPVIG00000003453
notechis_scutatus ENSNSUG00000012231
salvator_merianae ENSSMRG00000014424
sphenodon_punctatus ENSSPUG00000018343
calidris_pygmaea ENSCPGG00000016549
calidris_pugnax ENSCPUG00000019185
melopsittacus_undulatus ENSMUNG00000004197
manacus_vitellinus ENSMVIG00005010997
lepidothrix_coronata ENSLCOG00000010304
lonchura_striata ENSLSDG00000016001
taeniopygia_guttata ENSTGUG00000000583
serinus_canaria ENSSCAG00000007159
parus_major ENSPMJG00000004913
cyanistes_caeruleus ENSCCEG00000006968
junco_hyemalis ENSJHYG00000004414
zonotrichia_albicollis ENSZALG00000001459
ficedula_albicollis ENSFALG00000006815
anser_brachyrhynchus ENSABRG00000020123
anas_platyrhynchos ENSAPLG00000013707
gallus_gallus ENSGALG00000019690
meleagris_gallopavo ENSMGAG00000004543
coturnix_japonica ENSCJPG00005000087
numida_meleagris ENSNMEG00000005908
apteryx_haastii ENSAHAG00000008019
apteryx_owenii ENSAOWG00000002910
apteryx_rowi ENSARWG00000004768
nothoprocta_perdicaria ENSNPEG00000007932
dromaius_novaehollandiae ENSDNVG00000018960
crocodylus_porosus ENSCPRG00005004680
chelonoidis_abingdonii ENSCABG00000005105
gopherus_agassizii ENSGAGG00000010999
chrysemys_picta ENSCPBG00000018290
pelodiscus_sinensis ENSPSIG00000009046
vombatus_ursinus ENSVURG00010008079
phascolarctos_cinereus ENSPCIG00000006094
notamacropus_eugenii ENSMEUG00000013829
monodelphis_domestica ENSMODG00000004545
sarcophilus_harrisii ENSSHAG00000000937
loxodonta_africana ENSLAFG00000007235
procavia_capensis ENSPCAG00000015272
dasypus_novemcinctus ENSDNOG00000046515
bos_indicus ENSBIXG00000024181
bos_taurus ENSBTAG00000006232
bos_indicus ENSBIXG00005002048
bos_mutus ENSBMUG00000008144
bison_bison ENSBBBG00000003820
capra_hircus ENSCHIG00000018401
ovis_aries ENSOARG00000004212
tursiops_truncatus ENSTTRG00000017053
sus_scrofa ENSSSCG00000016437
equus_caballus ENSECAG00000007991
myotis_lucifugus ENSMLUG00000016902
pteropus_vampyrus ENSPVAG00000014507
ailuropoda_melanoleuca ENSAMEG00000013482
ursus_americanus ENSUAMG00000002900
canis_lupus ENSCAFG00000004878
vulpes_vulpes ENSVVUG00000007526
neovison_vison ENSNVIG00000001009
panthera_pardus ENSPPRG00000019709
mustela_putorius ENSMPUG00000008970
canis_lupus ENSCAFG00020005513
felis_catus ENSFCAG00000028189
ursus_maritimus ENSUMAG00000016172
ochotona_princeps ENSOPRG00000013186
echinops_telfairi ENSETEG00000011241
rhinopithecus_roxellana ENSRROG00000040841
rhinopithecus_bieti ENSRBIG00000035531
piliocolobus_tephrosceles ENSPTEG00000039243
macaca_nemestrina ENSMNEG00000036537
macaca_fascicularis ENSMFAG00000000892
chlorocebus_sabaeus ENSCSAG00000006612
papio_anubis ENSPANG00000009901
mandrillus_leucophaeus ENSMLEG00000032445
pan_troglodytes ENSPTRG00000019886
homo_sapiens ENSG00000187260
gorilla_gorilla ENSGGOG00000014552
nomascus_leucogenys ENSNLEG00000004484
callithrix_jacchus ENSCJAG00000020408
saimiri_boliviensis ENSSBOG00000028778
aotus_nancymaae ENSANAG00000020316
cebus_capucinus ENSCCAG00000033100
propithecus_coquereli ENSPCOG00000025519
microcebus_murinus ENSMICG00000035281
macaca_mulatta ENSMMUG00000006248
choloepus_hoffmanni ENSCHOG00000008701
equus_asinus ENSEASG00005002012
mus_caroli MGP_CAROLIEiJ_G0027022
pan_paniscus ENSPPAG00000030595
pan_troglodytes ENSPTRG00000052085
theropithecus_gelada ENSTGEG00000005400
cercocebus_atys ENSCATG00000030296
colobus_angolensis ENSCANG00000034098
carlito_syrichta ENSTSYG00000005165
prolemur_simus ENSPSMG00000009828
otolemur_garnettii ENSOGAG00000030798
mus_musculus ENSMUSG00000055235
mus_spretus MGP_SPRETEiJ_G0028018
mus_spicilegus ENSMSIG00000016410
mus_pahari MGP_PahariEiJ_G0021795
rattus_norvegicus ENSRNOG00000025735
meriones_unguiculatus ENSMUGG00000004425
cricetulus_griseus ENSCGRG00001018301
cricetulus_griseus ENSCGRG00000017395
cricetulus_griseus ENSCGRG00015006172
mesocricetus_auratus ENSMAUG00000015190
microtus_ochrogaster ENSMOCG00000000597
peromyscus_maniculatus ENSPEMG00000010088
nannospalax_galili ENSNGAG00000022320
jaculus_jaculus ENSJJAG00000022192
castor_canadensis ENSCCNG00000022783
dipodomys_ordii ENSDORG00000012494
chinchilla_lanigera ENSCLAG00000001192
octodon_degus ENSODEG00000011320
cavia_porcellus ENSCPOG00000026626
cavia_aperea ENSCAPG00000004042
heterocephalus_glaber ENSHGLG00000018974
heterocephalus_glaber ENSHGLG00100015902
fukomys_damarensis ENSFDAG00000011894
urocitellus_parryii ENSUPAG00010007501
marmota_marmota ENSMMMG00000005473
ictidomys_tridecemlineatus ENSSTOG00000028782
oryctolagus_cuniculus ENSOCUG00000004055
ornithorhynchus_anatinus ENSOANG00000006174
xenopus_tropicalis ENSXETG00000000797
latimeria_chalumnae ENSLACG00000010607
paramormyrops_kingsleyae ENSPKIG00000014071
scleropages_formosus ENSSFOG00015023794
lepisosteus_oculatus ENSLOCG00000009989
petromyzon_marinus ENSPMAG00000005479
petromyzon_marinus ENSPMAG00000000540
eptatretus_burgeri ENSEBUG00000012810
