choloepus_hoffmanni ENSCHOG00000002357
dasypus_novemcinctus ENSDNOG00000036351
sus_scrofa ENSSSCG00000002459
sus_scrofa ENSSSCG00000034483
bos_taurus ENSBTAG00000046990
bos_mutus ENSBMUG00000015110
bison_bison_bison ENSBBBG00000025455
ovis_aries ENSOARG00000013515
ovis_aries ENSOARG00000010037
capra_hircus ENSCHIG00000020783
tursiops_truncatus ENSTTRG00000011591
vicugna_pacos ENSVPAG00000001606
equus_caballus ENSECAG00000000421
equus_asinus_asinus ENSEASG00005021281
ursus_americanus ENSUAMG00000014071
ursus_maritimus ENSUMAG00000004860
neovison_vison ENSNVIG00000006593
canis_lupus_dingo ENSCAFG00020014580
canis_lupus_familiaris ENSCAFG00000032108
vulpes_vulpes ENSVVUG00000018322
panthera_tigris_altaica ENSPTIG00000019623
panthera_pardus ENSPPRG00000004612
felis_catus ENSFCAG00000026460
pteropus_vampyrus ENSPVAG00000003415
mus_spicilegus ENSMSIG00000030863
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018888
mus_musculus ENSMUSG00000091931
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018043
mus_pahari MGP_PahariEiJ_G0029802
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018884
mus_musculus ENSMUSG00000098530
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018039
mus_pahari MGP_PahariEiJ_G0029798
mus_musculus ENSMUSG00000041716
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018885
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018041
mus_pahari MGP_PahariEiJ_G0029799
rattus_norvegicus ENSRNOG00000046085
meriones_unguiculatus ENSMUGG00000012378
cricetulus_griseus_crigri-picr ENSCGRG00015021450
cricetulus_griseus_chok1gshd ENSCGRG00001024082
mesocricetus_auratus ENSMAUG00000018156
microtus_ochrogaster ENSMOCG00000003783
peromyscus_maniculatus_bairdii ENSPEMG00000015318
nannospalax_galili ENSNGAG00000008058
jaculus_jaculus ENSJJAG00000002238
castor_canadensis ENSCCNG00000028974
dipodomys_ordii ENSDORG00000001053
ictidomys_tridecemlineatus ENSSTOG00000032308
spermophilus_dauricus ENSSDAG00000013358
urocitellus_parryii ENSUPAG00010022628
marmota_marmota_marmota ENSMMMG00000000310
urocitellus_parryii ENSUPAG00010001210
cavia_porcellus ENSCPOG00000032574
octodon_degus ENSODEG00000008846
heterocephalus_glaber_female ENSHGLG00000007888
heterocephalus_glaber_male ENSHGLG00100005966
oryctolagus_cuniculus ENSOCUG00000028153
ochotona_princeps ENSOPRG00000018874
propithecus_coquereli ENSPCOG00000017295
microcebus_murinus ENSMICG00000042789
prolemur_simus ENSPSMG00000013761
mandrillus_leucophaeus ENSMLEG00000039290
cercocebus_atys ENSCATG00000038187
macaca_fascicularis ENSMFAG00000039722
macaca_nemestrina ENSMNEG00000021848
papio_anubis ENSPANG00000018556
theropithecus_gelada ENSTGEG00000003197
chlorocebus_sabaeus ENSCSAG00000011208
colobus_angolensis_palliatus ENSCANG00000029585
piliocolobus_tephrosceles ENSPTEG00000013042
rhinopithecus_roxellana ENSRROG00000034824
rhinopithecus_bieti ENSRBIG00000028919
pan_paniscus ENSPPAG00000042521
pan_troglodytes ENSPTRG00000034044
homo_sapiens ENSG00000170270
gorilla_gorilla ENSGGOG00000023073
pongo_abelii ENSPPYG00000006085
nomascus_leucogenys ENSNLEG00000032799
cebus_capucinus ENSCCAG00000033161
saimiri_boliviensis_boliviensis ENSSBOG00000029346
callithrix_jacchus ENSCJAG00000038916
aotus_nancymaae ENSANAG00000028775
carlito_syrichta ENSTSYG00000009476
procavia_capensis ENSPCAG00000000309
sarcophilus_harrisii ENSSHAG00000003802
monodelphis_domestica ENSMODG00000028416
phascolarctos_cinereus ENSPCIG00000004057
notamacropus_eugenii ENSMEUG00000000907
