ciona_intestinalis ENSCING00000013720
ciona_savignyi ENSCSAVG00000006827
petromyzon_marinus ENSPMAG00000005663
eptatretus_burgeri ENSEBUG00000009823
calidris_pygmaea ENSCPGG00000007313
calidris_pugnax ENSCPUG00000002723
melopsittacus_undulatus ENSMUNG00000004320
taeniopygia_guttata ENSTGUG00000008344
lonchura_striata_domestica ENSLSDG00000016625
serinus_canaria ENSSCAG00000007282
parus_major ENSPMJG00000012885
junco_hyemalis ENSJHYG00000011604
lepidothrix_coronata ENSLCOG00000008089
anas_platyrhynchos_platyrhynchos ENSAPLG00000025400
anas_platyrhynchos_platyrhynchos ENSAPLG00000015463
anser_brachyrhynchus ENSABRG00000010827
coturnix_japonica ENSCJPG00005004973
gallus_gallus ENSGALG00000011325
numida_meleagris ENSNMEG00000006459
ficedula_albicollis ENSFALG00000010757
zonotrichia_albicollis ENSZALG00000010385
cyanistes_caeruleus ENSCCEG00000011427
manacus_vitellinus ENSMVIG00005002337
meleagris_gallopavo ENSMGAG00000011379
dromaius_novaehollandiae ENSDNVG00000011709
nothoprocta_perdicaria ENSNPEG00000013861
apteryx_rowi ENSARWG00000011247
apteryx_owenii ENSAOWG00000009442
apteryx_haastii ENSAHAG00000016550
pelodiscus_sinensis ENSPSIG00000017193
anolis_carolinensis ENSACAG00000012767
pogona_vitticeps ENSPVIG00000023820
notechis_scutatus ENSNSUG00000016825
salvator_merianae ENSSMRG00000011151
chelonoidis_abingdonii ENSCABG00000021778
gopherus_agassizii ENSGAGG00000018363
chrysemys_picta_bellii ENSCPBG00000001751
crocodylus_porosus ENSCPRG00005002076
sphenodon_punctatus ENSSPUG00000014857
bos_taurus ENSBTAG00000014669
bos_taurus ENSBTAG00000048722
bos_mutus ENSBMUG00000007455
bos_mutus ENSBMUG00000002159
bison_bison_bison ENSBBBG00000006499
bison_bison_bison ENSBBBG00000018074
capra_hircus ENSCHIG00000018443
ovis_aries ENSOARG00000015952
tursiops_truncatus ENSTTRG00000015720
sus_scrofa ENSSSCG00000038621
myotis_lucifugus ENSMLUG00000027131
sorex_araneus ENSSARG00000013220
prolemur_simus ENSPSMG00000014848
ursus_maritimus ENSUMAG00000003277
ursus_americanus ENSUAMG00000023335
ailuropoda_melanoleuca ENSAMEG00000002294
mustela_putorius_furo ENSMPUG00000007354
neovison_vison ENSNVIG00000007274
canis_lupus_familiaris ENSCAFG00000006232
canis_lupus_dingo ENSCAFG00020023057
vulpes_vulpes ENSVVUG00000019220
panthera_pardus ENSPPRG00000021238
panthera_tigris_altaica ENSPTIG00000007004
felis_catus ENSFCAG00000022903
panthera_pardus ENSPPRG00000001562
panthera_tigris_altaica ENSPTIG00000013446
felis_catus ENSFCAG00000023050
tupaia_belangeri ENSTBEG00000013724
loxodonta_africana ENSLAFG00000030887
procavia_capensis ENSPCAG00000007658
pteropus_vampyrus ENSPVAG00000007564
ursus_americanus ENSUAMG00000025412
vicugna_pacos ENSVPAG00000008508
sus_scrofa ENSSSCG00000000905
equus_caballus ENSECAG00000015836
ochotona_princeps ENSOPRG00000012459
mus_spicilegus ENSMSIG00000016518
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015742
mus_musculus ENSMUSG00000020022
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016561
mus_pahari MGP_PahariEiJ_G0031343
rattus_norvegicus ENSRNOG00000007407
