drosophila_melanogaster FBgn0004391
caenorhabditis_elegans_strain_n2 WBGene00007501
lepisosteus_oculatus ENSLOCG00000015510
lepisosteus_oculatus ENSLOCG00000015511
esox_lucius ENSELUG00000004156
esox_lucius ENSELUG00000004128
seriola_lalandi_dorsalis ENSSLDG00000024072
seriola_lalandi_dorsalis ENSSLDG00000024082
cynoglossus_semilaevis ENSCSEG00000002709
seriola_dumerili ENSSDUG00000019457
anabas_testudineus ENSATEG00000011919
gambusia_affinis ENSGAFG00000012315
xiphophorus_maculatus ENSXMAG00000017183
poecilia_formosa ENSPFOG00000007648
poecilia_latipinna ENSPLAG00000014227
poecilia_mexicana ENSPMEG00000022949
poecilia_reticulata ENSPREG00000002130
fundulus_heteroclitus ENSFHEG00000007301
cyprinodon_variegatus ENSCVAG00000011099
kryptolebias_marmoratus ENSKMAG00000016819
oryzias_latipes_asm223469v1 ENSORLG00015019708
oryzias_latipes ENSORLG00000003899
oryzias_latipes ENSORLG00020014217
oryzias_melastigma ENSOMEG00000013202
maylandia_zebra ENSMZEG00005019920
haplochromis_burtoni ENSHBUG00000006512
astatotilapia_calliptera ENSACLG00000025580
pundamilia_nyererei ENSPNYG00000010088
neolamprologus_brichardi ENSNBRG00000011846
oreochromis_niloticus ENSONIG00000001115
amphilophus_citrinellus ENSACIG00000011160
stegastes_partitus ENSSPAG00000019419
acanthochromis_polyacanthus ENSAPOG00000005760
takifugu_rubripes ENSTRUG00000001055
tetraodon_nigroviridis ENSTNIG00000007448
mola_mola ENSMMOG00000007433
labrus_bergylta ENSLBEG00000020973
gasterosteus_aculeatus ENSGACG00000001281
hippocampus_comes ENSHCOG00000003251
hippocampus_comes ENSHCOG00000003512
periophthalmus_magnuspinnatus ENSPMGG00000003049
monopterus_albus ENSMALG00000020214
mastacembelus_armatus ENSMAMG00000022030
mastacembelus_armatus ENSMAMG00000022026
periophthalmus_magnuspinnatus ENSPMGG00000003048
amphiprion_ocellaris ENSAOCG00000004701
amphiprion_ocellaris ENSAOCG00000004686
amphiprion_percula ENSAPEG00000000359
amphiprion_percula ENSAPEG00000000317
oryzias_latipes_asm223469v1 ENSORLG00015019632
oryzias_latipes ENSORLG00000030127
scophthalmus_maximus ENSSMAG00000019844
scophthalmus_maximus ENSSMAG00000019790
gadus_morhua ENSGMOG00000009598
pygocentrus_nattereri ENSPNAG00000008965
astyanax_mexicanus ENSAMXG00000003464
ictalurus_punctatus ENSIPUG00000018408
danio_rerio ENSDARG00000075687
paramormyrops_kingsleyae ENSPKIG00000021019
scleropages_formosus ENSSFOG00015004240
apteryx_haastii ENSAHAG00000000150
apteryx_owenii ENSAOWG00000015343
apteryx_rowi ENSARWG00000011237
dromaius_novaehollandiae ENSDNVG00000001465
nothoprocta_perdicaria ENSNPEG00000007778
lepidothrix_coronata ENSLCOG00000009014
manacus_vitellinus ENSMVIG00005010813
cyanistes_caeruleus ENSCCEG00000009878
parus_major ENSPMJG00000013846
ficedula_albicollis ENSFALG00000011500
taeniopygia_guttata ENSTGUG00000007360
lonchura_striata_domestica ENSLSDG00000013599
serinus_canaria ENSSCAG00000014551
zonotrichia_albicollis ENSZALG00000007250
junco_hyemalis ENSJHYG00000008409
junco_hyemalis ENSJHYG00000008352
melopsittacus_undulatus ENSMUNG00000009579
calidris_pugnax ENSCPUG00000005144
calidris_pygmaea ENSCPGG00000007918
anser_brachyrhynchus ENSABRG00000011610
anas_platyrhynchos_platyrhynchos ENSAPLG00000012535
meleagris_gallopavo ENSMGAG00000002869
coturnix_japonica ENSCJPG00005015837
gallus_gallus ENSGALG00000008254
numida_meleagris ENSNMEG00000012064
crocodylus_porosus ENSCPRG00005011214
gopherus_agassizii ENSGAGG00000011884
chelonoidis_abingdonii ENSCABG00000021156
chrysemys_picta_bellii ENSCPBG00000005698
pelodiscus_sinensis ENSPSIG00000014592
sphenodon_punctatus ENSSPUG00000011463
sphenodon_punctatus ENSSPUG00000011589
anolis_carolinensis ENSACAG00000006118
salvator_merianae ENSSMRG00000014976
procavia_capensis ENSPCAG00000002908
echinops_telfairi ENSETEG00000017808
loxodonta_africana ENSLAFG00000022597
gorilla_gorilla ENSGGOG00000041319
dasypus_novemcinctus ENSDNOG00000034863
choloepus_hoffmanni ENSCHOG00000013611
urocitellus_parryii ENSUPAG00010011585
spermophilus_dauricus ENSSDAG00000010998
ictidomys_tridecemlineatus ENSSTOG00000003938
marmota_marmota_marmota ENSMMMG00000001859
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025192
mus_musculus ENSMUSG00000014355
mus_spicilegus ENSMSIG00000018217
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024272
mus_pahari MGP_PahariEiJ_G0025717
rattus_norvegicus ENSRNOG00000016965
meriones_unguiculatus ENSMUGG00000021808
cricetulus_griseus_crigri-picr ENSCGRG00015014673
cricetulus_griseus_crigri ENSCGRG00000016631
cricetulus_griseus_chok1gshd ENSCGRG00001021454
mesocricetus_auratus ENSMAUG00000018248
microtus_ochrogaster ENSMOCG00000006689
peromyscus_maniculatus_bairdii ENSPEMG00000029252
castor_canadensis ENSCCNG00000026966
chinchilla_lanigera ENSCLAG00000004316
cavia_porcellus ENSCPOG00000005500
heterocephalus_glaber_male ENSHGLG00100012690
heterocephalus_glaber_female ENSHGLG00000008271
fukomys_damarensis ENSFDAG00000016278
oryctolagus_cuniculus ENSOCUG00000012926
prolemur_simus ENSPSMG00000016822
microcebus_murinus ENSMICG00000008365
otolemur_garnettii ENSOGAG00000024270
tupaia_belangeri ENSTBEG00000004397
homo_sapiens ENSG00000153107
pan_troglodytes ENSPTRG00000012356
pongo_abelii ENSPPYG00000012161
nomascus_leucogenys ENSNLEG00000001379
papio_anubis ENSPANG00000018191
chlorocebus_sabaeus ENSCSAG00000016871
macaca_fascicularis ENSMFAG00000037630
macaca_mulatta ENSMMUG00000012115
piliocolobus_tephrosceles ENSPTEG00000030135
colobus_angolensis_palliatus ENSCANG00000041276
rhinopithecus_bieti ENSRBIG00000044326
mandrillus_leucophaeus ENSMLEG00000037245
cercocebus_atys ENSCATG00000028722
theropithecus_gelada ENSTGEG00000000626
theropithecus_gelada ENSTGEG00000000714
macaca_nemestrina ENSMNEG00000039737
rhinopithecus_roxellana ENSRROG00000033675
