gasterosteus_aculeatus ENSGACG00000013431
labrus_bergylta ENSLBEG00000000788
tetraodon_nigroviridis ENSTNIG00000011445
takifugu_rubripes ENSTRUG00000015580
mola_mola ENSMMOG00000015035
poecilia_formosa ENSPFOG00000003076
poecilia_latipinna ENSPLAG00000012458
poecilia_mexicana ENSPMEG00000011969
poecilia_reticulata ENSPREG00000016265
xiphophorus_maculatus ENSXMAG00000004329
xiphophorus_couchianus ENSXCOG00000008819
gambusia_affinis ENSGAFG00000011639
fundulus_heteroclitus ENSFHEG00000005424
kryptolebias_marmoratus ENSKMAG00000007475
oryzias_latipes ENSORLG00020020745
oryzias_latipes ENSORLG00000015815
oryzias_latipes_asm223469v1 ENSORLG00015010850
oryzias_melastigma ENSOMEG00000021713
maylandia_zebra ENSMZEG00005002321
pundamilia_nyererei ENSPNYG00000007840
astatotilapia_calliptera ENSACLG00000001422
haplochromis_burtoni ENSHBUG00000001544
neolamprologus_brichardi ENSNBRG00000010706
oreochromis_niloticus ENSONIG00000015939
amphilophus_citrinellus ENSACIG00000010552
amphiprion_ocellaris ENSAOCG00000005357
amphiprion_percula ENSAPEG00000001879
acanthochromis_polyacanthus ENSAPOG00000022898
stegastes_partitus ENSSPAG00000007823
seriola_dumerili ENSSDUG00000004083
seriola_lalandi_dorsalis ENSSLDG00000014065
scophthalmus_maximus ENSSMAG00000002792
mastacembelus_armatus ENSMAMG00000020393
monopterus_albus ENSMALG00000002953
anabas_testudineus ENSATEG00000013922
cynoglossus_semilaevis ENSCSEG00000010269
hippocampus_comes ENSHCOG00000005677
periophthalmus_magnuspinnatus ENSPMGG00000003796
gadus_morhua ENSGMOG00000003015
pygocentrus_nattereri ENSPNAG00000003776
astyanax_mexicanus ENSAMXG00000042289
ictalurus_punctatus ENSIPUG00000009314
danio_rerio ENSDARG00000007444
esox_lucius ENSELUG00000001321
paramormyrops_kingsleyae ENSPKIG00000006715
scleropages_formosus ENSSFOG00015006695
lepisosteus_oculatus ENSLOCG00000007148
phascolarctos_cinereus ENSPCIG00000017697
notamacropus_eugenii ENSMEUG00000016495
sarcophilus_harrisii ENSSHAG00000015479
monodelphis_domestica ENSMODG00000011699
oryctolagus_cuniculus ENSOCUG00000009802
ochotona_princeps ENSOPRG00000000939
sorex_araneus ENSSARG00000001621
pan_troglodytes ENSPTRG00000005436
pan_paniscus ENSPPAG00000031123
homo_sapiens ENSG00000122970
gorilla_gorilla ENSGGOG00000002168
pongo_abelii ENSPPYG00000004945
nomascus_leucogenys ENSNLEG00000002605
macaca_fascicularis ENSMFAG00000001327
macaca_mulatta ENSMMUG00000023032
macaca_nemestrina ENSMNEG00000035894
mandrillus_leucophaeus ENSMLEG00000042457
cercocebus_atys ENSCATG00000043833
theropithecus_gelada ENSTGEG00000016061
papio_anubis ENSPANG00000008732
chlorocebus_sabaeus ENSCSAG00000002688
rhinopithecus_roxellana ENSRROG00000003146
rhinopithecus_bieti ENSRBIG00000043921
colobus_angolensis_palliatus ENSCANG00000000624
saimiri_boliviensis_boliviensis ENSSBOG00000035096
cebus_capucinus ENSCCAG00000028684
callithrix_jacchus ENSCJAG00000009518
aotus_nancymaae ENSANAG00000029812
carlito_syrichta ENSTSYG00000012799
microcebus_murinus ENSMICG00000005435
propithecus_coquereli ENSPCOG00000005593
prolemur_simus ENSPSMG00000000541
otolemur_garnettii ENSOGAG00000006567
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028707
mus_musculus ENSMUSG00000029469
mus_spicilegus ENSMSIG00000013459
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027709
mus_pahari MGP_PahariEiJ_G0024289
rattus_norvegicus ENSRNOG00000001294
meriones_unguiculatus ENSMUGG00000014322
cricetulus_griseus_crigri ENSCGRG00000015018
cricetulus_griseus_crigri-picr ENSCGRG00015026004
cricetulus_griseus_chok1gshd ENSCGRG00001015642
mesocricetus_auratus ENSMAUG00000022075
peromyscus_maniculatus_bairdii ENSPEMG00000010650
microtus_ochrogaster ENSMOCG00000015217
microtus_ochrogaster ENSMOCG00000017292
nannospalax_galili ENSNGAG00000003375
castor_canadensis ENSCCNG00000025291
marmota_marmota_marmota ENSMMMG00000002107
ictidomys_tridecemlineatus ENSSTOG00000005118
spermophilus_dauricus ENSSDAG00000016590
urocitellus_parryii ENSUPAG00010006231
heterocephalus_glaber_female ENSHGLG00000014180
heterocephalus_glaber_male ENSHGLG00100017931
fukomys_damarensis ENSFDAG00000012396
octodon_degus ENSODEG00000011152
octodon_degus ENSODEG00000004236
chinchilla_lanigera ENSCLAG00000015592
cavia_porcellus ENSCPOG00000014807
cavia_aperea ENSCAPG00000016993
tupaia_belangeri ENSTBEG00000015462
jaculus_jaculus ENSJJAG00000020732
dipodomys_ordii ENSDORG00000009586
ornithorhynchus_anatinus ENSOANG00000004780
pteropus_vampyrus ENSPVAG00000003487
myotis_lucifugus ENSMLUG00000001695
equus_caballus ENSECAG00000015471
equus_asinus_asinus ENSEASG00005012260
ursus_maritimus ENSUMAG00000006888
ursus_americanus ENSUAMG00000006023
ailuropoda_melanoleuca ENSAMEG00000014064
neovison_vison ENSNVIG00000017420
mustela_putorius_furo ENSMPUG00000002131
canis_lupus_dingo ENSCAFG00020016661
canis_lupus_familiaris ENSCAFG00000008428
vulpes_vulpes ENSVVUG00000016499
panthera_tigris_altaica ENSPTIG00000017052
panthera_pardus ENSPPRG00000012566
felis_catus ENSFCAG00000022154
bos_mutus ENSBMUG00000021202
bos_taurus ENSBTAG00000020584
bison_bison_bison ENSBBBG00000016722
capra_hircus ENSCHIG00000019613
ovis_aries ENSOARG00000015713
tursiops_truncatus ENSTTRG00000014662
sus_scrofa ENSSSCG00000009818
vicugna_pacos ENSVPAG00000008401
erinaceus_europaeus ENSEEUG00000000491
dasypus_novemcinctus ENSDNOG00000047364
choloepus_hoffmanni ENSCHOG00000007563
loxodonta_africana ENSLAFG00000000927
procavia_capensis ENSPCAG00000012380
echinops_telfairi ENSETEG00000015355
ornithorhynchus_anatinus ENSOANG00000030941
apteryx_haastii ENSAHAG00000006547
apteryx_owenii ENSAOWG00000015870
apteryx_rowi ENSARWG00000000193
dromaius_novaehollandiae ENSDNVG00000015577
nothoprocta_perdicaria ENSNPEG00000012257
lonchura_striata_domestica ENSLSDG00000005268
taeniopygia_guttata ENSTGUG00000005815
junco_hyemalis ENSJHYG00000011241
zonotrichia_albicollis ENSZALG00000014827
serinus_canaria ENSSCAG00000009579
ficedula_albicollis ENSFALG00000009197
cyanistes_caeruleus ENSCCEG00000023650
parus_major ENSPMJG00000003581
manacus_vitellinus ENSMVIG00005001443
lepidothrix_coronata ENSLCOG00000010158
melopsittacus_undulatus ENSMUNG00000015810
calidris_pygmaea ENSCPGG00000001975
calidris_pugnax ENSCPUG00000007370
gallus_gallus ENSGALG00000003854
coturnix_japonica ENSCJPG00005020462
meleagris_gallopavo ENSMGAG00000003971
numida_meleagris ENSNMEG00000018551
anser_brachyrhynchus ENSABRG00000013596
anas_platyrhynchos_platyrhynchos ENSAPLG00000001267
crocodylus_porosus ENSCPRG00005012149
chelonoidis_abingdonii ENSCABG00000013074
chrysemys_picta_bellii ENSCPBG00000026032
pelodiscus_sinensis ENSPSIG00000005983
sphenodon_punctatus ENSSPUG00000012108
sphenodon_punctatus ENSSPUG00000012104
gopherus_agassizii ENSGAGG00000023787
anolis_carolinensis ENSACAG00000016218
pogona_vitticeps ENSPVIG00000012981
notechis_scutatus ENSNSUG00000011423
salvator_merianae ENSSMRG00000021251
sphenodon_punctatus ENSSPUG00000012082
xenopus_tropicalis ENSXETG00000020945
latimeria_chalumnae ENSLACG00000016484
eptatretus_burgeri ENSEBUG00000008068
ciona_intestinalis ENSCING00000004270
ciona_savignyi ENSCSAVG00000004066
caenorhabditis_elegans_strain_n2 WBGene00017973
