pygocentrus_nattereri ENSPNAG00000007129
astyanax_mexicanus ENSAMXG00000018184
ictalurus_punctatus ENSIPUG00000024513
esox_lucius ENSELUG00000019101
scleropages_formosus ENSSFOG00015023762
paramormyrops_kingsleyae ENSPKIG00000013524
paramormyrops_kingsleyae ENSPKIG00000002752
tetraodon_nigroviridis ENSTNIG00000004385
takifugu_rubripes ENSTRUG00000004341
mola_mola ENSMMOG00000003266
labrus_bergylta ENSLBEG00000025046
amphiprion_ocellaris ENSAOCG00000021453
amphiprion_percula ENSAPEG00000001038
amphiprion_percula ENSAPEG00000000702
amphiprion_ocellaris ENSAOCG00000012973
acanthochromis_polyacanthus ENSAPOG00000013482
stegastes_partitus ENSSPAG00000020686
astatotilapia_calliptera ENSACLG00000007223
maylandia_zebra ENSMZEG00005015707
pundamilia_nyererei ENSPNYG00000005788
haplochromis_burtoni ENSHBUG00000008464
neolamprologus_brichardi ENSNBRG00000016648
oreochromis_niloticus ENSONIG00000015121
amphilophus_citrinellus ENSACIG00000022957
poecilia_formosa ENSPFOG00000009104
poecilia_formosa ENSPFOG00000021914
poecilia_mexicana ENSPMEG00000009164
poecilia_mexicana ENSPMEG00000002557
poecilia_reticulata ENSPREG00000010289
xiphophorus_maculatus ENSXMAG00000014359
xiphophorus_couchianus ENSXCOG00000002946
poecilia_latipinna ENSPLAG00000021728
gambusia_affinis ENSGAFG00000002446
cyprinodon_variegatus ENSCVAG00000004297
fundulus_heteroclitus ENSFHEG00000010371
kryptolebias_marmoratus ENSKMAG00000017756
oryzias_latipes ENSORLG00000019726
oryzias_latipes ENSORLG00020013711
oryzias_latipes_asm223469v1 ENSORLG00015010912
oryzias_melastigma ENSOMEG00000008985
monopterus_albus ENSMALG00000013005
mastacembelus_armatus ENSMAMG00000018677
anabas_testudineus ENSATEG00000014215
seriola_lalandi_dorsalis ENSSLDG00000007779
seriola_dumerili ENSSDUG00000009869
cynoglossus_semilaevis ENSCSEG00000015203
hippocampus_comes ENSHCOG00000008124
scophthalmus_maximus ENSSMAG00000011359
periophthalmus_magnuspinnatus ENSPMGG00000022807
lepisosteus_oculatus ENSLOCG00000002975
pogona_vitticeps ENSPVIG00000003512
anolis_carolinensis ENSACAG00000009897
salvator_merianae ENSSMRG00000016636
notechis_scutatus ENSNSUG00000008163
sphenodon_punctatus ENSSPUG00000002896
lepidothrix_coronata ENSLCOG00000015863
lepidothrix_coronata ENSLCOG00000006919
manacus_vitellinus ENSMVIG00005006677
junco_hyemalis ENSJHYG00000002268
zonotrichia_albicollis ENSZALG00000017144
serinus_canaria ENSSCAG00000009422
ficedula_albicollis ENSFALG00000006329
taeniopygia_guttata ENSTGUG00000009964
lonchura_striata_domestica ENSLSDG00000011821
parus_major ENSPMJG00000014648
cyanistes_caeruleus ENSCCEG00000013834
calidris_pugnax ENSCPUG00000007928
calidris_pygmaea ENSCPGG00000015267
melopsittacus_undulatus ENSMUNG00000003632
anser_brachyrhynchus ENSABRG00000018327
anas_platyrhynchos_platyrhynchos ENSAPLG00000011853
coturnix_japonica ENSCJPG00005008455
gallus_gallus ENSGALG00000014758
meleagris_gallopavo ENSMGAG00000009369
numida_meleagris ENSNMEG00000011191
dromaius_novaehollandiae ENSDNVG00000007482
nothoprocta_perdicaria ENSNPEG00000012880
apteryx_owenii ENSAOWG00000001292
apteryx_haastii ENSAHAG00000000546
apteryx_rowi ENSARWG00000004471
crocodylus_porosus ENSCPRG00005010248
gopherus_agassizii ENSGAGG00000007716
chelonoidis_abingdonii ENSCABG00000017218
chrysemys_picta_bellii ENSCPBG00000006810
pelodiscus_sinensis ENSPSIG00000005238
monodelphis_domestica ENSMODG00000021455
phascolarctos_cinereus ENSPCIG00000024998
sarcophilus_harrisii ENSSHAG00000009354
equus_asinus_asinus ENSEASG00005019429
equus_caballus ENSECAG00000013547
myotis_lucifugus ENSMLUG00000005314
bos_mutus ENSBMUG00000008436
bos_taurus ENSBTAG00000019036
bison_bison_bison ENSBBBG00000002486
capra_hircus ENSCHIG00000022452
