notechis_scutatus ENSNSUG00000010221
sphenodon_punctatus ENSSPUG00000004854
piliocolobus_tephrosceles ENSPTEG00000017620
theropithecus_gelada ENSTGEG00000011167
nomascus_leucogenys ENSNLEG00000030655
heterocephalus_glaber_female ENSHGLG00000007066
pelodiscus_sinensis ENSPSIG00000015024
nothoprocta_perdicaria ENSNPEG00000000380
papio_anubis ENSPANG00000032117
macaca_fascicularis ENSMFAG00000034287
piliocolobus_tephrosceles ENSPTEG00000025157
pan_paniscus ENSPPAG00000027783
pan_troglodytes ENSPTRG00000042835
castor_canadensis ENSCCNG00000015155
castor_canadensis ENSCCNG00000027273
castor_canadensis ENSCCNG00000014563
octodon_degus ENSODEG00000009957
bos_taurus ENSBTAG00000049842
capra_hircus ENSCHIG00000013276
felis_catus ENSFCAG00000045148
canis_lupus_dingo ENSCAFG00020003163
gadus_morhua ENSGMOG00000013139
amphilophus_citrinellus ENSACIG00000009650
esox_lucius ENSELUG00000006761
