chelonoidis_abingdonii ENSCABG00000005708
gopherus_agassizii ENSGAGG00000020481
chrysemys_picta_bellii ENSCPBG00000011089
pelodiscus_sinensis ENSPSIG00000015603
crocodylus_porosus ENSCPRG00005018479
apteryx_owenii ENSAOWG00000006390
apteryx_haastii ENSAHAG00000004427
apteryx_rowi ENSARWG00000009231
dromaius_novaehollandiae ENSDNVG00000018328
nothoprocta_perdicaria ENSNPEG00000003298
parus_major ENSPMJG00000014720
cyanistes_caeruleus ENSCCEG00000003434
ficedula_albicollis ENSFALG00000005971
lonchura_striata_domestica ENSLSDG00000017005
taeniopygia_guttata ENSTGUG00000010970
zonotrichia_albicollis ENSZALG00000008320
junco_hyemalis ENSJHYG00000007352
serinus_canaria ENSSCAG00000001279
lepidothrix_coronata ENSLCOG00000012002
melopsittacus_undulatus ENSMUNG00000001426
gallus_gallus ENSGALG00000008940
meleagris_gallopavo ENSMGAG00000011342
numida_meleagris ENSNMEG00000019846
anser_brachyrhynchus ENSABRG00000003188
anas_platyrhynchos_platyrhynchos ENSAPLG00000008343
calidris_pygmaea ENSCPGG00000015707
calidris_pugnax ENSCPUG00000014370
pogona_vitticeps ENSPVIG00000019486
notechis_scutatus ENSNSUG00000008723
anolis_carolinensis ENSACAG00000014840
salvator_merianae ENSSMRG00000010183
petromyzon_marinus ENSPMAG00000009594
ciona_intestinalis ENSCING00000021400
drosophila_melanogaster FBgn0260003
