pan_paniscus ENSPPAG00000019227
pan_troglodytes ENSPTRG00000048277
gorilla_gorilla ENSGGOG00000023753
pongo_abelii ENSPPYG00000008035
nomascus_leucogenys ENSNLEG00000030474
cercocebus_atys ENSCATG00000039001
mandrillus_leucophaeus ENSMLEG00000031473
papio_anubis ENSPANG00000034272
macaca_fascicularis ENSMFAG00000037007
macaca_mulatta ENSMMUG00000023379
macaca_nemestrina ENSMNEG00000014610
rhinopithecus_bieti ENSRBIG00000030171
rhinopithecus_roxellana ENSRROG00000021698
colobus_angolensis_palliatus ENSCANG00000001694
