pteropus_vampyrus ENSPVAG00000017923
neovison_vison ENSNVIG00000001596
sorex_araneus ENSSARG00000009266
tursiops_truncatus ENSTTRG00000011015
pan_troglodytes ENSPTRG00000050350
pan_paniscus ENSPPAG00000001287
pongo_abelii ENSPPYG00000020705
nomascus_leucogenys ENSNLEG00000033924
theropithecus_gelada ENSTGEG00000022539
papio_anubis ENSPANG00000014529
cercocebus_atys ENSCATG00000035939
macaca_fascicularis ENSMFAG00000040963
aotus_nancymaae ENSANAG00000023052
ochotona_princeps ENSOPRG00000014209
procavia_capensis ENSPCAG00000010907
