caenorhabditis_elegans_strain_n2 WBGene00008639
drosophila_melanogaster FBgn0038590
oryctolagus_cuniculus ENSOCUG00000005490
ochotona_princeps ENSOPRG00000012216
heterocephalus_glaber_female ENSHGLG00000015067
heterocephalus_glaber_male ENSHGLG00100018810
heterocephalus_glaber_male ENSHGLG00100011904
heterocephalus_glaber_female ENSHGLG00000009490
fukomys_damarensis ENSFDAG00000008861
fukomys_damarensis ENSFDAG00000007331
chinchilla_lanigera ENSCLAG00000017214
octodon_degus ENSODEG00000013083
cavia_porcellus ENSCPOG00000012252
cavia_aperea ENSCAPG00000009227
spermophilus_dauricus ENSSDAG00000021336
ictidomys_tridecemlineatus ENSSTOG00000011040
urocitellus_parryii ENSUPAG00010003575
marmota_marmota_marmota ENSMMMG00000022945
castor_canadensis ENSCCNG00000022142
dipodomys_ordii ENSDORG00000026983
mus_spicilegus ENSMSIG00000005403
mus_musculus ENSMUSG00000027628
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025481
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024559
mus_pahari MGP_PahariEiJ_G0026004
rattus_norvegicus ENSRNOG00000020086
meriones_unguiculatus ENSMUGG00000002797
cricetulus_griseus_chok1gshd ENSCGRG00001011146
cricetulus_griseus_crigri-picr ENSCGRG00015025490
cricetulus_griseus_crigri ENSCGRG00000010294
mesocricetus_auratus ENSMAUG00000008346
peromyscus_maniculatus_bairdii ENSPEMG00000019521
jaculus_jaculus ENSJJAG00000010793
jaculus_jaculus ENSJJAG00000017217
tupaia_belangeri ENSTBEG00000004101
macaca_nemestrina ENSMNEG00000037192
macaca_fascicularis ENSMFAG00000030564
mandrillus_leucophaeus ENSMLEG00000037381
chlorocebus_sabaeus ENSCSAG00000010038
piliocolobus_tephrosceles ENSPTEG00000014955
homo_sapiens ENSG00000131043
pan_paniscus ENSPPAG00000038429
pongo_abelii ENSPPYG00000010969
rhinopithecus_roxellana ENSRROG00000041883
rhinopithecus_bieti ENSRBIG00000035131
colobus_angolensis_palliatus ENSCANG00000007708
theropithecus_gelada ENSTGEG00000002436
cercocebus_atys ENSCATG00000031041
gorilla_gorilla ENSGGOG00000027575
pan_troglodytes ENSPTRG00000013456
nomascus_leucogenys ENSNLEG00000032929
cebus_capucinus ENSCCAG00000037250
macaca_mulatta ENSMMUG00000020691
papio_anubis ENSPANG00000017424
callithrix_jacchus ENSCJAG00000017423
saimiri_boliviensis_boliviensis ENSSBOG00000034542
aotus_nancymaae ENSANAG00000029758
carlito_syrichta ENSTSYG00000013684
propithecus_coquereli ENSPCOG00000014542
prolemur_simus ENSPSMG00000019247
microcebus_murinus ENSMICG00000001707
otolemur_garnettii ENSOGAG00000001713
capra_hircus ENSCHIG00000021208
ovis_aries ENSOARG00000015597
bos_taurus ENSBTAG00000001645
bos_mutus ENSBMUG00000009996
bison_bison_bison ENSBBBG00000014198
tursiops_truncatus ENSTTRG00000011494
sus_scrofa ENSSSCG00000007315
equus_asinus_asinus ENSEASG00005003415
equus_caballus ENSECAG00000008929
pteropus_vampyrus ENSPVAG00000005122
myotis_lucifugus ENSMLUG00000011977
ursus_maritimus ENSUMAG00000004174
ursus_americanus ENSUAMG00000013466
ailuropoda_melanoleuca ENSAMEG00000010052
mustela_putorius_furo ENSMPUG00000017781
neovison_vison ENSNVIG00000014148
canis_lupus_familiaris ENSCAFG00000008435
canis_lupus_dingo ENSCAFG00020005856
vulpes_vulpes ENSVVUG00000000699
panthera_pardus ENSPPRG00000011720
panthera_tigris_altaica ENSPTIG00000020177
felis_catus ENSFCAG00000033267
erinaceus_europaeus ENSEEUG00000004276
loxodonta_africana ENSLAFG00000006612
echinops_telfairi ENSETEG00000011979
procavia_capensis ENSPCAG00000016376
choloepus_hoffmanni ENSCHOG00000013287
dasypus_novemcinctus ENSDNOG00000033243
sorex_araneus ENSSARG00000010110
phascolarctos_cinereus ENSPCIG00000014604
monodelphis_domestica ENSMODG00000001427
gopherus_agassizii ENSGAGG00000008031
chelonoidis_abingdonii ENSCABG00000000946
chrysemys_picta_bellii ENSCPBG00000018203
pelodiscus_sinensis ENSPSIG00000016622
crocodylus_porosus ENSCPRG00005013643
pogona_vitticeps ENSPVIG00000022311
notechis_scutatus ENSNSUG00000001137
anolis_carolinensis ENSACAG00000001819
salvator_merianae ENSSMRG00000000867
sphenodon_punctatus ENSSPUG00000008171
apteryx_owenii ENSAOWG00000011832
apteryx_haastii ENSAHAG00000006781
apteryx_rowi ENSARWG00000000124
dromaius_novaehollandiae ENSDNVG00000010435
anser_brachyrhynchus ENSABRG00000016118
anas_platyrhynchos_platyrhynchos ENSAPLG00000012763
gallus_gallus ENSGALG00000001034
coturnix_japonica ENSCJPG00005019622
numida_meleagris ENSNMEG00000014146
lepidothrix_coronata ENSLCOG00000015136
manacus_vitellinus ENSMVIG00005015100
lonchura_striata_domestica ENSLSDG00000011741
taeniopygia_guttata ENSTGUG00000003427
junco_hyemalis ENSJHYG00000005337
parus_major ENSPMJG00000001903
ficedula_albicollis ENSFALG00000012739
cyanistes_caeruleus ENSCCEG00000007451
zonotrichia_albicollis ENSZALG00000008575
meleagris_gallopavo ENSMGAG00000001028
melopsittacus_undulatus ENSMUNG00000006478
calidris_pugnax ENSCPUG00000009207
calidris_pygmaea ENSCPGG00000017925
nothoprocta_perdicaria ENSNPEG00000003170
ornithorhynchus_anatinus ENSOANG00000022263
xenopus_tropicalis ENSXETG00000012109
latimeria_chalumnae ENSLACG00000011312
poecilia_latipinna ENSPLAG00000005921
poecilia_formosa ENSPFOG00000006833
poecilia_mexicana ENSPMEG00000009910
poecilia_reticulata ENSPREG00000018031
xiphophorus_couchianus ENSXCOG00000008078
xiphophorus_maculatus ENSXMAG00000015577
gambusia_affinis ENSGAFG00000021110
cyprinodon_variegatus ENSCVAG00000010492
fundulus_heteroclitus ENSFHEG00000022825
kryptolebias_marmoratus ENSKMAG00000017869
oryzias_latipes ENSORLG00000009569
oryzias_latipes ENSORLG00020001463
oryzias_latipes_asm223469v1 ENSORLG00015018773
oryzias_melastigma ENSOMEG00000012193
maylandia_zebra ENSMZEG00005026542
astatotilapia_calliptera ENSACLG00000025925
maylandia_zebra ENSMZEG00005015310
pundamilia_nyererei ENSPNYG00000001908
haplochromis_burtoni ENSHBUG00000004424
neolamprologus_brichardi ENSNBRG00000015002
oreochromis_niloticus ENSONIG00000017411
amphilophus_citrinellus ENSACIG00000019823
cynoglossus_semilaevis ENSCSEG00000020991
anabas_testudineus ENSATEG00000005558
monopterus_albus ENSMALG00000000239
seriola_dumerili ENSSDUG00000016232
seriola_lalandi_dorsalis ENSSLDG00000025293
scophthalmus_maximus ENSSMAG00000008182
mastacembelus_armatus ENSMAMG00000010708
amphiprion_percula ENSAPEG00000008277
amphiprion_ocellaris ENSAOCG00000013023
acanthochromis_polyacanthus ENSAPOG00000010290
stegastes_partitus ENSSPAG00000020332
stegastes_partitus ENSSPAG00000015946
labrus_bergylta ENSLBEG00000012649
gasterosteus_aculeatus ENSGACG00000002569
takifugu_rubripes ENSTRUG00000002631
tetraodon_nigroviridis ENSTNIG00000017872
mola_mola ENSMMOG00000020410
hippocampus_comes ENSHCOG00000011524
periophthalmus_magnuspinnatus ENSPMGG00000008924
gadus_morhua ENSGMOG00000015584
esox_lucius ENSELUG00000001950
astyanax_mexicanus ENSAMXG00000017993
pygocentrus_nattereri ENSPNAG00000023281
ictalurus_punctatus ENSIPUG00000017068
danio_rerio ENSDARG00000018658
scleropages_formosus ENSSFOG00015022013
paramormyrops_kingsleyae ENSPKIG00000005382
lepisosteus_oculatus ENSLOCG00000004809
eptatretus_burgeri ENSEBUG00000014225
ciona_intestinalis ENSCING00000007482
saccharomyces_cerevisiae YBL074C
