tursiops_truncatus ENSTTRG00000005404
vicugna_pacos ENSVPAG00000004442
pteropus_vampyrus ENSPVAG00000017019
ochotona_princeps ENSOPRG00000003535
procavia_capensis ENSPCAG00000004603
aotus_nancymaae ENSANAG00000022333
callithrix_jacchus ENSCJAG00000045890
cebus_capucinus ENSCCAG00000020691
saimiri_boliviensis_boliviensis ENSSBOG00000022208
rhinopithecus_bieti ENSRBIG00000038060
piliocolobus_tephrosceles ENSPTEG00000030577
mandrillus_leucophaeus ENSMLEG00000039634
macaca_mulatta ENSMMUG00000009317
homo_sapiens ENSG00000048162
gorilla_gorilla ENSGGOG00000014331
nomascus_leucogenys ENSNLEG00000012490
prolemur_simus ENSPSMG00000008383
propithecus_coquereli ENSPCOG00000022235
microcebus_murinus ENSMICG00000004020
colobus_angolensis_palliatus ENSCANG00000033502
rhinopithecus_roxellana ENSRROG00000043701
macaca_nemestrina ENSMNEG00000045451
macaca_fascicularis ENSMFAG00000042965
papio_anubis ENSPANG00000013926
cercocebus_atys ENSCATG00000035739
saimiri_boliviensis_boliviensis ENSSBOG00000027608
erinaceus_europaeus ENSEEUG00000003671
echinops_telfairi ENSETEG00000008000
echinops_telfairi ENSETEG00000010391
echinops_telfairi ENSETEG00000011737
tupaia_belangeri ENSTBEG00000013605
choloepus_hoffmanni ENSCHOG00000001413
