cynoglossus_semilaevis ENSCSEG00000021761
gouania_willdenowi ENSGWIG00000012039
takifugu_rubripes ENSTRUG00000014564
larimichthys_crocea ENSLCRG00005001034
mola_mola ENSMMOG00000018500
seriola_dumerili ENSSDUG00000000249
seriola_lalandi ENSSLDG00000008276
scophthalmus_maximus ENSSMAG00000000735
lates_calcarifer ENSLCAG00010022851
amphiprion_ocellaris ENSAOCG00000019311
amphiprion_percula ENSAPEG00000018615
acanthochromis_polyacanthus ENSAPOG00000009841
stegastes_partitus ENSSPAG00000005555
periophthalmus_magnuspinnatus ENSPMGG00000002326
hippocampus_comes ENSHCOG00000016188
esox_lucius ENSELUG00000017120
astyanax_mexicanus ENSAMXG00005021847
lepisosteus_oculatus ENSLOCG00000015929
latimeria_chalumnae ENSLACG00000007622
xenopus_tropicalis ENSXETG00000020096
gadus_morhua ENSGMOG00000019272
electrophorus_electricus ENSEEEG00000022560
erpetoichthys_calabaricus ENSECRG00000017359
erpetoichthys_calabaricus ENSECRG00000014159
erpetoichthys_calabaricus ENSECRG00000000551
chrysemys_picta ENSCPBG00000012524
pelodiscus_sinensis ENSPSIG00000003364
parus_major ENSPMJG00000001762
junco_hyemalis ENSJHYG00000006499
calidris_pugnax ENSCPUG00000012051
dromaius_novaehollandiae ENSDNVG00000014878
salvator_merianae ENSSMRG00000022163
sphenodon_punctatus ENSSPUG00000002838
petromyzon_marinus ENSPMAG00000009502
