cynoglossus_semilaevis ENSCSEG00000014200
takifugu_rubripes ENSTRUG00000022162
fundulus_heteroclitus ENSFHEG00000010762
cyprinodon_variegatus ENSCVAG00000010432
poecilia_mexicana ENSPMEG00000008728
poecilia_formosa ENSPFOG00000015384
poecilia_latipinna ENSPLAG00000020679
poecilia_reticulata ENSPREG00000009503
xiphophorus_maculatus ENSXMAG00000014754
xiphophorus_couchianus ENSXCOG00000012091
gambusia_affinis ENSGAFG00000005275
kryptolebias_marmoratus ENSKMAG00000020528
oryzias_latipes_asm223469v1 ENSORLG00015002041
oryzias_latipes ENSORLG00020003829
oryzias_latipes ENSORLG00000010481
oryzias_melastigma ENSOMEG00000004978
mola_mola ENSMMOG00000015381
anabas_testudineus ENSATEG00000021358
monopterus_albus ENSMALG00000005748
mastacembelus_armatus ENSMAMG00000020177
anabas_testudineus ENSATEG00000021380
anabas_testudineus ENSATEG00000021259
amphiprion_percula ENSAPEG00000006220
amphiprion_ocellaris ENSAOCG00000022473
acanthochromis_polyacanthus ENSAPOG00000021866
stegastes_partitus ENSSPAG00000013074
neolamprologus_brichardi ENSNBRG00000010212
neolamprologus_brichardi ENSNBRG00000004428
astatotilapia_calliptera ENSACLG00000008437
maylandia_zebra ENSMZEG00005011397
pundamilia_nyererei ENSPNYG00000016348
haplochromis_burtoni ENSHBUG00000017945
oreochromis_niloticus ENSONIG00000017038
maylandia_zebra ENSMZEG00005007799
astatotilapia_calliptera ENSACLG00000024781
pundamilia_nyererei ENSPNYG00000005618
haplochromis_burtoni ENSHBUG00000006064
neolamprologus_brichardi ENSNBRG00000015524
oreochromis_niloticus ENSONIG00000020234
amphilophus_citrinellus ENSACIG00000007220
seriola_lalandi_dorsalis ENSSLDG00000025678
seriola_dumerili ENSSDUG00000000119
scophthalmus_maximus ENSSMAG00000004464
labrus_bergylta ENSLBEG00000008766
labrus_bergylta ENSLBEG00000001744
periophthalmus_magnuspinnatus ENSPMGG00000001370
hippocampus_comes ENSHCOG00000014319
esox_lucius ENSELUG00000018323
pygocentrus_nattereri ENSPNAG00000000829
astyanax_mexicanus ENSAMXG00000020982
pygocentrus_nattereri ENSPNAG00000000817
astyanax_mexicanus ENSAMXG00000042131
ictalurus_punctatus ENSIPUG00000017987
ictalurus_punctatus ENSIPUG00000007898
danio_rerio ENSDARG00000016704
danio_rerio ENSDARG00000026359
scleropages_formosus ENSSFOG00015015048
paramormyrops_kingsleyae ENSPKIG00000008337
lepisosteus_oculatus ENSLOCG00000009266
anolis_carolinensis ENSACAG00000010301
anolis_carolinensis ENSACAG00000010420
pogona_vitticeps ENSPVIG00000005770
notechis_scutatus ENSNSUG00000014926
salvator_merianae ENSSMRG00000008548
sphenodon_punctatus ENSSPUG00000001732
calidris_pygmaea ENSCPGG00000016685
calidris_pugnax ENSCPUG00000011344
melopsittacus_undulatus ENSMUNG00000008387
lonchura_striata_domestica ENSLSDG00000017249
taeniopygia_guttata ENSTGUG00000003586
junco_hyemalis ENSJHYG00000013430
zonotrichia_albicollis ENSZALG00000014399
serinus_canaria ENSSCAG00000012221
parus_major ENSPMJG00000013968
cyanistes_caeruleus ENSCCEG00000019613
ficedula_albicollis ENSFALG00000012957
manacus_vitellinus ENSMVIG00005018844
anas_platyrhynchos_platyrhynchos ENSAPLG00000002362
anser_brachyrhynchus ENSABRG00000020345
meleagris_gallopavo ENSMGAG00000003814
coturnix_japonica ENSCJPG00005001759
gallus_gallus ENSGALG00000003935
numida_meleagris ENSNMEG00000015003
apteryx_owenii ENSAOWG00000016178
apteryx_haastii ENSAHAG00000016053
apteryx_rowi ENSARWG00000001852
dromaius_novaehollandiae ENSDNVG00000005140
nothoprocta_perdicaria ENSNPEG00000007208
sarcophilus_harrisii ENSSHAG00000011060
notamacropus_eugenii ENSMEUG00000009054
monodelphis_domestica ENSMODG00000025722
pan_troglodytes ENSPTRG00000002552
pan_paniscus ENSPPAG00000043142
homo_sapiens ENSG00000108187
gorilla_gorilla ENSGGOG00000009363
pongo_abelii ENSPPYG00000002398
nomascus_leucogenys ENSNLEG00000011858
piliocolobus_tephrosceles ENSPTEG00000028651
colobus_angolensis_palliatus ENSCANG00000043395
rhinopithecus_bieti ENSRBIG00000001675
rhinopithecus_roxellana ENSRROG00000028733
mandrillus_leucophaeus ENSMLEG00000036584
chlorocebus_sabaeus ENSCSAG00000007555
papio_anubis ENSPANG00000022106
theropithecus_gelada ENSTGEG00000029231
cercocebus_atys ENSCATG00000020380
macaca_fascicularis ENSMFAG00000035594
macaca_mulatta ENSMMUG00000015125
macaca_nemestrina ENSMNEG00000039767
saimiri_boliviensis_boliviensis ENSSBOG00000032895
callithrix_jacchus ENSCJAG00000019181
cebus_capucinus ENSCCAG00000027594
aotus_nancymaae ENSANAG00000035799
carlito_syrichta ENSTSYG00000013283
propithecus_coquereli ENSPCOG00000019095
microcebus_murinus ENSMICG00000007573
prolemur_simus ENSPSMG00000010204
otolemur_garnettii ENSOGAG00000000982
dipodomys_ordii ENSDORG00000026237
dipodomys_ordii ENSDORG00000015811
castor_canadensis ENSCCNG00000000766
mus_musculus ENSMUSG00000112129
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015397
rattus_norvegicus ENSRNOG00000000386
meriones_unguiculatus ENSMUGG00000016507
cricetulus_griseus_chok1gshd ENSCGRG00001010588
cricetulus_griseus_crigri-picr ENSCGRG00015011481
cricetulus_griseus_crigri ENSCGRG00000013802
mesocricetus_auratus ENSMAUG00000022220
microtus_ochrogaster ENSMOCG00000003815
peromyscus_maniculatus_bairdii ENSPEMG00000025298
cricetulus_griseus_crigri ENSCGRG00000016011
cricetulus_griseus_chok1gshd ENSCGRG00001016015
mesocricetus_auratus ENSMAUG00000022266
microtus_ochrogaster ENSMOCG00000022511
peromyscus_maniculatus_bairdii ENSPEMG00000024713
mus_spicilegus ENSMSIG00000030356
mus_musculus ENSMUSG00000020072
mus_pahari MGP_PahariEiJ_G0030813
meriones_unguiculatus ENSMUGG00000016498
nannospalax_galili ENSNGAG00000018423
nannospalax_galili ENSNGAG00000023592
jaculus_jaculus ENSJJAG00000018983
heterocephalus_glaber_female ENSHGLG00000011042
heterocephalus_glaber_male ENSHGLG00100016699
fukomys_damarensis ENSFDAG00000015237
cavia_porcellus ENSCPOG00000019806
cavia_aperea ENSCAPG00000010116
octodon_degus ENSODEG00000004402
chinchilla_lanigera ENSCLAG00000010284
ictidomys_tridecemlineatus ENSSTOG00000006239
spermophilus_dauricus ENSSDAG00000020007
urocitellus_parryii ENSUPAG00010008386
