bos_taurus ENSBTAG00000002367
bos_indicus ENSBIXG00005006299
bos_indicus ENSBIXG00000029888
bos_mutus ENSBMUG00000014365
bison_bison ENSBBBG00000005994
capra_hircus ENSCHIG00000008542
sus_scrofa ENSSSCG00000027252
tursiops_truncatus ENSTTRG00000011208
myotis_lucifugus ENSMLUG00000001390
pan_troglodytes ENSPTRG00000043434
pan_troglodytes ENSPTRG00000007679
pan_paniscus ENSPPAG00000036545
homo_sapiens ENSG00000103145
gorilla_gorilla ENSGGOG00000005157
pongo_abelii ENSPPYG00000007026
nomascus_leucogenys ENSNLEG00000009541
macaca_nemestrina ENSMNEG00000033095
macaca_fascicularis ENSMFAG00000037663
chlorocebus_sabaeus ENSCSAG00000010254
theropithecus_gelada ENSTGEG00000025870
mandrillus_leucophaeus ENSMLEG00000033933
papio_anubis ENSPANG00000031200
cercocebus_atys ENSCATG00000026383
colobus_angolensis ENSCANG00000041595
piliocolobus_tephrosceles ENSPTEG00000013345
rhinopithecus_bieti ENSRBIG00000028322
rhinopithecus_roxellana ENSRROG00000032141
saimiri_boliviensis ENSSBOG00000035269
cebus_capucinus ENSCCAG00000037345
callithrix_jacchus ENSCJAG00000015444
aotus_nancymaae ENSANAG00000008566
carlito_syrichta ENSTSYG00000032119
carlito_syrichta ENSTSYG00000010601
propithecus_coquereli ENSPCOG00000023930
prolemur_simus ENSPSMG00000017133
microcebus_murinus ENSMICG00000001884
otolemur_garnettii ENSOGAG00000008586
tupaia_belangeri ENSTBEG00000015012
mus_musculus ENSMUSG00000023904
mus_spicilegus ENSMSIG00000014340
mus_spretus MGP_SPRETEiJ_G0022061
mus_caroli MGP_CAROLIEiJ_G0021151
mus_pahari MGP_PahariEiJ_G0023468
rattus_norvegicus ENSRNOG00000003542
meriones_unguiculatus ENSMUGG00000017479
cricetulus_griseus ENSCGRG00001015152
cricetulus_griseus ENSCGRG00015011405
cricetulus_griseus ENSCGRG00000017075
mesocricetus_auratus ENSMAUG00000021270
microtus_ochrogaster ENSMOCG00000022196
microtus_ochrogaster ENSMOCG00000022715
peromyscus_maniculatus ENSPEMG00000021670
nannospalax_galili ENSNGAG00000016212
jaculus_jaculus ENSJJAG00000015768
heterocephalus_glaber ENSHGLG00100005162
heterocephalus_glaber ENSHGLG00000018517
fukomys_damarensis ENSFDAG00000008369
chinchilla_lanigera ENSCLAG00000013406
octodon_degus ENSODEG00000013363
dipodomys_ordii ENSDORG00000029407
oryctolagus_cuniculus ENSOCUG00000017202
ochotona_princeps ENSOPRG00000005688
equus_asinus ENSEASG00005006081
equus_caballus ENSECAG00000021500
ursus_americanus ENSUAMG00000007922
ursus_maritimus ENSUMAG00000000827
ailuropoda_melanoleuca ENSAMEG00000005504
neovison_vison ENSNVIG00000023280
canis_lupus ENSCAFG00020025879
canis_lupus ENSCAFG00000019332
vulpes_vulpes ENSVVUG00000008660
panthera_pardus ENSPPRG00000001171
panthera_tigris ENSPTIG00000018726
felis_catus ENSFCAG00000007273
pteropus_vampyrus ENSPVAG00000008991
vicugna_pacos ENSVPAG00000002049
ovis_aries ENSOARG00000000865
ictidomys_tridecemlineatus ENSSTOG00000010095
spermophilus_dauricus ENSSDAG00000008642
urocitellus_parryii ENSUPAG00010018447
marmota_marmota ENSMMMG00000008318
castor_canadensis ENSCCNG00000018101
loxodonta_africana ENSLAFG00000028042
procavia_capensis ENSPCAG00000015363
dasypus_novemcinctus ENSDNOG00000036341
phascolarctos_cinereus ENSPCIG00000012168
vombatus_ursinus ENSVURG00010000462
ornithorhynchus_anatinus ENSOANG00000029081
xenopus_tropicalis ENSXETG00000006088
