gallus_gallus ENSGALG00000053997
meleagris_gallopavo ENSMGAG00000008539
anolis_carolinensis ENSACAG00000022695
anolis_carolinensis ENSACAG00000009474
sphenodon_punctatus ENSSPUG00000001749
pelodiscus_sinensis ENSPSIG00000017017
pelodiscus_sinensis ENSPSIG00000001667
ficedula_albicollis ENSFALG00000003891
taeniopygia_guttata ENSTGUG00000009961
ornithorhynchus_anatinus ENSOANG00000020830
latimeria_chalumnae ENSLACG00000001646
pteropus_vampyrus ENSPVAG00000010082
myotis_lucifugus ENSMLUG00000014265
capra_hircus ENSCHIG00000022575
ovis_aries ENSOARG00000018652
bison_bison_bison ENSBBBG00000011029
bos_mutus ENSBMUG00000019818
bos_taurus ENSBTAG00000031166
tursiops_truncatus ENSTTRG00000012788
sus_scrofa ENSSSCG00000016130
vicugna_pacos ENSVPAG00000008494
ursus_americanus ENSUAMG00000026760
ursus_maritimus ENSUMAG00000022505
ailuropoda_melanoleuca ENSAMEG00000003008
mustela_putorius_furo ENSMPUG00000000463
neovison_vison ENSNVIG00000005326
canis_lupus_dingo ENSCAFG00020000545
canis_lupus_familiaris ENSCAFG00000013389
vulpes_vulpes ENSVVUG00000016880
felis_catus ENSFCAG00000041779
equus_caballus ENSECAG00000039959
equus_asinus_asinus ENSEASG00005002923
erinaceus_europaeus ENSEEUG00000014997
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015007
mus_musculus ENSMUSG00000027520
mus_spicilegus ENSMSIG00000012889
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014200
mus_pahari MGP_PahariEiJ_G0027438
rattus_norvegicus ENSRNOG00000024114
meriones_unguiculatus ENSMUGG00000001014
peromyscus_maniculatus_bairdii ENSPEMG00000029531
microtus_ochrogaster ENSMOCG00000021962
cricetulus_griseus_crigri-picr ENSCGRG00015028869
cricetulus_griseus_crigri ENSCGRG00000011400
cricetulus_griseus_chok1gshd ENSCGRG00001018156
mesocricetus_auratus ENSMAUG00000017491
nannospalax_galili ENSNGAG00000010826
heterocephalus_glaber_female ENSHGLG00000008783
heterocephalus_glaber_male ENSHGLG00100005921
urocitellus_parryii ENSUPAG00010007725
ictidomys_tridecemlineatus ENSSTOG00000001663
spermophilus_dauricus ENSSDAG00000019898
marmota_marmota_marmota ENSMMMG00000014650
oryctolagus_cuniculus ENSOCUG00000009421
ochotona_princeps ENSOPRG00000002455
tupaia_belangeri ENSTBEG00000005244
pan_paniscus ENSPPAG00000038901
pan_troglodytes ENSPTRG00000029052
gorilla_gorilla ENSGGOG00000023142
homo_sapiens ENSG00000204186
pongo_abelii ENSPPYG00000013109
nomascus_leucogenys ENSNLEG00000007100
macaca_fascicularis ENSMFAG00000044616
macaca_mulatta ENSMMUG00000031276
macaca_nemestrina ENSMNEG00000031863
cercocebus_atys ENSCATG00000037091
theropithecus_gelada ENSTGEG00000003825
papio_anubis ENSPANG00000023236
mandrillus_leucophaeus ENSMLEG00000026949
chlorocebus_sabaeus ENSCSAG00000010233
rhinopithecus_bieti ENSRBIG00000033928
rhinopithecus_roxellana ENSRROG00000032109
colobus_angolensis_palliatus ENSCANG00000025878
piliocolobus_tephrosceles ENSPTEG00000033833
saimiri_boliviensis_boliviensis ENSSBOG00000011111
cebus_capucinus ENSCCAG00000026606
callithrix_jacchus ENSCJAG00000005812
aotus_nancymaae ENSANAG00000020305
carlito_syrichta ENSTSYG00000035582
propithecus_coquereli ENSPCOG00000019226
prolemur_simus ENSPSMG00000007318
microcebus_murinus ENSMICG00000044925
otolemur_garnettii ENSOGAG00000016996
choloepus_hoffmanni ENSCHOG00000013322
dasypus_novemcinctus ENSDNOG00000036730
loxodonta_africana ENSLAFG00000014253
procavia_capensis ENSPCAG00000010958
echinops_telfairi ENSETEG00000004227
monodelphis_domestica ENSMODG00000029278
rhinopithecus_roxellana ENSRROG00000038654
piliocolobus_tephrosceles ENSPTEG00000031973
rhinopithecus_roxellana ENSRROG00000033124
macaca_fascicularis ENSMFAG00000001705
pongo_abelii ENSPPYG00000005139
aotus_nancymaae ENSANAG00000026375
rhinopithecus_bieti ENSRBIG00000037150
carlito_syrichta ENSTSYG00000035967
propithecus_coquereli ENSPCOG00000021746
microcebus_murinus ENSMICG00000046556
prolemur_simus ENSPSMG00000019266
tupaia_belangeri ENSTBEG00000005478
ictidomys_tridecemlineatus ENSSTOG00000034937
marmota_marmota_marmota ENSMMMG00000004726
castor_canadensis ENSCCNG00000027430
bos_mutus ENSBMUG00000022194
ovis_aries ENSOARG00000011509
tursiops_truncatus ENSTTRG00000000380
equus_asinus_asinus ENSEASG00005016690
ursus_americanus ENSUAMG00000026917
neovison_vison ENSNVIG00000010197
canis_lupus_dingo ENSCAFG00020010289
vulpes_vulpes ENSVVUG00000004596
panthera_pardus ENSPPRG00000014245
pteropus_vampyrus ENSPVAG00000009388
myotis_lucifugus ENSMLUG00000023756
loxodonta_africana ENSLAFG00000014556
ochotona_princeps ENSOPRG00000012995
dasypus_novemcinctus ENSDNOG00000046111
paramormyrops_kingsleyae ENSPKIG00000017005
scleropages_formosus ENSSFOG00015004215
ictalurus_punctatus ENSIPUG00000013772
astyanax_mexicanus ENSAMXG00000034650
poecilia_formosa ENSPFOG00000006135
lepisosteus_oculatus ENSLOCG00000010827
