apteryx_owenii ENSAOWG00000002889
apteryx_haastii ENSAHAG00000005349
apteryx_rowi ENSARWG00000002073
dromaius_novaehollandiae ENSDNVG00000005834
manacus_vitellinus ENSMVIG00005013791
lepidothrix_coronata ENSLCOG00000014866
serinus_canaria ENSSCAG00000005761
lonchura_striata ENSLSDG00000017394
calidris_pygmaea ENSCPGG00000010188
calidris_pugnax ENSCPUG00000018744
melopsittacus_undulatus ENSMUNG00000004505
anser_brachyrhynchus ENSABRG00000021890
coturnix_japonica ENSCJPG00005013996
nothoprocta_perdicaria ENSNPEG00000001655
bison_bison ENSBBBG00000016018
panthera_pardus ENSPPRG00000023369
