mola_mola ENSMMOG00000002022
gasterosteus_aculeatus ENSGACG00000006183
labrus_bergylta ENSLBEG00000026274
monopterus_albus ENSMALG00000006742
mastacembelus_armatus ENSMAMG00000007564
anabas_testudineus ENSATEG00000004297
poecilia_latipinna ENSPLAG00000008385
poecilia_reticulata ENSPREG00000020738
poecilia_mexicana ENSPMEG00000008009
poecilia_formosa ENSPFOG00000010841
xiphophorus_maculatus ENSXMAG00000006817
xiphophorus_couchianus ENSXCOG00000011204
gambusia_affinis ENSGAFG00000017512
fundulus_heteroclitus ENSFHEG00000008836
cyprinodon_variegatus ENSCVAG00000012670
kryptolebias_marmoratus ENSKMAG00000000185
amphiprion_percula ENSAPEG00000000784
amphiprion_ocellaris ENSAOCG00000012029
acanthochromis_polyacanthus ENSAPOG00000012672
stegastes_partitus ENSSPAG00000020001
seriola_dumerili ENSSDUG00000009863
seriola_lalandi_dorsalis ENSSLDG00000004370
scophthalmus_maximus ENSSMAG00000006523
oryzias_latipes ENSORLG00000022392
oryzias_latipes_asm223469v1 ENSORLG00015018635
oryzias_latipes ENSORLG00020003935
oryzias_melastigma ENSOMEG00000018683
astatotilapia_calliptera ENSACLG00000002906
pundamilia_nyererei ENSPNYG00000000593
maylandia_zebra ENSMZEG00005027010
haplochromis_burtoni ENSHBUG00000016276
neolamprologus_brichardi ENSNBRG00000001533
oreochromis_niloticus ENSONIG00000012138
amphilophus_citrinellus ENSACIG00000014135
takifugu_rubripes ENSTRUG00000025927
tetraodon_nigroviridis ENSTNIG00000017454
cynoglossus_semilaevis ENSCSEG00000000159
periophthalmus_magnuspinnatus ENSPMGG00000011405
gadus_morhua ENSGMOG00000007307
scleropages_formosus ENSSFOG00015016529
pygocentrus_nattereri ENSPNAG00000020431
astyanax_mexicanus ENSAMXG00000035148
ictalurus_punctatus ENSIPUG00000019308
danio_rerio ENSDARG00000098588
esox_lucius ENSELUG00000005144
paramormyrops_kingsleyae ENSPKIG00000003301
lepisosteus_oculatus ENSLOCG00000012719
anser_brachyrhynchus ENSABRG00000009771
anas_platyrhynchos_platyrhynchos ENSAPLG00000025385
gallus_gallus ENSGALG00000032239
coturnix_japonica ENSCJPG00005013690
meleagris_gallopavo ENSMGAG00000002945
numida_meleagris ENSNMEG00000005119
calidris_pygmaea ENSCPGG00000003004
calidris_pugnax ENSCPUG00000015164
zonotrichia_albicollis ENSZALG00000004754
junco_hyemalis ENSJHYG00000006305
cyanistes_caeruleus ENSCCEG00000017061
parus_major ENSPMJG00000006642
ficedula_albicollis ENSFALG00000011737
taeniopygia_guttata ENSTGUG00000006659
lonchura_striata_domestica ENSLSDG00000004199
serinus_canaria ENSSCAG00000008155
lepidothrix_coronata ENSLCOG00000002767
manacus_vitellinus ENSMVIG00005009428
apteryx_rowi ENSARWG00000006684
apteryx_owenii ENSAOWG00000006446
apteryx_haastii ENSAHAG00000013514
dromaius_novaehollandiae ENSDNVG00000017605
nothoprocta_perdicaria ENSNPEG00000008864
gopherus_agassizii ENSGAGG00000008257
chelonoidis_abingdonii ENSCABG00000009881
chrysemys_picta_bellii ENSCPBG00000013450
pelodiscus_sinensis ENSPSIG00000013141
crocodylus_porosus ENSCPRG00005018642
notechis_scutatus ENSNSUG00000007685
pogona_vitticeps ENSPVIG00000015022
anolis_carolinensis ENSACAG00000003309
salvator_merianae ENSSMRG00000015466
sphenodon_punctatus ENSSPUG00000001281
phascolarctos_cinereus ENSPCIG00000027868
monodelphis_domestica ENSMODG00000000228
ovis_aries ENSOARG00000020267
capra_hircus ENSCHIG00000027212
bos_mutus ENSBMUG00000018161
bos_taurus ENSBTAG00000013477
tursiops_truncatus ENSTTRG00000011414
myotis_lucifugus ENSMLUG00000001083
sorex_araneus ENSSARG00000004614
equus_asinus_asinus ENSEASG00005016447
equus_caballus ENSECAG00000007043
erinaceus_europaeus ENSEEUG00000000119
ursus_americanus ENSUAMG00000016590
