apteryx_rowi ENSARWG00000008556
apteryx_owenii ENSAOWG00000019418
nothoprocta_perdicaria ENSNPEG00000003769
gallus_gallus ENSGALG00000053641
coturnix_japonica ENSCJPG00005015157
meleagris_gallopavo ENSMGAG00000000676
numida_meleagris ENSNMEG00000006993
parus_major ENSPMJG00000001707
junco_hyemalis ENSJHYG00000008689
serinus_canaria ENSSCAG00000011949
pogona_vitticeps ENSPVIG00000020104
nannospalax_galili ENSNGAG00000009739
mesocricetus_auratus ENSMAUG00000001664
jaculus_jaculus ENSJJAG00000016344
ictidomys_tridecemlineatus ENSSTOG00000024097
dipodomys_ordii ENSDORG00000025269
cavia_porcellus ENSCPOG00000035575
chinchilla_lanigera ENSCLAG00000011743
octodon_degus ENSODEG00000012686
fukomys_damarensis ENSFDAG00000012389
latimeria_chalumnae ENSLACG00000011015
neolamprologus_brichardi ENSNBRG00000003513
amphilophus_citrinellus ENSACIG00000007911
periophthalmus_magnuspinnatus ENSPMGG00000007774
tetraodon_nigroviridis ENSTNIG00000008057
gadus_morhua ENSGMOG00000008543
hippocampus_comes ENSHCOG00000005761
pygocentrus_nattereri ENSPNAG00000017143
takifugu_rubripes ENSTRUG00000020001
tetraodon_nigroviridis ENSTNIG00000008408
labrus_bergylta ENSLBEG00000017010
mastacembelus_armatus ENSMAMG00000007312
monopterus_albus ENSMALG00000008802
anabas_testudineus ENSATEG00000007866
scophthalmus_maximus ENSSMAG00000015570
cynoglossus_semilaevis ENSCSEG00000002393
seriola_dumerili ENSSDUG00000008890
seriola_lalandi_dorsalis ENSSLDG00000024383
amphiprion_ocellaris ENSAOCG00000018271
amphiprion_percula ENSAPEG00000019781
acanthochromis_polyacanthus ENSAPOG00000006780
stegastes_partitus ENSSPAG00000017897
pundamilia_nyererei ENSPNYG00000012745
haplochromis_burtoni ENSHBUG00000014149
maylandia_zebra ENSMZEG00005022506
astatotilapia_calliptera ENSACLG00000017762
neolamprologus_brichardi ENSNBRG00000017669
cyprinodon_variegatus ENSCVAG00000021715
fundulus_heteroclitus ENSFHEG00000001854
xiphophorus_maculatus ENSXMAG00000026233
gambusia_affinis ENSGAFG00000020658
poecilia_latipinna ENSPLAG00000007259
poecilia_formosa ENSPFOG00000024231
poecilia_mexicana ENSPMEG00000014445
poecilia_reticulata ENSPREG00000009408
kryptolebias_marmoratus ENSKMAG00000018481
oryzias_latipes_asm223469v1 ENSORLG00015020592
oryzias_latipes ENSORLG00000022171
oryzias_latipes ENSORLG00020006517
oryzias_melastigma ENSOMEG00000022415
hippocampus_comes ENSHCOG00000013518
gadus_morhua ENSGMOG00000013334
esox_lucius ENSELUG00000003690
seriola_lalandi_dorsalis ENSSLDG00000025587
mastacembelus_armatus ENSMAMG00000017514
acanthochromis_polyacanthus ENSAPOG00000014022
esox_lucius ENSELUG00000016428
pygocentrus_nattereri ENSPNAG00000002604
ictalurus_punctatus ENSIPUG00000021680
paramormyrops_kingsleyae ENSPKIG00000007383
paramormyrops_kingsleyae ENSPKIG00000000525
lepisosteus_oculatus ENSLOCG00000014863
