mus_spicilegus ENSMSIG00000028774
meriones_unguiculatus ENSMUGG00000023072
peromyscus_maniculatus_bairdii ENSPEMG00000027134
marmota_marmota_marmota ENSMMMG00000023392
vulpes_vulpes ENSVVUG00000024090
canis_lupus_dingo ENSCAFG00020010738
ursus_maritimus ENSUMAG00000006200
neovison_vison ENSNVIG00000002590
bison_bison_bison ENSBBBG00000019326
bos_taurus ENSBTAG00000054328
marmota_marmota_marmota ENSMMMG00000023394
urocitellus_parryii ENSUPAG00010011202
meriones_unguiculatus ENSMUGG00000023070
bos_mutus ENSBMUG00000024267
phascolarctos_cinereus ENSPCIG00000030632
