pan_troglodytes ENSPTRG00000000397
pan_paniscus ENSPPAG00000035934
homo_sapiens ENSG00000158246
gorilla_gorilla ENSGGOG00000008075
pongo_abelii ENSPPYG00000001670
nomascus_leucogenys ENSNLEG00000009432
papio_anubis ENSPANG00000007821
theropithecus_gelada ENSTGEG00000008039
chlorocebus_sabaeus ENSCSAG00000000987
macaca_nemestrina ENSMNEG00000042604
macaca_mulatta ENSMMUG00000015115
macaca_fascicularis ENSMFAG00000003756
mandrillus_leucophaeus ENSMLEG00000042465
cercocebus_atys ENSCATG00000017109
rhinopithecus_roxellana ENSRROG00000045423
rhinopithecus_bieti ENSRBIG00000033865
colobus_angolensis_palliatus ENSCANG00000027512
piliocolobus_tephrosceles ENSPTEG00000016751
cebus_capucinus ENSCCAG00000036493
saimiri_boliviensis_boliviensis ENSSBOG00000023376
callithrix_jacchus ENSCJAG00000010081
aotus_nancymaae ENSANAG00000028081
carlito_syrichta ENSTSYG00000035698
prolemur_simus ENSPSMG00000010558
propithecus_coquereli ENSPCOG00000011763
microcebus_murinus ENSMICG00000033781
otolemur_garnettii ENSOGAG00000002086
tupaia_belangeri ENSTBEG00000002227
castor_canadensis ENSCCNG00000025449
dipodomys_ordii ENSDORG00000015648
cricetulus_griseus_chok1gshd ENSCGRG00001024770
cricetulus_griseus_crigri-picr ENSCGRG00015016389
cricetulus_griseus_crigri ENSCGRG00000003851
mesocricetus_auratus ENSMAUG00000014675
microtus_ochrogaster ENSMOCG00000006029
peromyscus_maniculatus_bairdii ENSPEMG00000026289
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027570
mus_spicilegus ENSMSIG00000026455
mus_musculus ENSMUSG00000046694
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026589
mus_pahari MGP_PahariEiJ_G0028922
rattus_norvegicus ENSRNOG00000056153
meriones_unguiculatus ENSMUGG00000020458
nannospalax_galili ENSNGAG00000010187
jaculus_jaculus ENSJJAG00000017789
jaculus_jaculus ENSJJAG00000016845
heterocephalus_glaber_female ENSHGLG00000008692
heterocephalus_glaber_male ENSHGLG00100002251
heterocephalus_glaber_male ENSHGLG00100013467
heterocephalus_glaber_female ENSHGLG00000010460
fukomys_damarensis ENSFDAG00000000679
cavia_porcellus ENSCPOG00000032542
cavia_aperea ENSCAPG00000015837
octodon_degus ENSODEG00000003616
chinchilla_lanigera ENSCLAG00000010180
marmota_marmota_marmota ENSMMMG00000013661
spermophilus_dauricus ENSSDAG00000019565
urocitellus_parryii ENSUPAG00010021251
ictidomys_tridecemlineatus ENSSTOG00000022787
erinaceus_europaeus ENSEEUG00000011429
pteropus_vampyrus ENSPVAG00000004419
myotis_lucifugus ENSMLUG00000004676
equus_caballus ENSECAG00000018835
equus_asinus_asinus ENSEASG00005008682
sus_scrofa ENSSSCG00000036755
tursiops_truncatus ENSTTRG00000006556
capra_hircus ENSCHIG00000019519
ovis_aries ENSOARG00000003875
bos_mutus ENSBMUG00000016880
bos_taurus ENSBTAG00000018413
bison_bison_bison ENSBBBG00000002954
sorex_araneus ENSSARG00000003874
ursus_americanus ENSUAMG00000005925
ailuropoda_melanoleuca ENSAMEG00000010835
neovison_vison ENSNVIG00000023724
mustela_putorius_furo ENSMPUG00000015656
canis_lupus_familiaris ENSCAFG00000028558
canis_lupus_dingo ENSCAFG00020021681
vulpes_vulpes ENSVVUG00000012066
panthera_pardus ENSPPRG00000023756
panthera_tigris_altaica ENSPTIG00000014641
felis_catus ENSFCAG00000010300
castor_canadensis ENSCCNG00000004023
ursus_maritimus ENSUMAG00000011875
oryctolagus_cuniculus ENSOCUG00000006426
ochotona_princeps ENSOPRG00000016453
loxodonta_africana ENSLAFG00000023075
procavia_capensis ENSPCAG00000002766
echinops_telfairi ENSETEG00000006030
dasypus_novemcinctus ENSDNOG00000046099
phascolarctos_cinereus ENSPCIG00000031333
notamacropus_eugenii ENSMEUG00000011770
monodelphis_domestica ENSMODG00000014427
taeniopygia_guttata ENSTGUG00000000977
serinus_canaria ENSSCAG00000001630
ficedula_albicollis ENSFALG00000014519
pogona_vitticeps ENSPVIG00000013275
anolis_carolinensis ENSACAG00000016761
notechis_scutatus ENSNSUG00000013892
salvator_merianae ENSSMRG00000002406
sphenodon_punctatus ENSSPUG00000018249
apteryx_haastii ENSAHAG00000011392
apteryx_rowi ENSARWG00000010591
apteryx_owenii ENSAOWG00000011615
dromaius_novaehollandiae ENSDNVG00000007358
gallus_gallus ENSGALG00000036117
meleagris_gallopavo ENSMGAG00000016174
coturnix_japonica ENSCJPG00005016028
numida_meleagris ENSNMEG00000004480
anas_platyrhynchos_platyrhynchos ENSAPLG00000001361
anser_brachyrhynchus ENSABRG00000001947
melopsittacus_undulatus ENSMUNG00000007327
cyanistes_caeruleus ENSCCEG00000015373
manacus_vitellinus ENSMVIG00005005894
serinus_canaria ENSSCAG00000007342
lonchura_striata_domestica ENSLSDG00000016589
zonotrichia_albicollis ENSZALG00000012219
calidris_pygmaea ENSCPGG00000000352
parus_major ENSPMJG00000018423
junco_hyemalis ENSJHYG00000003820
lepidothrix_coronata ENSLCOG00000001062
calidris_pugnax ENSCPUG00000016325
nothoprocta_perdicaria ENSNPEG00000007626
crocodylus_porosus ENSCPRG00005003432
gopherus_agassizii ENSGAGG00000004814
chelonoidis_abingdonii ENSCABG00000009867
chrysemys_picta_bellii ENSCPBG00000024956
pelodiscus_sinensis ENSPSIG00000000566
xenopus_tropicalis ENSXETG00000020683
eptatretus_burgeri ENSEBUG00000005702
