anser_brachyrhynchus ENSABRG00000015603
anas_platyrhynchos ENSAPLG00000019768
gallus_gallus ENSGALG00000004875
coturnix_japonica ENSCJPG00005001461
meleagris_gallopavo ENSMGAG00000004465
numida_meleagris ENSNMEG00000009603
taeniopygia_guttata ENSTGUG00000007349
lonchura_striata ENSLSDG00000007163
serinus_canaria ENSSCAG00000008844
cyanistes_caeruleus ENSCCEG00000022567
parus_major ENSPMJG00000017428
ficedula_albicollis ENSFALG00000013773
junco_hyemalis ENSJHYG00000005011
zonotrichia_albicollis ENSZALG00000008434
lepidothrix_coronata ENSLCOG00000012764
manacus_vitellinus ENSMVIG00005015129
melopsittacus_undulatus ENSMUNG00000008522
calidris_pygmaea ENSCPGG00000006584
calidris_pugnax ENSCPUG00000010595
apteryx_haastii ENSAHAG00000014372
apteryx_owenii ENSAOWG00000016487
apteryx_rowi ENSARWG00000017404
dromaius_novaehollandiae ENSDNVG00000012792
nothoprocta_perdicaria ENSNPEG00000014625
crocodylus_porosus ENSCPRG00005015993
gopherus_agassizii ENSGAGG00000008949
chelonoidis_abingdonii ENSCABG00000021672
chrysemys_picta ENSCPBG00000020924
pelodiscus_sinensis ENSPSIG00000005877
anolis_carolinensis ENSACAG00000004525
pogona_vitticeps ENSPVIG00000017852
notechis_scutatus ENSNSUG00000017894
salvator_merianae ENSSMRG00000008840
sphenodon_punctatus ENSSPUG00000003728
notamacropus_eugenii ENSMEUG00000016369
vombatus_ursinus ENSVURG00010009887
phascolarctos_cinereus ENSPCIG00000000675
sarcophilus_harrisii ENSSHAG00000017965
monodelphis_domestica ENSMODG00000004778
capra_hircus ENSCHIG00000008939
ovis_aries ENSOARG00000001684
bos_mutus ENSBMUG00000016583
bison_bison ENSBBBG00000001365
tursiops_truncatus ENSTTRG00000014915
sus_scrofa ENSSSCG00000018055
erinaceus_europaeus ENSEEUG00000006751
myotis_lucifugus ENSMLUG00000003576
ochotona_princeps ENSOPRG00000008679
oryctolagus_cuniculus ENSOCUG00000022137
sorex_araneus ENSSARG00000004384
dasypus_novemcinctus ENSDNOG00000037074
carlito_syrichta ENSTSYG00000001683
prolemur_simus ENSPSMG00000011564
propithecus_coquereli ENSPCOG00000026302
microcebus_murinus ENSMICG00000035060
otolemur_garnettii ENSOGAG00000031288
macaca_nemestrina ENSMNEG00000029046
macaca_mulatta ENSMMUG00000006495
