latimeria_chalumnae ENSLACG00000008805
paramormyrops_kingsleyae ENSPKIG00000024481
anolis_carolinensis ENSACAG00000011814
pogona_vitticeps ENSPVIG00000025529
notechis_scutatus ENSNSUG00000019750
salvator_merianae ENSSMRG00000019135
xenopus_tropicalis ENSXETG00000030443
ornithorhynchus_anatinus ENSOANG00000000695
apteryx_haastii ENSAHAG00000003753
apteryx_rowi ENSARWG00000012778
apteryx_owenii ENSAOWG00000009445
dromaius_novaehollandiae ENSDNVG00000003243
anser_brachyrhynchus ENSABRG00000022485
anser_brachyrhynchus ENSABRG00000022486
anas_platyrhynchos_platyrhynchos ENSAPLG00000027136
gopherus_agassizii ENSGAGG00000008650
chelonoidis_abingdonii ENSCABG00000014464
chrysemys_picta_bellii ENSCPBG00000017418
gallus_gallus ENSGALG00000044851
ornithorhynchus_anatinus ENSOANG00000014261
pan_troglodytes ENSPTRG00000021942
pan_paniscus ENSPPAG00000030697
homo_sapiens ENSG00000102313
gorilla_gorilla ENSGGOG00000011042
pongo_abelii ENSPPYG00000020384
nomascus_leucogenys ENSNLEG00000016247
theropithecus_gelada ENSTGEG00000027703
mandrillus_leucophaeus ENSMLEG00000028158
macaca_mulatta ENSMMUG00000007339
macaca_fascicularis ENSMFAG00000044176
macaca_nemestrina ENSMNEG00000042036
papio_anubis ENSPANG00000009040
cercocebus_atys ENSCATG00000044595
chlorocebus_sabaeus ENSCSAG00000012306
piliocolobus_tephrosceles ENSPTEG00000001731
colobus_angolensis_palliatus ENSCANG00000032346
rhinopithecus_roxellana ENSRROG00000027835
rhinopithecus_bieti ENSRBIG00000037654
saimiri_boliviensis_boliviensis ENSSBOG00000026864
cebus_capucinus ENSCCAG00000027239
callithrix_jacchus ENSCJAG00000031505
aotus_nancymaae ENSANAG00000034254
propithecus_coquereli ENSPCOG00000021013
carlito_syrichta ENSTSYG00000013764
oryctolagus_cuniculus ENSOCUG00000004452
ochotona_princeps ENSOPRG00000017317
myotis_lucifugus ENSMLUG00000013415
pteropus_vampyrus ENSPVAG00000015484
tursiops_truncatus ENSTTRG00000000882
sus_scrofa ENSSSCG00000037006
spermophilus_dauricus ENSSDAG00000012464
urocitellus_parryii ENSUPAG00010001804
ictidomys_tridecemlineatus ENSSTOG00000026991
marmota_marmota_marmota ENSMMMG00000013549
castor_canadensis ENSCCNG00000020156
peromyscus_maniculatus_bairdii ENSPEMG00000027867
cricetulus_griseus_crigri-picr ENSCGRG00015018881
mus_spicilegus ENSMSIG00000010956
loxodonta_africana ENSLAFG00000021415
echinops_telfairi ENSETEG00000002817
sarcophilus_harrisii ENSSHAG00000001383
monodelphis_domestica ENSMODG00000020896
notamacropus_eugenii ENSMEUG00000015158
scleropages_formosus ENSSFOG00015001038
paramormyrops_kingsleyae ENSPKIG00000024491
takifugu_rubripes ENSTRUG00000009523
tetraodon_nigroviridis ENSTNIG00000012444
mola_mola ENSMMOG00000012459
labrus_bergylta ENSLBEG00000024127
gasterosteus_aculeatus ENSGACG00000011406
monopterus_albus ENSMALG00000019007
mastacembelus_armatus ENSMAMG00000005545
anabas_testudineus ENSATEG00000024536
fundulus_heteroclitus ENSFHEG00000013470
cyprinodon_variegatus ENSCVAG00000004439
poecilia_formosa ENSPFOG00000000255
poecilia_mexicana ENSPMEG00000003544
poecilia_latipinna ENSPLAG00000023543
poecilia_reticulata ENSPREG00000020806
xiphophorus_couchianus ENSXCOG00000015494
gambusia_affinis ENSGAFG00000019903
kryptolebias_marmoratus ENSKMAG00000001903
oryzias_latipes_asm223469v1 ENSORLG00015001832
oryzias_latipes ENSORLG00000016280
oryzias_latipes ENSORLG00020006795
oryzias_melastigma ENSOMEG00000016640
maylandia_zebra ENSMZEG00005023470
astatotilapia_calliptera ENSACLG00000017226
pundamilia_nyererei ENSPNYG00000022015
haplochromis_burtoni ENSHBUG00000007833
oreochromis_niloticus ENSONIG00000016533
neolamprologus_brichardi ENSNBRG00000001043
amphilophus_citrinellus ENSACIG00000018054
amphiprion_ocellaris ENSAOCG00000013295
amphiprion_percula ENSAPEG00000001524
acanthochromis_polyacanthus ENSAPOG00000002148
stegastes_partitus ENSSPAG00000002495
scophthalmus_maximus ENSSMAG00000018925
cynoglossus_semilaevis ENSCSEG00000009885
seriola_dumerili ENSSDUG00000005082
seriola_lalandi_dorsalis ENSSLDG00000004396
xiphophorus_maculatus ENSXMAG00000027027
xiphophorus_maculatus ENSXMAG00000001322
hippocampus_comes ENSHCOG00000008388
periophthalmus_magnuspinnatus ENSPMGG00000008297
gadus_morhua ENSGMOG00000003642
esox_lucius ENSELUG00000006309
pygocentrus_nattereri ENSPNAG00000019113
astyanax_mexicanus ENSAMXG00000017268
ictalurus_punctatus ENSIPUG00000021580
danio_rerio ENSDARG00000056037
lepisosteus_oculatus ENSLOCG00000015473
