pygocentrus_nattereri ENSPNAG00000024802
ictalurus_punctatus ENSIPUG00000017700
danio_rerio ENSDARG00000058416
scophthalmus_maximus ENSSMAG00000021200
mastacembelus_armatus ENSMAMG00000005638
amphilophus_citrinellus ENSACIG00000004091
stegastes_partitus ENSSPAG00000016497
oryzias_latipes ENSORLG00020008623
oryzias_latipes ENSORLG00000028590
oryzias_melastigma ENSOMEG00000016768
xiphophorus_maculatus ENSXMAG00000021383
gambusia_affinis ENSGAFG00000011726
poecilia_formosa ENSPFOG00000005407
poecilia_mexicana ENSPMEG00000005996
poecilia_reticulata ENSPREG00000000193
oreochromis_niloticus ENSONIG00000013102
astatotilapia_calliptera ENSACLG00000007739
anabas_testudineus ENSATEG00000003447
anabas_testudineus ENSATEG00000003400
maylandia_zebra ENSMZEG00005006648
gasterosteus_aculeatus ENSGACG00000019850
gadus_morhua ENSGMOG00000009759
lepisosteus_oculatus ENSLOCG00000013786
