tetraodon_nigroviridis ENSTNIG00000006960
takifugu_rubripes ENSTRUG00000002246
oryzias_latipes ENSORLG00020003075
oryzias_latipes ENSORLG00000004899
oryzias_latipes_asm223469v1 ENSORLG00015006280
poecilia_formosa ENSPFOG00000017172
poecilia_mexicana ENSPMEG00000019581
poecilia_latipinna ENSPLAG00000005576
poecilia_reticulata ENSPREG00000007718
xiphophorus_maculatus ENSXMAG00000004206
xiphophorus_couchianus ENSXCOG00000007322
gambusia_affinis ENSGAFG00000018122
cyprinodon_variegatus ENSCVAG00000010067
fundulus_heteroclitus ENSFHEG00000017601
kryptolebias_marmoratus ENSKMAG00000002477
haplochromis_burtoni ENSHBUG00000007187
maylandia_zebra ENSMZEG00005004865
pundamilia_nyererei ENSPNYG00000001712
astatotilapia_calliptera ENSACLG00000009277
neolamprologus_brichardi ENSNBRG00000003134
neolamprologus_brichardi ENSNBRG00000006454
oreochromis_niloticus ENSONIG00000010596
amphilophus_citrinellus ENSACIG00000021631
amphilophus_citrinellus ENSACIG00000015603
neolamprologus_brichardi ENSNBRG00000002442
amphiprion_ocellaris ENSAOCG00000015883
amphiprion_percula ENSAPEG00000014215
acanthochromis_polyacanthus ENSAPOG00000005447
stegastes_partitus ENSSPAG00000001284
monopterus_albus ENSMALG00000002582
mastacembelus_armatus ENSMAMG00000004558
anabas_testudineus ENSATEG00000019309
seriola_lalandi_dorsalis ENSSLDG00000016308
seriola_dumerili ENSSDUG00000011390
scophthalmus_maximus ENSSMAG00000007067
scophthalmus_maximus ENSSMAG00000007044
gasterosteus_aculeatus ENSGACG00000015696
labrus_bergylta ENSLBEG00000007098
mola_mola ENSMMOG00000006132
mola_mola ENSMMOG00000007294
cynoglossus_semilaevis ENSCSEG00000017617
hippocampus_comes ENSHCOG00000019687
periophthalmus_magnuspinnatus ENSPMGG00000011072
gadus_morhua ENSGMOG00000017538
esox_lucius ENSELUG00000018769
pygocentrus_nattereri ENSPNAG00000001474
astyanax_mexicanus ENSAMXG00000038648
ictalurus_punctatus ENSIPUG00000016979
danio_rerio ENSDARG00000103578
scleropages_formosus ENSSFOG00015019976
paramormyrops_kingsleyae ENSPKIG00000003604
lepisosteus_oculatus ENSLOCG00000005057
notamacropus_eugenii ENSMEUG00000012776
phascolarctos_cinereus ENSPCIG00000003131
sarcophilus_harrisii ENSSHAG00000005314
monodelphis_domestica ENSMODG00000012414
vicugna_pacos ENSVPAG00000005312
sus_scrofa ENSSSCG00000006926
erinaceus_europaeus ENSEEUG00000006779
nannospalax_galili ENSNGAG00000012337
nannospalax_galili ENSNGAG00000019064
microtus_ochrogaster ENSMOCG00000013457
microtus_ochrogaster ENSMOCG00000001987
peromyscus_maniculatus_bairdii ENSPEMG00000024196
cricetulus_griseus_crigri-picr ENSCGRG00015011148
cricetulus_griseus_chok1gshd ENSCGRG00001022382
cricetulus_griseus_crigri ENSCGRG00000001210
mesocricetus_auratus ENSMAUG00000013321
mus_musculus ENSMUSG00000028271
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026653
mus_spicilegus ENSMSIG00000010280
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025698
mus_pahari MGP_PahariEiJ_G0027148
rattus_norvegicus ENSRNOG00000011135
meriones_unguiculatus ENSMUGG00000011740
jaculus_jaculus ENSJJAG00000017747
jaculus_jaculus ENSJJAG00000014972
dipodomys_ordii ENSDORG00000008028
castor_canadensis ENSCCNG00000027999
heterocephalus_glaber_female ENSHGLG00000005075
heterocephalus_glaber_female ENSHGLG00000014592
heterocephalus_glaber_male ENSHGLG00100003152
heterocephalus_glaber_female ENSHGLG00000005091
heterocephalus_glaber_male ENSHGLG00100004013
heterocephalus_glaber_male ENSHGLG00100005394
fukomys_damarensis ENSFDAG00000012800
octodon_degus ENSODEG00000005859
octodon_degus ENSODEG00000010974
cavia_aperea ENSCAPG00000011979
cavia_porcellus ENSCPOG00000014028
chinchilla_lanigera ENSCLAG00000003857
ictidomys_tridecemlineatus ENSSTOG00000015439
spermophilus_dauricus ENSSDAG00000018240
marmota_marmota_marmota ENSMMMG00000006649
