drosophila_melanogaster FBgn0035416
caenorhabditis_elegans_strain_n2 WBGene00015173
ornithorhynchus_anatinus ENSOANG00000030025
ornithorhynchus_anatinus ENSOANG00000000393
calidris_pygmaea ENSCPGG00000012356
labrus_bergylta ENSLBEG00000000683
gasterosteus_aculeatus ENSGACG00000019212
mola_mola ENSMMOG00000017470
monopterus_albus ENSMALG00000022702
mastacembelus_armatus ENSMAMG00000001508
anabas_testudineus ENSATEG00000016017
seriola_dumerili ENSSDUG00000001508
seriola_lalandi_dorsalis ENSSLDG00000008343
scophthalmus_maximus ENSSMAG00000015712
fundulus_heteroclitus ENSFHEG00000007139
cyprinodon_variegatus ENSCVAG00000019819
xiphophorus_maculatus ENSXMAG00000010987
xiphophorus_couchianus ENSXCOG00000013749
gambusia_affinis ENSGAFG00000019634
poecilia_formosa ENSPFOG00000009161
poecilia_mexicana ENSPMEG00000023397
poecilia_latipinna ENSPLAG00000006283
poecilia_reticulata ENSPREG00000022390
kryptolebias_marmoratus ENSKMAG00000007799
oryzias_latipes_asm223469v1 ENSORLG00015012588
oryzias_latipes ENSORLG00020017958
oryzias_latipes ENSORLG00000010811
oryzias_melastigma ENSOMEG00000020154
amphiprion_ocellaris ENSAOCG00000005803
amphiprion_percula ENSAPEG00000004644
acanthochromis_polyacanthus ENSAPOG00000016955
stegastes_partitus ENSSPAG00000023066
astatotilapia_calliptera ENSACLG00000004352
maylandia_zebra ENSMZEG00005017572
haplochromis_burtoni ENSHBUG00000005354
pundamilia_nyererei ENSPNYG00000012539
neolamprologus_brichardi ENSNBRG00000007442
oreochromis_niloticus ENSONIG00000011582
amphilophus_citrinellus ENSACIG00000021528
hippocampus_comes ENSHCOG00000013174
tetraodon_nigroviridis ENSTNIG00000006349
takifugu_rubripes ENSTRUG00000008668
cynoglossus_semilaevis ENSCSEG00000020373
gadus_morhua ENSGMOG00000013293
esox_lucius ENSELUG00000012491
astyanax_mexicanus ENSAMXG00000018665
pygocentrus_nattereri ENSPNAG00000009830
ictalurus_punctatus ENSIPUG00000010843
danio_rerio ENSDARG00000004726
paramormyrops_kingsleyae ENSPKIG00000023190
scleropages_formosus ENSSFOG00015020365
lepisosteus_oculatus ENSLOCG00000013704
petromyzon_marinus ENSPMAG00000004064
eptatretus_burgeri ENSEBUG00000003538
phascolarctos_cinereus ENSPCIG00000010834
notamacropus_eugenii ENSMEUG00000010844
sarcophilus_harrisii ENSSHAG00000001108
monodelphis_domestica ENSMODG00000004292
castor_canadensis ENSCCNG00000029817
dipodomys_ordii ENSDORG00000014289
peromyscus_maniculatus_bairdii ENSPEMG00000011449
microtus_ochrogaster ENSMOCG00000015798
cricetulus_griseus_crigri-picr ENSCGRG00015020811
cricetulus_griseus_chok1gshd ENSCGRG00001018304
cricetulus_griseus_crigri ENSCGRG00000008241
mesocricetus_auratus ENSMAUG00000009056
mus_spicilegus ENSMSIG00000030947
