prolemur_simus ENSPSMG00000020593
propithecus_coquereli ENSPCOG00000019320
microcebus_murinus ENSMICG00000027899
otolemur_garnettii ENSOGAG00000027551
mandrillus_leucophaeus ENSMLEG00000021963
theropithecus_gelada ENSTGEG00000018671
macaca_nemestrina ENSMNEG00000033915
macaca_fascicularis ENSMFAG00000045130
macaca_mulatta ENSMMUG00000006868
cercocebus_atys ENSCATG00000041594
papio_anubis ENSPANG00000015837
chlorocebus_sabaeus ENSCSAG00000001844
rhinopithecus_bieti ENSRBIG00000028116
rhinopithecus_roxellana ENSRROG00000028176
colobus_angolensis_palliatus ENSCANG00000005923
piliocolobus_tephrosceles ENSPTEG00000036536
gorilla_gorilla ENSGGOG00000000857
homo_sapiens ENSG00000163220
pan_paniscus ENSPPAG00000029618
pan_troglodytes ENSPTRG00000001345
pongo_abelii ENSPPYG00000000816
nomascus_leucogenys ENSNLEG00000010387
cebus_capucinus ENSCCAG00000028737
saimiri_boliviensis_boliviensis ENSSBOG00000031384
callithrix_jacchus ENSCJAG00000005864
aotus_nancymaae ENSANAG00000000013
castor_canadensis ENSCCNG00000022918
cricetulus_griseus_crigri ENSCGRG00000005889
cricetulus_griseus_chok1gshd ENSCGRG00001012219
cricetulus_griseus_crigri-picr ENSCGRG00015007432
mesocricetus_auratus ENSMAUG00000005989
peromyscus_maniculatus_bairdii ENSPEMG00000017643
microtus_ochrogaster ENSMOCG00000010361
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026195
mus_musculus ENSMUSG00000056071
mus_spicilegus ENSMSIG00000001530
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025252
mus_pahari MGP_PahariEiJ_G0026696
rattus_norvegicus ENSRNOG00000011483
meriones_unguiculatus ENSMUGG00000024433
nannospalax_galili ENSNGAG00000019914
peromyscus_maniculatus_bairdii ENSPEMG00000017211
microtus_ochrogaster ENSMOCG00000001312
cricetulus_griseus_chok1gshd ENSCGRG00001010808
cricetulus_griseus_crigri ENSCGRG00000005439
cricetulus_griseus_crigri-picr ENSCGRG00015007459
mus_musculus ENSMUSG00000096621
jaculus_jaculus ENSJJAG00000002635
marmota_marmota_marmota ENSMMMG00000018138
spermophilus_dauricus ENSSDAG00000002693
urocitellus_parryii ENSUPAG00010015768
ictidomys_tridecemlineatus ENSSTOG00000005022
dipodomys_ordii ENSDORG00000003426
oryctolagus_cuniculus ENSOCUG00000008632
ochotona_princeps ENSOPRG00000010118
chinchilla_lanigera ENSCLAG00000003361
octodon_degus ENSODEG00000009731
cavia_porcellus ENSCPOG00000001685
heterocephalus_glaber_male ENSHGLG00100001022
heterocephalus_glaber_female ENSHGLG00000010448
fukomys_damarensis ENSFDAG00000002591
carlito_syrichta ENSTSYG00000025607
sus_scrofa ENSSSCG00000006588
tursiops_truncatus ENSTTRG00000000016
bos_mutus ENSBMUG00000021742
bos_taurus ENSBTAG00000006505
bison_bison_bison ENSBBBG00000014037
capra_hircus ENSCHIG00000016845
ovis_aries ENSOARG00000000417
pteropus_vampyrus ENSPVAG00000013936
myotis_lucifugus ENSMLUG00000022258
ursus_maritimus ENSUMAG00000020724
ursus_americanus ENSUAMG00000003641
ailuropoda_melanoleuca ENSAMEG00000012239
ursus_americanus ENSUAMG00000009490
ailuropoda_melanoleuca ENSAMEG00000019616
mustela_putorius_furo ENSMPUG00000008384
neovison_vison ENSNVIG00000014852
canis_lupus_familiaris ENSCAFG00000029470
canis_lupus_dingo ENSCAFG00020010368
vulpes_vulpes ENSVVUG00000028236
panthera_tigris_altaica ENSPTIG00000021881
panthera_pardus ENSPPRG00000004463
felis_catus ENSFCAG00000003199
erinaceus_europaeus ENSEEUG00000005029
equus_caballus ENSECAG00000010615
equus_asinus_asinus ENSEASG00005001001
equus_asinus_asinus ENSEASG00005001036
tupaia_belangeri ENSTBEG00000012434
procavia_capensis ENSPCAG00000008303
loxodonta_africana ENSLAFG00000030986
echinops_telfairi ENSETEG00000009679
equus_caballus ENSECAG00000010117
dasypus_novemcinctus ENSDNOG00000016750
dasypus_novemcinctus ENSDNOG00000038062
