anolis_carolinensis ENSACAG00000017061
pogona_vitticeps ENSPVIG00000024091
notechis_scutatus ENSNSUG00000011503
salvator_merianae ENSSMRG00000018190
sphenodon_punctatus ENSSPUG00000002382
apteryx_haastii ENSAHAG00000007605
apteryx_owenii ENSAOWG00000018793
apteryx_rowi ENSARWG00000005231
dromaius_novaehollandiae ENSDNVG00000017553
nothoprocta_perdicaria ENSNPEG00000000057
calidris_pygmaea ENSCPGG00000017279
calidris_pugnax ENSCPUG00000004765
melopsittacus_undulatus ENSMUNG00000007967
cyanistes_caeruleus ENSCCEG00000023576
parus_major ENSPMJG00000018573
ficedula_albicollis ENSFALG00000002922
junco_hyemalis ENSJHYG00000012840
zonotrichia_albicollis ENSZALG00000017678
serinus_canaria ENSSCAG00000016025
lonchura_striata ENSLSDG00000010921
taeniopygia_guttata ENSTGUG00000008690
lepidothrix_coronata ENSLCOG00000016336
manacus_vitellinus ENSMVIG00005001804
gallus_gallus ENSGALG00000031796
coturnix_japonica ENSCJPG00005017754
meleagris_gallopavo ENSMGAG00000009845
numida_meleagris ENSNMEG00000022250
anas_platyrhynchos ENSAPLG00000008201
anser_brachyrhynchus ENSABRG00000000846
crocodylus_porosus ENSCPRG00005013930
gopherus_agassizii ENSGAGG00000021056
chelonoidis_abingdonii ENSCABG00000005879
chrysemys_picta ENSCPBG00000003941
pelodiscus_sinensis ENSPSIG00000017208
ursus_americanus ENSUAMG00000018943
ursus_maritimus ENSUMAG00000015395
ailuropoda_melanoleuca ENSAMEG00000000258
neovison_vison ENSNVIG00000008326
mustela_putorius ENSMPUG00000013903
canis_lupus ENSCAFG00020004982
canis_lupus ENSCAFG00000013169
vulpes_vulpes ENSVVUG00000013719
panthera_pardus ENSPPRG00000004464
panthera_tigris ENSPTIG00000014294
felis_catus ENSFCAG00000030033
bos_indicus ENSBIXG00005005344
bos_indicus ENSBIXG00000007130
bos_taurus ENSBTAG00000000176
bison_bison ENSBBBG00000016877
bos_mutus ENSBMUG00000019333
capra_hircus ENSCHIG00000024420
ovis_aries ENSOARG00000000469
tursiops_truncatus ENSTTRG00000016998
sus_scrofa ENSSSCG00000015962
vicugna_pacos ENSVPAG00000009658
equus_caballus ENSECAG00000013930
equus_asinus ENSEASG00005022608
pteropus_vampyrus ENSPVAG00000000981
myotis_lucifugus ENSMLUG00000006791
sorex_araneus ENSSARG00000011358
erinaceus_europaeus ENSEEUG00000005069
mus_spicilegus ENSMSIG00000007322
mus_spretus MGP_SPRETEiJ_G0024576
mus_musculus ENSMUSG00000027109
mus_caroli MGP_CAROLIEiJ_G0023653
mus_pahari MGP_PahariEiJ_G0025105
rattus_norvegicus ENSRNOG00000060479
meriones_unguiculatus ENSMUGG00000026451
peromyscus_maniculatus ENSPEMG00000022766
microtus_ochrogaster ENSMOCG00000022929
cricetulus_griseus ENSCGRG00000010305
cricetulus_griseus ENSCGRG00015001264
cricetulus_griseus ENSCGRG00001005867
cricetulus_griseus ENSCGRG00001023417
cricetulus_griseus ENSCGRG00000017599
cricetulus_griseus ENSCGRG00015013523
nannospalax_galili ENSNGAG00000011265
nannospalax_galili ENSNGAG00000007783
