poecilia_formosa ENSPFOG00000016167
poecilia_mexicana ENSPMEG00000005551
cyprinodon_variegatus ENSCVAG00000003725
kryptolebias_marmoratus ENSKMAG00000015740
oryzias_latipes_asm223469v1 ENSORLG00015023282
oryzias_latipes ENSORLG00020016682
oryzias_latipes ENSORLG00000010112
oryzias_melastigma ENSOMEG00000021730
amphiprion_percula ENSAPEG00000004976
amphiprion_ocellaris ENSAOCG00000023652
acanthochromis_polyacanthus ENSAPOG00000011748
scophthalmus_maximus ENSSMAG00000016100
cynoglossus_semilaevis ENSCSEG00000004929
seriola_lalandi_dorsalis ENSSLDG00000001409
seriola_dumerili ENSSDUG00000019118
anabas_testudineus ENSATEG00000001411
anabas_testudineus ENSATEG00000001377
monopterus_albus ENSMALG00000010257
hippocampus_comes ENSHCOG00000014445
