salvator_merianae ENSSMRG00000002808
pogona_vitticeps ENSPVIG00000010459
chelonoidis_abingdonii ENSCABG00000010354
gopherus_agassizii ENSGAGG00000025476
chrysemys_picta_bellii ENSCPBG00000017432
piliocolobus_tephrosceles ENSPTEG00000028179
theropithecus_gelada ENSTGEG00000003189
otolemur_garnettii ENSOGAG00000033823
ovis_aries ENSOARG00000019522
dasypus_novemcinctus ENSDNOG00000004033
monodelphis_domestica ENSMODG00000028904
sarcophilus_harrisii ENSSHAG00000012343
crocodylus_porosus ENSCPRG00005011108
crocodylus_porosus ENSCPRG00005011119
piliocolobus_tephrosceles ENSPTEG00000028151
theropithecus_gelada ENSTGEG00000003161
xenopus_tropicalis ENSXETG00000011839
apteryx_owenii ENSAOWG00000018661
apteryx_rowi ENSARWG00000013841
scleropages_formosus ENSSFOG00015014677
paramormyrops_kingsleyae ENSPKIG00000011596
astyanax_mexicanus ENSAMXG00000042956
astyanax_mexicanus ENSAMXG00000018328
pygocentrus_nattereri ENSPNAG00000003360
ictalurus_punctatus ENSIPUG00000012558
lepisosteus_oculatus ENSLOCG00000011788
mastacembelus_armatus ENSMAMG00000024205
monopterus_albus ENSMALG00000013564
anabas_testudineus ENSATEG00000023379
amphiprion_ocellaris ENSAOCG00000019432
amphiprion_percula ENSAPEG00000019751
acanthochromis_polyacanthus ENSAPOG00000009764
stegastes_partitus ENSSPAG00000017169
seriola_dumerili ENSSDUG00000022743
seriola_lalandi_dorsalis ENSSLDG00000023680
scophthalmus_maximus ENSSMAG00000011948
gasterosteus_aculeatus ENSGACG00000012480
gadus_morhua ENSGMOG00000019694
esox_lucius ENSELUG00000020459
