calidris_pugnax ENSCPUG00000012387
calidris_pygmaea ENSCPGG00000017388
melopsittacus_undulatus ENSMUNG00000003110
manacus_vitellinus ENSMVIG00005005303
lepidothrix_coronata ENSLCOG00000004372
parus_major ENSPMJG00000007727
cyanistes_caeruleus ENSCCEG00000023838
ficedula_albicollis ENSFALG00000008181
lonchura_striata_domestica ENSLSDG00000015422
taeniopygia_guttata ENSTGUG00000002029
serinus_canaria ENSSCAG00000002522
junco_hyemalis ENSJHYG00000005691
zonotrichia_albicollis ENSZALG00000017829
anser_brachyrhynchus ENSABRG00000007190
anas_platyrhynchos_platyrhynchos ENSAPLG00000007122
coturnix_japonica ENSCJPG00005002065
meleagris_gallopavo ENSMGAG00000010551
gallus_gallus ENSGALG00000011833
numida_meleagris ENSNMEG00000019106
apteryx_owenii ENSAOWG00000001953
apteryx_rowi ENSARWG00000005397
apteryx_haastii ENSAHAG00000009061
dromaius_novaehollandiae ENSDNVG00000009556
nothoprocta_perdicaria ENSNPEG00000012035
crocodylus_porosus ENSCPRG00005004696
gopherus_agassizii ENSGAGG00000011191
chelonoidis_abingdonii ENSCABG00000008661
chrysemys_picta_bellii ENSCPBG00000024638
pelodiscus_sinensis ENSPSIG00000012182
anolis_carolinensis ENSACAG00000011760
pogona_vitticeps ENSPVIG00000002038
notechis_scutatus ENSNSUG00000008594
salvator_merianae ENSSMRG00000015552
sphenodon_punctatus ENSSPUG00000008750
phascolarctos_cinereus ENSPCIG00000027906
notamacropus_eugenii ENSMEUG00000000290
sarcophilus_harrisii ENSSHAG00000008238
monodelphis_domestica ENSMODG00000018895
erinaceus_europaeus ENSEEUG00000001076
sorex_araneus ENSSARG00000010581
procavia_capensis ENSPCAG00000014673
echinops_telfairi ENSETEG00000012273
choloepus_hoffmanni ENSCHOG00000011395
dasypus_novemcinctus ENSDNOG00000013220
pan_paniscus ENSPPAG00000043407
pan_troglodytes ENSPTRG00000016423
homo_sapiens ENSG00000145375
gorilla_gorilla ENSGGOG00000000590
pongo_abelii ENSPPYG00000015048
nomascus_leucogenys ENSNLEG00000009470
chlorocebus_sabaeus ENSCSAG00000003641
chlorocebus_sabaeus ENSCSAG00000003645
theropithecus_gelada ENSTGEG00000007864
papio_anubis ENSPANG00000025628
macaca_fascicularis ENSMFAG00000043145
macaca_nemestrina ENSMNEG00000044789
macaca_mulatta ENSMMUG00000007422
mandrillus_leucophaeus ENSMLEG00000028624
cercocebus_atys ENSCATG00000036389
colobus_angolensis_palliatus ENSCANG00000041028
piliocolobus_tephrosceles ENSPTEG00000037154
rhinopithecus_roxellana ENSRROG00000034870
rhinopithecus_bieti ENSRBIG00000032875
callithrix_jacchus ENSCJAG00000004346
saimiri_boliviensis_boliviensis ENSSBOG00000026689
cebus_capucinus ENSCCAG00000018772
aotus_nancymaae ENSANAG00000024588
carlito_syrichta ENSTSYG00000004520
