calidris_pugnax ENSCPUG00000003834
calidris_pygmaea ENSCPGG00000001881
melopsittacus_undulatus ENSMUNG00000011543
lonchura_striata_domestica ENSLSDG00000010902
taeniopygia_guttata ENSTGUG00000005583
serinus_canaria ENSSCAG00000012502
parus_major ENSPMJG00000019353
cyanistes_caeruleus ENSCCEG00000001248
zonotrichia_albicollis ENSZALG00000007356
junco_hyemalis ENSJHYG00000017031
ficedula_albicollis ENSFALG00000002379
manacus_vitellinus ENSMVIG00005000272
lepidothrix_coronata ENSLCOG00000002167
anser_brachyrhynchus ENSABRG00000014934
anas_platyrhynchos_platyrhynchos ENSAPLG00000011469
coturnix_japonica ENSCJPG00005000407
meleagris_gallopavo ENSMGAG00000007346
gallus_gallus ENSGALG00000038421
numida_meleagris ENSNMEG00000018152
apteryx_owenii ENSAOWG00000002915
apteryx_haastii ENSAHAG00000005144
apteryx_rowi ENSARWG00000014957
dromaius_novaehollandiae ENSDNVG00000007520
nothoprocta_perdicaria ENSNPEG00000004678
crocodylus_porosus ENSCPRG00005014803
gopherus_agassizii ENSGAGG00000007625
chelonoidis_abingdonii ENSCABG00000006453
chrysemys_picta_bellii ENSCPBG00000017369
pelodiscus_sinensis ENSPSIG00000006972
pogona_vitticeps ENSPVIG00000021282
anolis_carolinensis ENSACAG00000004789
notechis_scutatus ENSNSUG00000008063
salvator_merianae ENSSMRG00000017833
sphenodon_punctatus ENSSPUG00000008095
heterocephalus_glaber_female ENSHGLG00000006587
heterocephalus_glaber_male ENSHGLG00100002696
fukomys_damarensis ENSFDAG00000020410
chinchilla_lanigera ENSCLAG00000009102
octodon_degus ENSODEG00000005174
cavia_porcellus ENSCPOG00000037817
cavia_aperea ENSCAPG00000000622
nannospalax_galili ENSNGAG00000014212
castor_canadensis ENSCCNG00000023021
marmota_marmota_marmota ENSMMMG00000023985
spermophilus_dauricus ENSSDAG00000011294
ictidomys_tridecemlineatus ENSSTOG00000026046
urocitellus_parryii ENSUPAG00010023324
tupaia_belangeri ENSTBEG00000008303
pan_troglodytes ENSPTRG00000000984
pan_paniscus ENSPPAG00000027405
homo_sapiens ENSG00000122481
gorilla_gorilla ENSGGOG00000024263
pongo_abelii ENSPPYG00000001134
colobus_angolensis_palliatus ENSCANG00000027817
piliocolobus_tephrosceles ENSPTEG00000026440
rhinopithecus_roxellana ENSRROG00000041369
rhinopithecus_bieti ENSRBIG00000026951
macaca_fascicularis ENSMFAG00000013715
macaca_nemestrina ENSMNEG00000035030
papio_anubis ENSPANG00000014369
theropithecus_gelada ENSTGEG00000024860
cercocebus_atys ENSCATG00000036550
mandrillus_leucophaeus ENSMLEG00000000097
chlorocebus_sabaeus ENSCSAG00000001491
cebus_capucinus ENSCCAG00000024586
callithrix_jacchus ENSCJAG00000018158
aotus_nancymaae ENSANAG00000033589
nomascus_leucogenys ENSNLEG00000027153
saimiri_boliviensis_boliviensis ENSSBOG00000031332
mus_musculus ENSMUSG00000028133
mus_spicilegus ENSMSIG00000017540
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026533
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025582
mus_pahari MGP_PahariEiJ_G0027028
rattus_norvegicus ENSRNOG00000029893
meriones_unguiculatus ENSMUGG00000019739
cricetulus_griseus_crigri ENSCGRG00000012647
cricetulus_griseus_crigri-picr ENSCGRG00015000975
cricetulus_griseus_chok1gshd ENSCGRG00001014186
mesocricetus_auratus ENSMAUG00000000095
microtus_ochrogaster ENSMOCG00000016942
peromyscus_maniculatus_bairdii ENSPEMG00000015928
jaculus_jaculus ENSJJAG00000011561
ochotona_princeps ENSOPRG00000003049
oryctolagus_cuniculus ENSOCUG00000014241
prolemur_simus ENSPSMG00000010822
microcebus_murinus ENSMICG00000044814
propithecus_coquereli ENSPCOG00000028769
otolemur_garnettii ENSOGAG00000002405
carlito_syrichta ENSTSYG00000011418
dipodomys_ordii ENSDORG00000011164
