mola_mola ENSMMOG00000010413
takifugu_rubripes ENSTRUG00000023644
gasterosteus_aculeatus ENSGACG00000001064
hippocampus_comes ENSHCOG00000013354
cynoglossus_semilaevis ENSCSEG00000009850
astatotilapia_calliptera ENSACLG00000006211
maylandia_zebra ENSMZEG00005001719
haplochromis_burtoni ENSHBUG00000006160
neolamprologus_brichardi ENSNBRG00000002885
amphilophus_citrinellus ENSACIG00000005120
acanthochromis_polyacanthus ENSAPOG00000002225
amphiprion_percula ENSAPEG00000022131
stegastes_partitus ENSSPAG00000014815
fundulus_heteroclitus ENSFHEG00000019324
cyprinodon_variegatus ENSCVAG00000009156
poecilia_mexicana ENSPMEG00000003099
poecilia_latipinna ENSPLAG00000007841
poecilia_formosa ENSPFOG00000021937
poecilia_reticulata ENSPREG00000017274
xiphophorus_maculatus ENSXMAG00000015103
xiphophorus_couchianus ENSXCOG00000012532
gambusia_affinis ENSGAFG00000015833
kryptolebias_marmoratus ENSKMAG00000011118
oryzias_latipes ENSORLG00020013969
oryzias_latipes_asm223469v1 ENSORLG00015004022
oryzias_latipes ENSORLG00000017426
oryzias_melastigma ENSOMEG00000009237
monopterus_albus ENSMALG00000004055
mastacembelus_armatus ENSMAMG00000018314
anabas_testudineus ENSATEG00000012439
labrus_bergylta ENSLBEG00000026677
labrus_bergylta ENSLBEG00000008999
seriola_dumerili ENSSDUG00000012891
seriola_lalandi_dorsalis ENSSLDG00000012123
scophthalmus_maximus ENSSMAG00000016861
gadus_morhua ENSGMOG00000003300
esox_lucius ENSELUG00000007852
pygocentrus_nattereri ENSPNAG00000009363
astyanax_mexicanus ENSAMXG00000025662
ictalurus_punctatus ENSIPUG00000025086
danio_rerio ENSDARG00000035700
scleropages_formosus ENSSFOG00015022059
paramormyrops_kingsleyae ENSPKIG00000018547
meleagris_gallopavo ENSMGAG00000016007
gallus_gallus ENSGALG00000031991
anas_platyrhynchos_platyrhynchos ENSAPLG00000000697
calidris_pugnax ENSCPUG00000014894
melopsittacus_undulatus ENSMUNG00000013332
nothoprocta_perdicaria ENSNPEG00000016103
chelonoidis_abingdonii ENSCABG00000018743
notechis_scutatus ENSNSUG00000005269
notechis_scutatus ENSNSUG00000005267
notechis_scutatus ENSNSUG00000005266
notechis_scutatus ENSNSUG00000005265
notechis_scutatus ENSNSUG00000005270
notechis_scutatus ENSNSUG00000005268
notechis_scutatus ENSNSUG00000005272
notechis_scutatus ENSNSUG00000005271
sphenodon_punctatus ENSSPUG00000016478
homo_sapiens ENSG00000253251
colobus_angolensis_palliatus ENSCANG00000007829
otolemur_garnettii ENSOGAG00000034928
spermophilus_dauricus ENSSDAG00000007261
equus_caballus ENSECAG00000004370
bos_taurus ENSBTAG00000047828
canis_lupus_dingo ENSCAFG00020022667
panthera_pardus ENSPPRG00000021771
cricetulus_griseus_crigri ENSCGRG00000002231
latimeria_chalumnae ENSLACG00000014216
