ciona_intestinalis ENSCING00000011317
ciona_savignyi ENSCSAVG00000008608
petromyzon_marinus ENSPMAG00000002079
drosophila_melanogaster FBgn0035333
caenorhabditis_elegans_strain_n2 WBGene00018847
petromyzon_marinus ENSPMAG00000007338
eptatretus_burgeri ENSEBUG00000011290
scleropages_formosus ENSSFOG00015013566
paramormyrops_kingsleyae ENSPKIG00000010625
astyanax_mexicanus ENSAMXG00000018297
pygocentrus_nattereri ENSPNAG00000019342
ictalurus_punctatus ENSIPUG00000004528
danio_rerio ENSDARG00000076066
periophthalmus_magnuspinnatus ENSPMGG00000002578
periophthalmus_magnuspinnatus ENSPMGG00000002589
mastacembelus_armatus ENSMAMG00000015676
monopterus_albus ENSMALG00000009409
anabas_testudineus ENSATEG00000009299
seriola_dumerili ENSSDUG00000009822
seriola_lalandi_dorsalis ENSSLDG00000021989
scophthalmus_maximus ENSSMAG00000015704
amphiprion_ocellaris ENSAOCG00000014491
amphiprion_percula ENSAPEG00000006230
acanthochromis_polyacanthus ENSAPOG00000021110
stegastes_partitus ENSSPAG00000009456
fundulus_heteroclitus ENSFHEG00000022465
cyprinodon_variegatus ENSCVAG00000006240
xiphophorus_couchianus ENSXCOG00000007786
xiphophorus_maculatus ENSXMAG00000011271
gambusia_affinis ENSGAFG00000012086
poecilia_formosa ENSPFOG00000014142
poecilia_mexicana ENSPMEG00000014657
poecilia_latipinna ENSPLAG00000010331
poecilia_reticulata ENSPREG00000001266
kryptolebias_marmoratus ENSKMAG00000021116
oryzias_latipes ENSORLG00000012792
oryzias_latipes_asm223469v1 ENSORLG00015022728
oryzias_latipes ENSORLG00020005975
oryzias_melastigma ENSOMEG00000014784
astatotilapia_calliptera ENSACLG00000022131
maylandia_zebra ENSMZEG00005014537
haplochromis_burtoni ENSHBUG00000011807
pundamilia_nyererei ENSPNYG00000020320
neolamprologus_brichardi ENSNBRG00000019934
oreochromis_niloticus ENSONIG00000009027
amphilophus_citrinellus ENSACIG00000002829
mola_mola ENSMMOG00000020868
gasterosteus_aculeatus ENSGACG00000014521
cynoglossus_semilaevis ENSCSEG00000021289
labrus_bergylta ENSLBEG00000023830
tetraodon_nigroviridis ENSTNIG00000006338
gadus_morhua ENSGMOG00000006372
esox_lucius ENSELUG00000014024
labrus_bergylta ENSLBEG00000013349
gasterosteus_aculeatus ENSGACG00000002631
mola_mola ENSMMOG00000003673
seriola_lalandi_dorsalis ENSSLDG00000008227
seriola_dumerili ENSSDUG00000002414
scophthalmus_maximus ENSSMAG00000017592
cynoglossus_semilaevis ENSCSEG00000010737
monopterus_albus ENSMALG00000009337
mastacembelus_armatus ENSMAMG00000022955
anabas_testudineus ENSATEG00000014126
periophthalmus_magnuspinnatus ENSPMGG00000019655
periophthalmus_magnuspinnatus ENSPMGG00000019651
amphiprion_ocellaris ENSAOCG00000001964
amphiprion_percula ENSAPEG00000022853
acanthochromis_polyacanthus ENSAPOG00000013473
stegastes_partitus ENSSPAG00000015264
haplochromis_burtoni ENSHBUG00000021431
pundamilia_nyererei ENSPNYG00000000443
maylandia_zebra ENSMZEG00005021337
astatotilapia_calliptera ENSACLG00000023238
oreochromis_niloticus ENSONIG00000014356
neolamprologus_brichardi ENSNBRG00000001481
amphilophus_citrinellus ENSACIG00000001733
xiphophorus_maculatus ENSXMAG00000019153
xiphophorus_couchianus ENSXCOG00000006882
gambusia_affinis ENSGAFG00000009218
poecilia_formosa ENSPFOG00000001799
poecilia_mexicana ENSPMEG00000010009
poecilia_latipinna ENSPLAG00000005175
poecilia_reticulata ENSPREG00000014263
fundulus_heteroclitus ENSFHEG00000004773
cyprinodon_variegatus ENSCVAG00000006438
kryptolebias_marmoratus ENSKMAG00000014596
oryzias_latipes_asm223469v1 ENSORLG00015018222
oryzias_latipes ENSORLG00000007657
oryzias_latipes ENSORLG00020017712
oryzias_melastigma ENSOMEG00000012158
hippocampus_comes ENSHCOG00000012796
takifugu_rubripes ENSTRUG00000009001
tetraodon_nigroviridis ENSTNIG00000008163
gadus_morhua ENSGMOG00000012856
esox_lucius ENSELUG00000009071
scleropages_formosus ENSSFOG00015012016
paramormyrops_kingsleyae ENSPKIG00000005643
lepisosteus_oculatus ENSLOCG00000013527
nothoprocta_perdicaria ENSNPEG00000014640
poecilia_reticulata ENSPREG00000016762
spermophilus_dauricus ENSSDAG00000004536
ictidomys_tridecemlineatus ENSSTOG00000031049
canis_lupus_dingo ENSCAFG00020022482
cyanistes_caeruleus ENSCCEG00000012660
xenopus_tropicalis ENSXETG00000003553
latimeria_chalumnae ENSLACG00000011166
eptatretus_burgeri ENSEBUG00000013697
petromyzon_marinus ENSPMAG00000008425
phascolarctos_cinereus ENSPCIG00000024953
notamacropus_eugenii ENSMEUG00000013030
sarcophilus_harrisii ENSSHAG00000000452
monodelphis_domestica ENSMODG00000002440
marmota_marmota_marmota ENSMMMG00000016892
ictidomys_tridecemlineatus ENSSTOG00000003554
spermophilus_dauricus ENSSDAG00000009055
urocitellus_parryii ENSUPAG00010006299
oryctolagus_cuniculus ENSOCUG00000005741
erinaceus_europaeus ENSEEUG00000010559
microcebus_murinus ENSMICG00000010632
prolemur_simus ENSPSMG00000012234
otolemur_garnettii ENSOGAG00000002304
pan_paniscus ENSPPAG00000036651
pan_troglodytes ENSPTRG00000016727
homo_sapiens ENSG00000145495
gorilla_gorilla ENSGGOG00000004929
pongo_abelii ENSPPYG00000015344
nomascus_leucogenys ENSNLEG00000011608
rhinopithecus_roxellana ENSRROG00000045721
rhinopithecus_bieti ENSRBIG00000041484
colobus_angolensis_palliatus ENSCANG00000029706
piliocolobus_tephrosceles ENSPTEG00000022735
macaca_fascicularis ENSMFAG00000002411
macaca_nemestrina ENSMNEG00000037349
macaca_mulatta ENSMMUG00000009758
cercocebus_atys ENSCATG00000013412
mandrillus_leucophaeus ENSMLEG00000029472
theropithecus_gelada ENSTGEG00000001981
papio_anubis ENSPANG00000001813
chlorocebus_sabaeus ENSCSAG00000017319
callithrix_jacchus ENSCJAG00000009091
cebus_capucinus ENSCCAG00000028814
saimiri_boliviensis_boliviensis ENSSBOG00000020372
aotus_nancymaae ENSANAG00000037794
tupaia_belangeri ENSTBEG00000002522
dipodomys_ordii ENSDORG00000009942
castor_canadensis ENSCCNG00000020123
carlito_syrichta ENSTSYG00000013810
cricetulus_griseus_crigri ENSCGRG00000003245
cricetulus_griseus_chok1gshd ENSCGRG00001001973
cricetulus_griseus_crigri-picr ENSCGRG00015005551
mesocricetus_auratus ENSMAUG00000007709
microtus_ochrogaster ENSMOCG00000005447
peromyscus_maniculatus_bairdii ENSPEMG00000023219
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020606
mus_spicilegus ENSMSIG00000024247
mus_musculus ENSMUSG00000039100
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019710
mus_pahari MGP_PahariEiJ_G0016086
rattus_norvegicus ENSRNOG00000011066
meriones_unguiculatus ENSMUGG00000023974
nannospalax_galili ENSNGAG00000018940
heterocephalus_glaber_female ENSHGLG00000003823
heterocephalus_glaber_male ENSHGLG00100002367
fukomys_damarensis ENSFDAG00000010088
chinchilla_lanigera ENSCLAG00000013772
octodon_degus ENSODEG00000018354
cavia_aperea ENSCAPG00000017392
cavia_porcellus ENSCPOG00000000213
ochotona_princeps ENSOPRG00000011393
procavia_capensis ENSPCAG00000006488
loxodonta_africana ENSLAFG00000007224
echinops_telfairi ENSETEG00000003743
dasypus_novemcinctus ENSDNOG00000037800
sus_scrofa ENSSSCG00000017094
tursiops_truncatus ENSTTRG00000000233
myotis_lucifugus ENSMLUG00000004437
bos_taurus ENSBTAG00000003536
bos_mutus ENSBMUG00000007569
bison_bison_bison ENSBBBG00000023902
capra_hircus ENSCHIG00000017175
ovis_aries ENSOARG00000014077
vicugna_pacos ENSVPAG00000005041
pteropus_vampyrus ENSPVAG00000013533
equus_caballus ENSECAG00000012069
canis_lupus_dingo ENSCAFG00020022480
vulpes_vulpes ENSVVUG00000017850
canis_lupus_familiaris ENSCAFG00000010047
mustela_putorius_furo ENSMPUG00000011228
neovison_vison ENSNVIG00000020359
ailuropoda_melanoleuca ENSAMEG00000003768
panthera_pardus ENSPPRG00000012698
felis_catus ENSFCAG00000032607
felis_catus ENSFCAG00000003132
panthera_tigris_altaica ENSPTIG00000021891
panthera_tigris_altaica ENSPTIG00000000436
ursus_americanus ENSUAMG00000009138
ursus_maritimus ENSUMAG00000022100
equus_asinus_asinus ENSEASG00005018598
sorex_araneus ENSSARG00000001379
jaculus_jaculus ENSJJAG00000021768
propithecus_coquereli ENSPCOG00000015148
choloepus_hoffmanni ENSCHOG00000000150
anas_platyrhynchos_platyrhynchos ENSAPLG00000013193
anas_platyrhynchos_platyrhynchos ENSAPLG00000023780
nothoprocta_perdicaria ENSNPEG00000014639
gopherus_agassizii ENSGAGG00000015205
chelonoidis_abingdonii ENSCABG00000013421
chrysemys_picta_bellii ENSCPBG00000006716
pelodiscus_sinensis ENSPSIG00000002186
crocodylus_porosus ENSCPRG00005014885
gallus_gallus ENSGALG00000035699
coturnix_japonica ENSCJPG00005014940
meleagris_gallopavo ENSMGAG00000006048
numida_meleagris ENSNMEG00000007350
anser_brachyrhynchus ENSABRG00000021216
lepidothrix_coronata ENSLCOG00000014985
manacus_vitellinus ENSMVIG00005005730
taeniopygia_guttata ENSTGUG00000007587
lonchura_striata_domestica ENSLSDG00000001799
serinus_canaria ENSSCAG00000004567
parus_major ENSPMJG00000006216
cyanistes_caeruleus ENSCCEG00000012659
junco_hyemalis ENSJHYG00000011415
zonotrichia_albicollis ENSZALG00000017989
ficedula_albicollis ENSFALG00000007802
melopsittacus_undulatus ENSMUNG00000001955
calidris_pygmaea ENSCPGG00000018352
calidris_pugnax ENSCPUG00000015713
apteryx_haastii ENSAHAG00000011199
apteryx_rowi ENSARWG00000002912
apteryx_owenii ENSAOWG00000001816
dromaius_novaehollandiae ENSDNVG00000017701
anolis_carolinensis ENSACAG00000002675
pogona_vitticeps ENSPVIG00000016470
notechis_scutatus ENSNSUG00000008391
salvator_merianae ENSSMRG00000015148
sphenodon_punctatus ENSSPUG00000006375
ornithorhynchus_anatinus ENSOANG00000011595
xenopus_tropicalis ENSXETG00000031351
eptatretus_burgeri ENSEBUG00000015900
saccharomyces_cerevisiae YIL030C
