apteryx_haastii ENSAHAG00000006178
apteryx_owenii ENSAOWG00000015325
apteryx_rowi ENSARWG00000000956
dromaius_novaehollandiae ENSDNVG00000016855
nothoprocta_perdicaria ENSNPEG00000012619
lepidothrix_coronata ENSLCOG00000015864
manacus_vitellinus ENSMVIG00005012208
junco_hyemalis ENSJHYG00000017767
parus_major ENSPMJG00000000122
lonchura_striata_domestica ENSLSDG00000000253
ficedula_albicollis ENSFALG00000000278
taeniopygia_guttata ENSTGUG00000012871
serinus_canaria ENSSCAG00000003497
cyanistes_caeruleus ENSCCEG00000000490
zonotrichia_albicollis ENSZALG00000007805
calidris_pugnax ENSCPUG00000003574
calidris_pygmaea ENSCPGG00000006794
melopsittacus_undulatus ENSMUNG00000002777
anser_brachyrhynchus ENSABRG00000022688
anas_platyrhynchos_platyrhynchos ENSAPLG00000014060
gallus_gallus ENSGALG00000017228
meleagris_gallopavo ENSMGAG00000015623
coturnix_japonica ENSCJPG00005004035
numida_meleagris ENSNMEG00000019720
crocodylus_porosus ENSCPRG00005015445
chelonoidis_abingdonii ENSCABG00000012155
gopherus_agassizii ENSGAGG00000003279
chrysemys_picta_bellii ENSCPBG00000019691
pelodiscus_sinensis ENSPSIG00000001684
sphenodon_punctatus ENSSPUG00000015946
anolis_carolinensis ENSACAG00000014668
pogona_vitticeps ENSPVIG00000002260
notechis_scutatus ENSNSUG00000018149
salvator_merianae ENSSMRG00000009747
monodelphis_domestica ENSMODG00000001012
phascolarctos_cinereus ENSPCIG00000003688
loxodonta_africana ENSLAFG00000028028
procavia_capensis ENSPCAG00000007940
choloepus_hoffmanni ENSCHOG00000005973
nomascus_leucogenys ENSNLEG00000027382
macaca_mulatta ENSMMUG00000039236
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032920
mus_spicilegus ENSMSIG00000015621
mus_musculus ENSMUSG00000050901
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031801
mus_pahari MGP_PahariEiJ_G0014677
rattus_norvegicus ENSRNOG00000008972
meriones_unguiculatus ENSMUGG00000026765
cricetulus_griseus_chok1gshd ENSCGRG00001017947
cricetulus_griseus_crigri-picr ENSCGRG00015003296
cricetulus_griseus_crigri ENSCGRG00000010491
microtus_ochrogaster ENSMOCG00000007650
peromyscus_maniculatus_bairdii ENSPEMG00000000316
nannospalax_galili ENSNGAG00000011830
octodon_degus ENSODEG00000002125
chinchilla_lanigera ENSCLAG00000012055
cavia_porcellus ENSCPOG00000010637
fukomys_damarensis ENSFDAG00000004453
spermophilus_dauricus ENSSDAG00000024330
spermophilus_dauricus ENSSDAG00000013461
ictidomys_tridecemlineatus ENSSTOG00000008849
urocitellus_parryii ENSUPAG00010000937
marmota_marmota_marmota ENSMMMG00000004580
dipodomys_ordii ENSDORG00000026210
oryctolagus_cuniculus ENSOCUG00000008196
oryctolagus_cuniculus ENSOCUG00000027766
ochotona_princeps ENSOPRG00000016061
propithecus_coquereli ENSPCOG00000011958
microcebus_murinus ENSMICG00000043189
prolemur_simus ENSPSMG00000021687
otolemur_garnettii ENSOGAG00000031018
homo_sapiens ENSG00000134640
gorilla_gorilla ENSGGOG00000013924
pan_troglodytes ENSPTRG00000004170
pan_paniscus ENSPPAG00000030637
pongo_abelii ENSPPYG00000003768
papio_anubis ENSPANG00000018013
theropithecus_gelada ENSTGEG00000009641
mandrillus_leucophaeus ENSMLEG00000039776
cercocebus_atys ENSCATG00000033084
macaca_nemestrina ENSMNEG00000031635
macaca_fascicularis ENSMFAG00000038271
chlorocebus_sabaeus ENSCSAG00000003473
rhinopithecus_bieti ENSRBIG00000041781
rhinopithecus_roxellana ENSRROG00000016923
colobus_angolensis_palliatus ENSCANG00000031842
piliocolobus_tephrosceles ENSPTEG00000035314
aotus_nancymaae ENSANAG00000021351
saimiri_boliviensis_boliviensis ENSSBOG00000020942
canis_lupus_dingo ENSCAFG00020016646
canis_lupus_familiaris ENSCAFG00000004246
neovison_vison ENSNVIG00000004926
panthera_pardus ENSPPRG00000004216
panthera_tigris_altaica ENSPTIG00000018222
felis_catus ENSFCAG00000003193
capra_hircus ENSCHIG00000019999
ovis_aries ENSOARG00000002933
bos_taurus ENSBTAG00000050009
bos_taurus ENSBTAG00000050188
bos_mutus ENSBMUG00000017049
sus_scrofa ENSSSCG00000014939
vicugna_pacos ENSVPAG00000001905
myotis_lucifugus ENSMLUG00000011618
pteropus_vampyrus ENSPVAG00000017302
equus_caballus ENSECAG00000022198
equus_asinus_asinus ENSEASG00005012345
xenopus_tropicalis ENSXETG00000024645
xenopus_tropicalis ENSXETG00000025635
latimeria_chalumnae ENSLACG00000010559
