amphiprion_percula ENSAPEG00000017857
amphiprion_ocellaris ENSAOCG00000009613
acanthochromis_polyacanthus ENSAPOG00000011726
stegastes_partitus ENSSPAG00000018637
oryzias_latipes ENSORLG00015014793
neolamprologus_brichardi ENSNBRG00000009861
larimichthys_crocea ENSLCRG00005012438
labrus_bergylta ENSLBEG00000007288
lates_calcarifer ENSLCAG00010016362
scophthalmus_maximus ENSSMAG00000002069
poecilia_formosa ENSPFOG00000003005
gasterosteus_aculeatus ENSGACG00000006401
periophthalmus_magnuspinnatus ENSPMGG00000022492
gadus_morhua ENSGMOG00000004391
hucho_hucho ENSHHUG00000051929
poecilia_formosa ENSPFOG00000022393
astyanax_mexicanus ENSAMXG00000034316
astyanax_mexicanus ENSAMXG00005007822
pygocentrus_nattereri ENSPNAG00000025880
