parus_major ENSPMJG00000008539
cyanistes_caeruleus ENSCCEG00000004287
ficedula_albicollis ENSFALG00000006001
lepidothrix_coronata ENSLCOG00000004113
manacus_vitellinus ENSMVIG00005017344
calidris_pygmaea ENSCPGG00000010566
calidris_pugnax ENSCPUG00000000158
anser_brachyrhynchus ENSABRG00000013412
anas_platyrhynchos_platyrhynchos ENSAPLG00000019752
gallus_gallus ENSGALG00000054900
meleagris_gallopavo ENSMGAG00000016729
coturnix_japonica ENSCJPG00005011727
numida_meleagris ENSNMEG00000003218
apteryx_rowi ENSARWG00000001535
apteryx_owenii ENSAOWG00000009700
apteryx_haastii ENSAHAG00000001612
dromaius_novaehollandiae ENSDNVG00000005742
nothoprocta_perdicaria ENSNPEG00000002218
crocodylus_porosus ENSCPRG00005011136
gopherus_agassizii ENSGAGG00000002931
chelonoidis_abingdonii ENSCABG00000016170
chrysemys_picta_bellii ENSCPBG00000017325
pelodiscus_sinensis ENSPSIG00000010415
anolis_carolinensis ENSACAG00000008840
pogona_vitticeps ENSPVIG00000006148
salvator_merianae ENSSMRG00000021378
notamacropus_eugenii ENSMEUG00000001161
phascolarctos_cinereus ENSPCIG00000011083
sarcophilus_harrisii ENSSHAG00000013381
monodelphis_domestica ENSMODG00000014192
equus_asinus_asinus ENSEASG00005006720
equus_caballus ENSECAG00000023128
pteropus_vampyrus ENSPVAG00000010911
ursus_maritimus ENSUMAG00000003853
ursus_americanus ENSUAMG00000018038
ailuropoda_melanoleuca ENSAMEG00000006115
mustela_putorius_furo ENSMPUG00000003885
neovison_vison ENSNVIG00000006912
canis_lupus_familiaris ENSCAFG00000013730
canis_lupus_dingo ENSCAFG00020005248
panthera_pardus ENSPPRG00000009733
panthera_tigris_altaica ENSPTIG00000009227
felis_catus ENSFCAG00000008495
bos_mutus ENSBMUG00000014087
bison_bison_bison ENSBBBG00000011175
ovis_aries ENSOARG00000018028
capra_hircus ENSCHIG00000017835
tursiops_truncatus ENSTTRG00000002183
sus_scrofa ENSSSCG00000015049
sorex_araneus ENSSARG00000010047
choloepus_hoffmanni ENSCHOG00000004275
dasypus_novemcinctus ENSDNOG00000019650
procavia_capensis ENSPCAG00000001177
echinops_telfairi ENSETEG00000006998
pan_paniscus ENSPPAG00000038681
pan_troglodytes ENSPTRG00000049624
homo_sapiens ENSG00000166682
gorilla_gorilla ENSGGOG00000026807
pongo_abelii ENSPPYG00000003886
nomascus_leucogenys ENSNLEG00000007310
macaca_mulatta ENSMMUG00000030906
macaca_fascicularis ENSMFAG00000044108
cercocebus_atys ENSCATG00000039143
macaca_nemestrina ENSMNEG00000033735
mandrillus_leucophaeus ENSMLEG00000035644
papio_anubis ENSPANG00000007319
theropithecus_gelada ENSTGEG00000020036
chlorocebus_sabaeus ENSCSAG00000002803
piliocolobus_tephrosceles ENSPTEG00000025348
colobus_angolensis_palliatus ENSCANG00000041798
rhinopithecus_roxellana ENSRROG00000039822
rhinopithecus_bieti ENSRBIG00000031311
cebus_capucinus ENSCCAG00000021473
callithrix_jacchus ENSCJAG00000012228
saimiri_boliviensis_boliviensis ENSSBOG00000021869
aotus_nancymaae ENSANAG00000022545
carlito_syrichta ENSTSYG00000037490
propithecus_coquereli ENSPCOG00000006628
microcebus_murinus ENSMICG00000017530
prolemur_simus ENSPSMG00000022572
otolemur_garnettii ENSOGAG00000026392
tupaia_belangeri ENSTBEG00000016708
castor_canadensis ENSCCNG00000015361
dipodomys_ordii ENSDORG00000011412
mus_musculus ENSMUSG00000032268
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033314
mus_spicilegus ENSMSIG00000013179
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032175
mus_pahari MGP_PahariEiJ_G0015043
rattus_norvegicus ENSRNOG00000008058
meriones_unguiculatus ENSMUGG00000022611
cricetulus_griseus_chok1gshd ENSCGRG00001023126
cricetulus_griseus_crigri-picr ENSCGRG00015021138
cricetulus_griseus_crigri ENSCGRG00000000132
mesocricetus_auratus ENSMAUG00000022000
peromyscus_maniculatus_bairdii ENSPEMG00000020635
microtus_ochrogaster ENSMOCG00000019745
nannospalax_galili ENSNGAG00000007781
jaculus_jaculus ENSJJAG00000019055
spermophilus_dauricus ENSSDAG00000023049
urocitellus_parryii ENSUPAG00010020923
ictidomys_tridecemlineatus ENSSTOG00000008775
marmota_marmota_marmota ENSMMMG00000023341
chinchilla_lanigera ENSCLAG00000016268
octodon_degus ENSODEG00000000500
cavia_aperea ENSCAPG00000015648
cavia_porcellus ENSCPOG00000009863
heterocephalus_glaber_female ENSHGLG00000018841
heterocephalus_glaber_male ENSHGLG00100004646
fukomys_damarensis ENSFDAG00000020265
ochotona_princeps ENSOPRG00000002741
oryctolagus_cuniculus ENSOCUG00000027156
bos_taurus ENSBTAG00000051043
loxodonta_africana ENSLAFG00000025586
ornithorhynchus_anatinus ENSOANG00000022418
latimeria_chalumnae ENSLACG00000018536
amphiprion_percula ENSAPEG00000007839
amphiprion_ocellaris ENSAOCG00000023002
acanthochromis_polyacanthus ENSAPOG00000020431
stegastes_partitus ENSSPAG00000021616
maylandia_zebra ENSMZEG00005007121
pundamilia_nyererei ENSPNYG00000015660
astatotilapia_calliptera ENSACLG00000008005
haplochromis_burtoni ENSHBUG00000018225
neolamprologus_brichardi ENSNBRG00000021051
oreochromis_niloticus ENSONIG00000011100
amphilophus_citrinellus ENSACIG00000006687
fundulus_heteroclitus ENSFHEG00000003368
cyprinodon_variegatus ENSCVAG00000020202
poecilia_reticulata ENSPREG00000010638
poecilia_latipinna ENSPLAG00000021949
poecilia_formosa ENSPFOG00000005402
poecilia_mexicana ENSPMEG00000022592
xiphophorus_maculatus ENSXMAG00000009477
gambusia_affinis ENSGAFG00000013239
xiphophorus_couchianus ENSXCOG00000010199
kryptolebias_marmoratus ENSKMAG00000006191
oryzias_latipes ENSORLG00020008594
oryzias_latipes_asm223469v1 ENSORLG00015013365
oryzias_latipes ENSORLG00000005115
oryzias_melastigma ENSOMEG00000005146
cynoglossus_semilaevis ENSCSEG00000015306
mola_mola ENSMMOG00000014262
mastacembelus_armatus ENSMAMG00000017534
monopterus_albus ENSMALG00000012004
anabas_testudineus ENSATEG00000021750
seriola_dumerili ENSSDUG00000012518
seriola_lalandi_dorsalis ENSSLDG00000002333
scophthalmus_maximus ENSSMAG00000007604
gasterosteus_aculeatus ENSGACG00000010730
tetraodon_nigroviridis ENSTNIG00000016190
takifugu_rubripes ENSTRUG00000006768
labrus_bergylta ENSLBEG00000022255
periophthalmus_magnuspinnatus ENSPMGG00000011371
hippocampus_comes ENSHCOG00000001641
gadus_morhua ENSGMOG00000005741
esox_lucius ENSELUG00000020696
pygocentrus_nattereri ENSPNAG00000008813
astyanax_mexicanus ENSAMXG00000009829
ictalurus_punctatus ENSIPUG00000012973
danio_rerio ENSDARG00000087717
scleropages_formosus ENSSFOG00015002633
paramormyrops_kingsleyae ENSPKIG00000004844
lepisosteus_oculatus ENSLOCG00000004438
xenopus_tropicalis ENSXETG00000015131
latimeria_chalumnae ENSLACG00000008243
gadus_morhua ENSGMOG00000008695
scophthalmus_maximus ENSSMAG00000004899
lepisosteus_oculatus ENSLOCG00000005698
lepisosteus_oculatus ENSLOCG00000006753
paramormyrops_kingsleyae ENSPKIG00000025247
microcebus_murinus ENSMICG00000002447
